Actual Solution,Predicted Solution
HZNTQ8KFG,HZQ7J5
WZWKXK34Z,42472
H5UVNK3I0,dP3
GKGWGJG3H,8880
064USTMC9,ABCDEFG
LQW3HB4NT,H8
GL9YSDUQG,CRAZY22
V61SYHZC9,JZC4J5
LKB19XK4Q,Y88888P
LR9F26ATJ,888
3P6982WR1,3242
RKWB39RT1,12345
PEVINWO9E,000
1S7U9DCOL,6M
LLQQ84HEC,Y8a
CZKK6X6QD,767
ZOQLSR4AB,4285
FA97PZZHW,6272
J0M3H5AR1,MYY
QFFHW1ZMW,AVERAGE
KLQI9OF70,YmmP
L0OVP7K2D,L27F25
UXZS8IEG0,Y888888P
C388XEZQJ,C24725
42B5WWIF1,423423
JMVLN37RN,J232
QMSCJSHMI,J27J
HXA5LVHC5,d8888888P
5TLRPLIE7,3275
654FUU9U7,6275
AHWVAWRCF,ALPHABET
9J28FX8GX,2235
OAXZIWXEN,-
BVZGUSBFK,88P
KCR4OR28M,HM97LS
PD8C6VDP0,R2C7P4Y
2QCZXFRVI,2323
O10CFPH4G,CX7J
1FRSMZI22,1237
BTAVEH728,MZLKW
UYO5XSJO0,AZ8E
ISBIE9HG5,GOOGLE
AZJUF9NDW,2372
W8POINN2B,87%
EW0PMKL3W,C272
MZB9SVR2K,MZ37R
XKMOEDX4O,XZMA
Y484NHFDL,J570
1SZ3GEQA3,L2C72
HPXVIYG91,MAP22
H6F3IKRH0,dP
6JR8ODOTH,GAMES
Q37XPJHGM,CAPTCHA
NRHK449HV,7MMF
AQUDPHI1P,Y8
VYXJ4AI02,UY23C
ZKNKAKF25,2J7Z2
3MJ1T4YEI,34725
