Actual Solution,Predicted Solution,Result
gGKOcbV5,"gGkOkOb5
",0
lNBb,"lNBb
",0
OEWT,"OEWT
",0
sIEKRF4G,"SIE <R F4G
",0
YRWT,"YRWT
",0
tIM2a3,"tM2a3
",0
RE83,"RFE83
",0
cDQu3y,"GDasl3
",0
SCmmuZM,"$C^mmuZM
",0
LAXM,"taM
",0
CmeuMH,"CmcmuEuMH
",0
q7so708,"q8
",0
ZjH90WekY2,"zHjH0weKk2
",0
XClafgfT,"c1a
",0
FKKg,"TRK9
",0
40obs,"4ºOBS
",0
4HWS,"4HWS
",0
ZTnYSGg3,"zTn1sGg3
",0
m7WF,"fat7yx
",0
qoMvaYz7,"qaOmVât7
",0
rL5SzTTx,"L5S ZT1X
",0
IJAF,"IJTArA0
",0
JcXz,"cXZ
",0
GfHBiE4mYg,"GHBIE4mys
",0
REVA,"REVA
",0
KwvbL,"KwLbl
",0
tbAfM,"tbfM
",0
pnlr,"phl1r
",0
JKVS,"JKwS
",0
rBsp,"rBSp
",0
AduEkr,"Adq uEx  r
",0
IqPvWkgJ,"lqP V W k g J
",0
Srzz,"srZz
",0
gfFf,"gff
",0
w1Hn2c3T,"wHv2xCB3T
",0
5R1VJ,"5R/\VJ
",0
WON9z9GW,"WoN79G
",0
XyC8,"+XC8
",0
ymnAF5F,"ymnAFj
",0
1vs55YmR3,"wS55Kmr3
",0
Ryudj6w,"Ryudi6w
",0
UH2ETwlaH,"UH2ETWáH
",0
iDE29S,"iDEE29s
",0
33qcYv5yI,"33aCYv5d
",0
x59GdWBJM,"x59GaWBjM
",0
sNRzI9r,"Srv1I9r
",0
EpxKSis,"EpxK
",0
N5Y5,"NS5
",0
TODh,"TODh
",0
U5uH,"U5vH
",0
k8HoYq9,"k8H0Yq9
",0
ps88cEn8L,pSssecCE8L,0
AjyhT,"Ajy hnT
",0
DgPMC5AED,"DgpmC54ED
",0
EpEmCg,"EpE 
",0
SKcHTpU,"SkCHTau
",0
6OeUV0j0,"6Oec1v0
",0
Rqmc,"R9mc
",0
g0CK,"GOCK
",0
oGjnpsjc,"OGv nps.c 
",0
dReh,"dkReh
",0
aA76,"qA76
",0
8or1719v,"80Z719L
",0
bx7dp,"bK7dp
",0
FSN6,"FSNG
",0
KSDN,"KSDN
",0
3Ws5S,"3w5S
",0
bSgZ,"bs9z
",0
kH6cl5sfs,"fH6clsfs
",0
KRPPA,"KRPA
",0
CwF9,"Cw49
",0
XiS8fEWMj,"xls8fEWNj
",0
BenYGqth,"BenyGqth
",0
6FVNu8,"6FvNn8
",0
UC2ifX38,"uC2/ft38
",0
Y6gqbh40,"Y6gQbh40
",0
ydTNnI,"jdTNmY
",0
9ezvGXPU,"9ezvGxPy
",0
FBNK,"EBAX
",0
k88dLNJ,"k8∞dΛLNJ
",0
ABRM,"ABRM
",0
Jp23eLPXrB,"p23e<PxrB
",0
6u3K31Xnw,"бизЖK31+nw
",0
IBdVQwy,"I
BdvQ
QqW
",0
AMueajv,"Anlqav
",0
wwl3D,"wN13D
",0
8P3X,"rBv
",0
G5tb,"G5t⁶
",0
HpEARALqqT,"HPEAR qT 
",0
TuGP4tQ,"TugGPAz
",0
mRgypK,"mRgyPK
",0
6IEna,"6fE^nA
",0
GKRbvMA,"GKRbLmMA
",0
WD3QN,"WD3QN
",0
Vo2AVo,"v02A40
",0
WWVKn,"wWvKkn
",0
MWS8,"Mws8
",0
MMCB,"MMaB
",0
6f3hZ5pO,"6f3hZ5pO
",0
3vwsRk,"3vwsRk
",0
PmIy8OKG,"PmhIly8oKG
",0
wX7Qffy5,"Wxorryl5
",0
VWrguxc,"KWrggUxc
",0
N2NGuYFAM,"N2*Gt~wGmA
",0
FJwjjQG,"FJzjiQG
",0
XCQ7hBr,"xCQhBr
",0
B2UN,"B2ΛW
",0
QDNsh6q,"qD NSn 6q
",0
DI46XwO,"D146XwO
",0
CoFx,"C O E X 
",0
UANY,"UANY
",0
MNRE,"NRE
",0
D2zu315bh,"D2lu3l56h
",0
RBjtq,"RBjty
",0
FdGixj,"Fdg.Xj
",0
rzhc,"κVhC
",0
Ojko9qP4m,"Ojk09qP4m
",0
CpvO,"CpL0
",0
TR8U,"TR8U
",0
CGJC,"OGC
",0
hp8h8,"hp8n8
",0
IB1c1,"lB1\C'
",0
SVNE,"SVNE
",0
4SWB,"NSC5
",0
FUHJqX,"FSHJOX
",0
Oe1udo,"oexVdo
",0
JRFYZ,"JRFZ
",0
4KEX,"DKEJX
",0
M2KeQDg,"n2keQdg
",0
jVzpIfX9S,"jzvzplf
",0
5dF0z7,"5d⋂-0Z1
",0
NR8E,"NR8E
",0
4D3mVq,"4D3m
",0
88yQU,"s8yQv
",0
AikMjGz,"A1K
",0
yWSt0J,"WsXoJ
",0
KV8AB,"KV8AB
",0
5XY4,"5XY4
",0
r3p3xr,"r03xR
",0
PS3fd3,"PS3r d3
",0
RjE88m,"Rj
Fj E8s8m
",0
Anqsdxb,"AhaSa.xb
",0
aNitvvr3,"AN/TfV`R3
",0
ivVkCW,"/v 7kC
",0
Zpkp,"Zyxp
",0
PvGlnZ,"PvGnNz
",0
lEH1W7,"lEHi_w7
",0
PXHY,"PtLLy
",0
nrq5h0B0D,"xr95~0OBOD
",0
2vJ1Hz,"2VJ/HZ
",0
FkA9eg3gD,"Fk4A9e8z8D
",0
45Da,"45Da
",0
FSJH,"FSSx
",0
ccet,"CcCet
",0
iywaLdr,"iywaldr
",0
3gA2X,"3gA2+
",0
LEECY,"LEECY
",0
B1KojXgTW,"B¥K0i\X
",0
GZTRM,"CZRM
",0
quUh4,"qUk hA
",0
SnPKQ7p,snPK7Qp,0
Buouc,"BuOc
",0
mz7Gh4,"mZ7Gh4
",0
WfoqW2,"wfOqW2
",0
dKXJZXE,"dHxZjZxE
",0
FgQ5,"F9Q5
",0
MrTEiqKj1,"mWEiqAKj1
",0
E8ijkx9niQ,"E8i .j kx9n;Q
",0
FNd5Rw5f5B,"FNq5w5f5B
",0
jjYd8Xy4Pc,"jjXd8XY4p
",0
KNNY,"KAAyY
",0
9I4Sa7,"9I4S a7
",0
HssJZPy0F,"HShsJzJ
",0
rF66oF7CB,"rF66oCB
",0
YFg5,"YFg5
",0
K3aFU3,"K3AFU3
",0
mZaaR5w,"mzaaR5w
",0
L7DRmZ,"7ORMz
",0
VSju,"vSjU
",0
V8ZP,"V8²P
",0
lEx98o,"LEX980
",0
1cgDbZmDL,"k g o d D k Z m D L
",0
rBZdVRWw,"yBZw
",0
RNEG,"R^EG
",0
JXMk9h,"JzAh
",0
QyxP56f,"qyxXp56f
",0
2JGC,"2JGC
",0
34STo,"34S7O
",0
ruHE,"ruHFE
",0
17eTPeP,"леeTpeP
",0
LcPJl,"LC R/
",0
t1zX,"t1zx
",0
LVZNs6,"Ly1zNs6
",0
fMLYcAH,"fMLCAH
",0
EETS3,"E§S
",0
THHN,"tYW?3
",0
lU0QFV4,"tu0QFL4
",0
k4KOuMXj,"k4k0UmNj
",0
FKNA,"FKNA
",0
SWcYxiUlCe,"SwCYhzUce
",0
mbXFZaW9,"mbxFZaw9
",0
c2JJB,"c2JB
",0
3FXG,"3FXG
",0
rZINbRpr,"r z I N b R p r
",0
tOdarIL,"todqrlV
",0
JyJ68K,"Jys68K
",0
dRgB,"ergB
",0
UXT7U,"UX17U
",0
NHPT5,"NHR5
",0
QmSg,"Qmsg
",0
Ltq1,"Ltq1
",0
YRT3,"YRT3
",0
8wIyQ,"8w1YQ
",0
O7LN71,"dKNh1
",0
