Actual Solution,Predicted Solution
DAML,DAAL!2:

5qVcF40,5aVCf4o

MfxCf1,kfXCf1

X9qA,t9aA

7U5H,7U5H

4PKC,APkc

9HtC,9HxXoC

QNRVY,gNRVVY

xytB5R,XytB5R

etA3vV,etA3vV

XUaUZ,UxU2Z

XwSf0,XwSf0

EWtLrJ2,EWtlpR2

1vlA,lvnA

OJqpdMG4A,QjapMG4A

HQCAA,HQcA1A

pwcZ,pwcCz

VRYRujIT,VRkRuJT

KPgGP,Kp9Gqp

EgM6,E0M6

lbJqu,kbjqu

3VGUD,3VGUD

85YW,8YV

fnhJYIeSN,fnJYiesN

EHaiQcC,EHaiQccC

HRV3,HRV3

DUhCJ,DuHCJ

HCrQxq,HCR0xq

Nbei,nBEI

BWXS,BWXS

1Y9igWMUc,JV9igWMUc

JG2K,jG2K

p15wzZ,p15WzZ

VPDI,VPA500R

9AKJV,9AyKN

K9f9,K9f9

CFHU,CRHV

kfVnXLjF,kfVnxXjF

LoLm,LOLm

HBlSXrJ,HB1sxrJ

kLtnR5,KLtnRs5

BpxP,BpXp

3hCa,3hCa

ryCZR,yC2>R

vjN87id,VJnM87iD

osaMx5nL,"0saMX5nL
"

I0etp,I0etp

buY66,bUy66

7qQpjZ6A,7qppjN6A

PlhVZn,P\hzZn

hE5w0XYVfo,hE5w0xYVfO

W1I7,WV7

SJQG,I062

KJ6S,KV68

3r4h,3r4n

VjC4,vJC4

LMo1Lar,4Mo7Lar

fGR1ZNpj,fgR1ZNPj

BfKsad77P3,Bfksad7p3

Tj3wX,Tj3wtx

rUwc,rUwC

FPtUZxMjc,FP7U1KfXc

A8CP6,A&P6

tYYH,tY7H

HQc9YUS,HQCc9YUs

yrr4GS,yrr4GS

wW2u,wW2u

2vXFY,2vxFv

pJjPmqXJ,psi.mX/

I25XAmrrG,A5xAmrG

2gJbD,29rAD

B3W8,B3Aw8

AAQN,AAeN

XPuM,XPMJ4

6Did,6DZrd

DKSCP1Mq6m,D'SCPyMq6m

MIZHR9,M1vHR9

9P8A,9P8A

rQTf,rQfTf

GA2W,GA2W

JQccE7z5Sq,JQcCEZ5S9

ZKTP,7KTP

QQgeubN,QQ8euVN

WP6PMDOQ,Wp6RMDOoO

uaDd,uaDd

WwRuyN,WWRUUVN

ffx4,ffx4A

ygmcU4X0i,ygmCU4Xoi

J4o2e,j4Q2e

CKFFNKu,CKFEku

I0h7v,10h>v

ihPZ6TU,ihR26TU

uvkVGZke,UvKvGke

xr9nFQ,xr9nFQ

dXqnR,dXqnR

wMr8uYw,wMr8uAW

AuFd6Y,AUFd6Y

rfTw,rfPIz

Ya8WGFo,ya8wCFOo

HE7SCaG,HE7SCaG

cqfOf,c9fOf

DQXD8,DOX4D8

MB6B,Mb6EB

VavUb,vavUb

XM3C,XM:3C

HDWX,kDUx**?

9j9SbDtVN,9-9SbDtlzN

b99A,b99A

6s42zp,6SAx2zp

WTMB,WTMB

DwXAF,DwXAF

AuWW2V,AVkNwW2V

v5TSaZx,V5tsAZX

YuxQLJNt,kUxQRyNt

QDNX,G9nAx

NJN9,N9

kWGtZ,kWGr1z

g1Nkmw,g7NkmW

T5sc7,T5Sc7

FNRE,IA2E?0(

6TBR,6TBR.

HbOF,HbOF

uIkHn5ue,uXhn5ue

ty5ok,tY5OK

Ebo0,Ev000

kHSFwWblb,KHsfWw616

39WoXNb,39wVoTNvb

sPEf,sPEf

qSOFZd,aS0FZd

ZMkBM20,zMkBu20

TDH4,TDH4

VXHKH7ZM,VXHK2LM

9PCh2JuF,9PCa2Vda

T6j3vNvuH,t6VBVnvVH

cEDRpjpqb,cEDRpjqpb

UNB5B,UNsBB

Un3ClktRW,Un3dlkRW

YSXR,Y'SXR.

ilB3BC,i\1B3BC

uyRZQl,uYRZaA

KHnZn6Cu,kHn4n6Cu

mBI5OC,mBI5OC

7Q8fI,>Q8&I

cDEx,cDeX

gYqRbA,gYqRbA

6xMGb,6XMGGB

HOz7ZN,HOz>1Zn

YRYFwfMv,YR2YFwfMmV

49TcQD,497CQD

WKfAjYtoD,wK7AiYtoD

kX5Y,kX5Y

V8OwJ,V8owJ

iP2I,zP2I

V4tOWrn,V4TOwRn

SPGP,SP2S

gqAOaKvF,gqA0aVF

EBUN,EBUN

oZ88hdyM,0l88hdYM

JhcnUL,JHCNUL

7rWTw,7rWTw

xrh2LJujI,Xh2yujiI

UgTS8muQ6,uGTs8MU@6

YXDLF,yXDLF

I0oJK9OV,100J490V

W465C,vA465C

ucVc9XIfL,UtLV6x1FL

IimcN5qb,IimcN5qb

DrtsAnH,Drts$AnH

AweT,AWeT

5F8M,5z8M

xjxCYxjsB7,zthCXjSAB

LQOcBLF9,LQOcBLF9

bZMUM,b2NUM

s45B,Sa45B

NS1kKS,Ns1Ks

CSsvm,CsSVm

CCVS,CcVS

XpEeODG52,tpe0DG52

EIQVPj,E6QVPj

rl2bDn,rV2bDn

EiRnRa7llC,EipnRa14C

Nzy3l2D2,Nzy3pD2

ftAD2xWK,ftAD2tWK

fVkX,fVk4

jVjnnpORB,jvjnpORB

TdBnPHcuN8,TaBnpHcVN8

RRYC,ARyX

QwDZilVG3,QwDZli1VG3

78z5Dc,78z5DC

efhDrfM,EFhDRFM

q21l,a21V

6W5XY,6w5xY

YfAgxv6Tn,VAgxu6λn

CXjmH,cxkraH

RXTM,RXTM

qTmfC2,q7mFC2

Z3EeMDGa,v3EeMDca

o4BXO,0xBOXO

xFBApV0rS,xFBAno7rs

WQqg6,wQq9g6

e5HEL,e5HEL

MFE6,MFE6

YsbYNbDW,YSbyNbDw

k5ks,k5vKS

ABNR,ABNR

PjwRIgdF9S,PjzR18dF9S

3P4G,AG

M5uP,M5zp

nDIh,nD1h

7hte,7hte

aAPX,a4Px

5Dlj,5aDj

QGNG,Q3AGA

uvCblU1GL8,uvCbU1Gl8

B2iI1N,B2VV1N

k7hv7VaKQ,k7hVNaKQ

snHyDtNd,SnHYDXNd

vBdmtM5Kh,vBemtz45Kh

ibRbg,i8Rb9g

2QMZ,2QmZ

Lm3z,Lm3Z

1OFlrv1SvT,10fF/rVA1ssNT

RPqJVe,RpAZLe

2sPnSjKS5,2spnSiKs5

Bw1c,BW7C

FVJL,FVJL

Hiv3fo,HiV3fo

23kw,23kW

M5KASpHUf,M5KASpHUf

aXBKePQI4,xtBkePQ14

MtQeM,MtQeM

81GuCE,8\GUCE

4WNo1M,4WNoIM

DGTv1h,DgTN1H

4e88y,4688y

H4SQ,HASO

bYKJjrs,BYkJjRs

IMoAwF,M0AwF

KPGKC,kPGKc

aogLjPT,aOgfiPT

9FygOwDa,9Fy8O2Da

BWTF,BwATFF

2f8KU,"2r6kU
"

WKQ6,WKqa6

9S3xL,gS3xL/

26aCq5C,26AC@5C

VF8C,VF8C

gVSf,gVs4f

JGGnKPt6Va,xGGnkPt6Va

y8BmhMB,y8BmhmB

yGFBRMqk,yCfBRM9k

iuMN2IFim,iuMN2lFm

H5dBt2b,H5aB<2b

xwks,XwkS

sJ3G,SJ3G

5OvRlvyN,5OvRWyN

ySCu,Y5au

PqO6kK2p,pqO6kK2p

kmjio,Knji.O

DNntK,D2ntK

vCfND,VCfND

45hn,45hn

N6nOM,N6N0M

yRcJyn,yRCJyn

EXuos,Exuos

AL3E,AL3E

IRpM2r1r,1RpM2rr

cbpfz5,CBPFZ7S

gyTaw,g8aHkVAll

VSX8,VSX8

MHQH,MHDA

gbzbRQy,gbZbRqv

h1nr29Y2,hlhr29Y2

66eVZ,σ6eVz

8UuM2AZ,8uUM2A<

Zbb1fkY,z\bb1fky

8L9lOzl3Ja,8<9OzI3/u

KPliO1rG,KPiO71rG

ozQyfL9,OZqYfL9

Yjf31lhZ6q,Vjf3KhZ6q

1aXNt,/aXNt

UBDo19,UBD0/9

OJOJ,Q2j0y2q

M5FeOm,M5Feom

YhUP,YhUp

EERT8NV,EERT8NVV

JG63C,A63C

6BC5,6BC5

wWa3Z,wwa3Z

TGWR9x,tG4R9x

NAUmBiQ1,NAUmBiQ1

k4DizF4yxI,k4DzFXjHA

ISOkDw,1sOvKDw

hunkAar,huXAar2r

wg1ltynjX,wgltynX

iZf0,iZr0

hGNVWM,HGNVWM

AkYi5N,Akyi5N

uE2w7K,UE2w7k

N4nT3,N4nT3

74AK,7AAK

ra2X,ra2x

byFyPF0r,byFypFOr

BLfva3,bLfNa3

F8H4,F8H4

lT3AI,lT3Ai

512M,5t2M

0r0M,0r6M

KfoN,kfON

ts8X89ASPX,ts8X89ASPX

U5kuF,u5k4F

qAQgYknN,qAq8VknN

JUbTVd,JubTVd

fyNFuz,fLNFuZ

nhl2xc7,nW12xC

GQ8M,aCBN

zCoU,ZCOv

uvIXVelO,uViXvEl0

23evu7hN,23eVu4^hN

vk8c4hVy,Vk8C4hVy

b3Jc,B2jC

9SRT,9aRT

hzHA,hZHA

DDvFClu,DDvFQu

NRow,NROW

4Y8Sw1,4Ys8wl

5AvS,5A>VS

T5X8,T5x8

FdKH,FdKH

C8yJm,C8y\^m

MRt2,MRT2

sJy7QLSs,SJYX7oLss

W1NC,W1nC

XQK6,X0aS6

ZEg47,zEgA7

Q34H,OB4H

NQ87,Nb81

Saug,Saug7

NHmGv1,xHmGv1

r9rIbMjT,r9rI6yT

rFUoTbnP,rFU0Tbnp

mT0ebHQ,mT0ebHQ

CW22,CW22

4UVY,4UVY

xAfySHYWT,XAfYSHYWT

tWtwP,tWtWP

FV87Gag,Fv87GAg

HBWItyGC,HBWtyGC

uzoH,u2OH

Y2uSbKFx,r2us6kFX

sKptE,SκρtE

n8WYV,h8WvYv

tm3GJ,TM3BGJ

o14P,Q4P

TWzG,TWZG

gUd89Nd,gUd89vd

32JSKMs,32eSKMS

x8lsa,x8/Sa

mDRR,mDRR

90rEfaF,90kEr2F

n9Kxe6Tk,n9KxXe6oTk

ItMy93JP,"ItMy93vP
"

PT4v,PtA2

tza7mMT,tZa7mMt

atVSw,axLSw

kvoJV0V,kV0Jv0v

xC91TL,xC9/VL

wTSQ,uTSQ

SjIHd,sjVHd

Spjt8h7M,sDt8h7M

psNxw,psNxw

mu7zO9u,m2y7zoqu

WqPf,WqrfL

wBWWQUC,zB4WqUC

2N7M,2AV1M

rHYQ,rXHqQ

MWHMH,MWHAA

RVZX,RN3X

A1hKQd,A7h4Qd

k6uij0,k6uj0

VCAB6,VCA4B6

c1YK4G,cYK4G

M4SH,MA9H

vhKS2lEhD,VkS2EhD

O0SBoxt,∞0SBOXV

6YJP,6Y7p

bEByxipE2,6efBYriqeE2

Y4HU,Y4HU

O6fzfv2f,o6fZjV2f

MkrZ,MxRz

gR659D7r7h,gR659D7Xn

BNPS,BNPs

bn3UG,bn3UG

G6EHC,G64Hc

2nADZ1,2nAoz1

aWc483Jtw,aWC483jtW

kL368WEc,KL368WEC

dEQq2p8,DEQQ2P8

YS3A1,Y§8A1

9CJ2,qCJ2

VAoNA,LA06A

iHYE9JSU,iHxE9vSU

VEJA,NEA4

VSOX,L5qX

90hPiltH,9ohPi1H
