Actual Solution,Predicted Solution
w8Pgrbyjl,w8PGABvJ4L
CZ89FdH,C189FhH
jKiDJ3,K2D13
F9TI,A9T11
AK7R,AK7R
9PJS,A9S
TMRWR,TMRNRWR
MedE9F,MDEF9F
SnKY,S4K7
JDDE,JDDE1953
a2Qf,a22f
mtY1r,mE4Ir
6L9Maje,6L9maje
drYy,drYVv
Ezpf,FZpfs
jTSv,J43K
2C6pJZ1PQ,P1Z6YpQ
CdilJPC3U,C91L2Jp23U
9CsNr,9CSNVR
UUar,Ucar1942
DXVR,D4UR8
sOnjpX,S0ipX
E8JX,BG1K
ozhBI0pb,OzhB10pb
M3lR,M3IR
s0rTRh1,S0rRy1
v51e,251e
AY5M,AY5M
a12lec,aN4ec
HZAC,H2aC
6Hv8,6H78
T6hwWPQY,T0NWWPQY
tWXdEgE,M4dEgeGE
GeLB2,G9B2
4eXM2w,AexM2W
GD8ZM,GDZ8ZM
5l4I336bW,54336bw
fw56rBs,Fw56R85
sEZlf7Q,SE7F10
iVvf6N,iVwF16N
5vSS,5vNSs
EMKX,E4XN1M7
3AfYnPn,3AfKn0n
nfjfLJrA,nflJRA
GS3C,Q6C2
iJwg2fb2uC,Jw921b2uc
8sGpmess,oSGpzSeS
BttYmEk,B2ameK
NMnJPYQ,NmNspyYqQ
Jh2M,Jb24
WDZwu,WDZwu1
wrNsq7SP,WNSa7SP
kmmijAEe,kM07Aεθ
Usinkt1tR,UsInk1tR
Q7HYmpN,ZHYP4N
2Y3gZM,2Y3gZM
A7M5Y3Zo,A1M5J370
DywXxJj,D7W+XJJI
INZt,W4tM
5Riv0BjzY,S4V108NJZY
0evFaD,03VfAD
0zGJn,OZGJn
jxQYo,iX0Y0
sF5mLQ,SFm10
sJdNsVhH,SJd4nsvH4
sS2Wx5,SS2WX5
5xtW,5XLYW
Sei9NFeC,SeIGNFEC
v0A8M,V0O8M
jwSQl7N,wSoZ7N
ZaH0,H0d2
4UYuL6,zU4uV6
MPpbzUb,MPP6>UB
znbOa,zNboA
u0RHggs,U0RHGGS
mgtf,m0Stf
sIx7MS,S1F7MS
88ONkkQ,88OINV4KO
Jy5O7SM,V50>S4
gRvaR5,G8V4R5
WHQiFMsjV,WHoM5v
174CFY,7Z4C5J
EkOkKq,EkOkKgq
MP5A,M5A
T9f4x,9J4t
4MF5fgX,4MFS5G8X
vWklI5,VwK75
FLfj,F47j
CAuIGBFUW,cN1gB7Uw
K5SfkR,KSfKR
8Z04,8z08
bbxZ,b6X2
6MMAWogLU,6MNA08LU
cQGv,C0Q6L
8Z6EVZds,8G6EVS
nNlBpxb6,N1BPXvb6
wh93,Wh93
Xg33RNxh,xS33Rxh
WN6HrVA,Wn64rnA
KvP7LyIqt,K7Y9aT
HhToT,H6OT1
PQojbq32,sQ00j6932
iDq2,iO9r2
lKHiQ14e8,KHlQlae8
i3AMBwZR8,iAмøWzR8
HArbk,H4r8k
WkXNreB7l,WkxNreB7A
gACmTP,sAaMTP
PaxTq,PAXT9
irMtPzBJ,jRMtAZB
vLgU,L9gL
lW3W7,lW3W7
UB5A,UB5A
OeFJhMUj,OeEJWjMUj
F5vyX,A54K
UgefBrN,U8eFBIV
yaY0,y2YO
NGxy,N0Xy
oJUcwdq0,oJcCWdD
vyDz5,y0Z5
8Js6Zb,J52b
9ME6,9ME6
TOSD,
K53E,K53BE
ZNI9fRg,ZNI9fROa
JZdG,J2dG
71gM1BS,19M/Bs
yfyef,ryEf
gRFLUFg,8AFVCF8
YwitW4l19V,YwiT4/19L
F9lEm,A9Em
TM63Gqf,B2cA1f
ZV4SxS,LV4Srs
RXB3,PIB3
D3Jr6,D3yR6
sWRVOo,SWRVOO0
2qNXR,2qNXxR
TCFK,TCFK
DZXZ,D2X2
KOBW,V6aP8w2c
zwdtq7,wdtg1
yd4Q,vcl4GQ
bNAW9suIx,bN4w9SuK
x4at9yxPn,X9A76Y4PN
n4iYjqXWb,n4iVj9xWb
YODD,Yoop6P4
qCer,aC8eR
rEXKKZsL9,fXkE$L9
J6JY,5G7N
DBdCH,DBdcdH
33FF,37FH
AXCplnQ,A4LPLNQ
1s4Go,BAGO
XEmn,4Em9
CyEjCO,CYEicO
VqbNqw,V9bN9w
Zw4Od3m,Zn40d3m
WfyPsv,WjPSSLv
1xUNEi7Z,XU9M2Z
6tovV,6Z0LV
R2sIN7H,R2S1NH
8pxnY8k,89Xnyqk
kv5mmCF,k5nmcF
IpVTuPw,iPVTUuPzL
sL07e6,sL07e6
W3T8,VW3T8
KWNC,KWNC1953
hmiD,H2ID
ArSq2ef,ArS92eF
vEcLJkX2z,VECGJ422Z
DiG1d2ZMi,DizGd2zmi
JM6luuW9,J4ku2uW9
HBYK,HBYK
W3vdg4fH,Z3ds4rH
i77KE5PUu6,i7KF5pU246
bo6LQKIQ,b0G4L0A6
ZckB,ZCkKB
DAWP,DAWp200
7zbw52Gj,7Z6452Gj
CHAP,CHAP75
Zyvx,E4X7Y
V2A6,V2646
KjQnMLI,K7Q9N2L1
oIpF,Ope
kUrbL,KUPBL1
OhRvZwp9U,hAV2nDP9u
RXjiP,RXiP
Zynt6Q,Z76Q
pAzFcvEL1,PAZ4CVEU
32XHFkU,32XXHV4U
29Bn2,29B2
AYy0mTok,A4y0mTOk
ubix64xRW,Ub164RW
eVuWeX,eKuweX
7mN0Gp2P,7mN0GP2P
KK5F,Yk5Ff
HAFT7gJbo,HAP18gYo
UArE5LsI6,A5V916
KxZcX,KzLCx
YFYM,VFy24
eoJfkMO,eOJfKMO
aa23,a923
ARC09lE,ARC09VE
oiMwpms,oMWRs4s
N3ljnbyiIe,N3L5NBY11E
6t53,653
yWc1XT5,VwG7X5
ISxjn6dFx,jO6dFX
li4mMzG,L9mY2G
PqQD,p9q0s
q2fUwlb,92fUw/6
a6IsrTel,a6SrTel
e4DjSM7,E4DJSM
5OVA,5OVA
OSP9ZsEMg,OSRQJEMG9
aXXCIo,aXcC0
fV2c,fV2C
6CNK,6CNKC
72RX7,7RX7
gd73S,0d673S
fp5jGQsUz,fBjgGsUzl
AiHn,H4N2
d3QpaU9,B0A69
0MjBU,OMjBU
6JKuRa0YX,6KURA204+
6LO3QQBz,6L0V3R5
JXg3,Jx993
nvfvT,nVvUT
deJp,DEJ2P
QlkIBS7,OkBS1
P8ex8CFT,P08x0cET
hz0g60,h20860
RWXY,R4W7Y
19TjQcrg,1Tj0Cгg
UQPET,UQPEfT
4OYxXh,4OXXh
TK6M,TK6M
7jog330,7i08°330
CXiE8lbV,CIVE9bV
lzas3,K2S3
3RY5,FkVS
IjiH,I7H
FHtAqpr,FvXaQDx
C6KF,c6KF
cNgtYLs3,cNg4TfLPS3
YMHU,YMn42
CkrxW1,cXkX1
WFMU,W4TAC
h2xjSv1h,h2xisYn
IT3cAq,r3C6q
Y7Q6,Y7105
WM8J,TWMB8J
k5h9yh5O,k5hgy250
w8gibm,W08g;6bm
sLIvLP7h,sIVLp7h
YQYH,YDM789
RiLp,R1p
qe2H,qE2h
2iMHXFC,2iM4HXFC
hJTNfsZ,6JTNfSz
39QX7Zdu,90N7d1
zDhz,ZdhZ
ulA0,U740
V6IIhG7,V0lM6G1
Ds8d,Ds8d
YmXFD,7I9NED
puzUAz,pQUa2
BRKF,B9K7F
BNc0yYuVVI,BnC0A4UVI
3oZO,30Z0
AmVW,AmVw
JPBS,JPRS
PQGA,P1G4A
81T36zy,8K36L7y
9MTL7,9AML7
ypZ9REEc,yRz9EEC
EKHT,EKHT7
HJfkd4,H7kª4
W47X,w47x
Ebo0,Eboo00
ZA9DZr,Z49D2r
WaSVzS,mQ8s2s
BYMV,BVM21
TLqwOZ,TqW0Z
kzCxEw,A7LgRW
lAwcYddj,I4zCYaj
iK8CGlq,iK8C6f9q
OtxD,oT4D
sw9P,SwoP9
kIB7Y,K7B7
iQ92,i0092
NvaT,NVaT
BzVablMH,aZVaB4H
GHyA4ZER,GHY44AER
kt6fKTV,Kt0sfKtv
80KSBh,0kSBh
cyv9ORd,CyV9ORd
es6iTri,sQTli
v90Dv,V90ODV
3EM6,EMV6
FFHv,FFH7
8uC14,8WC44
IZN9e,V2N6e
5TIIfLkh,5V4YkH
3Fxxz,3FxxL1
gYVL,gVLL1
bWW3MJ,6aW3VM
2VZME,2LzME
mZuXKTF,mZUxKλF
sUpNcJpr,SuP8rFuVPr
EwmPZr,Ehm02r
iLIQoVkKw,LqO0LkW
8EN4,B8DNA
7Jdd,Jd8
L5AF,B4
G9l7P,691XP
KBXD,KBXD265
LiwQcYt,LiWOCYt
TB6F3Z,B6F37
RXF6,RXF6
1CVV,1CW
vMENj,LMENJ
YwEb2Iv,rWEb2Vl
qBoN4y4L,9BOnV4I
vcSFTgfn,VCSF8m
VDbZR,V0bZrR
IoSPJC4jHe,l0spC4ijHe
6Z3ZvZX,6JzVl4
jsyftf,iR7fF9
Q3YK,Q3Yk
zsjOfhN559,ZSi01A559
HOCL,4D6C1
iNyI6xAsPZ,lMzPbKdSpZ
DW37C,DWB37C
blyF,6I9F
cuE1D4UM3,C4A4M3
XFr6zdw,kAr6zdw
fWZQT,fWZTOT
nsFn6,SANG6
AMH2qoT,AmH29qOT
cCbO,cC80
p3A5N,A3ASN
a2Qo,22Q20
4V9ZT,4bZT
m58Ul,m58UA
1VC9Tmg,ΨC9Tng
NIbsI4lM,N5S1AM
VXsPdAB,XSPdAAB
DjUrV,DVU93
KSI5GvYTM,KS5GN4TM
QbQtpB,QbQAPB
YrBL,V8L
PuQuP,pURdUp
JORN,J0RN4L
D9BmbI,D9Bmbl
Drtq,Dr7M1
UEN6,UENG6
MCJG,NCJ6s
XATpE,XAPDE
c4sKBAeOT,C4skB8AeOT
hms16t68,hmY96t008
zkTRf,Zk7RF
md9C,m4C
SXLdj,SxvL0J
2sJXSb,2S/HS0
tp93x,tP9q3F
wOwFn,wQWFñ
h9IiYWBNh,h9/iYwB4h
