Actual Solution,Predicted Solution
rPnQmX,rpnqmx
WTEXCj5,WTExcJs
8E8IOty,8E8IOty
oAxRGkU,oAxRGku
ziHEd766,VHK766
cXltBXx,cxlBtx
MWpsZkh,MwPs>Nh
h7rzWE,h7rZWE
bkGOvyFHG,bKGovJFHG
5fb0DdICz,5fb0DqCZ
XLTtTbs9,xLtbs9
H8br,H8br
xPud,Xpud
e0fY2,e0VY2
n79bY,n79bY
wS47h44jC,ws47hA4jc
TcKeNcV,TCkENCv
7ChQ0u,7Hqou
i3v6Q98t,i3N6Q98t
3YYWj,3YwWj
JxR15USt9,4RI3ist9
y0TQJM,yOT@J^M
4h95,4h95
NhuE,Nh2E
nIM1qQGYw,nM9qQGYW
2zWHjW,2zWHjw
O2Q4,0204
AmA5,AmA15
zJErDm,7jErDm
GyN0,Gsv0
7Evf,T4k
iFArJ,iFArJ
sX8YZ,SxδYZ
udHZV3O,UqHZv3O
Coap1k6,c0aplπ6
XtdFeef0,7dFeep
q36T3z,q36T3Z
qK5eU1St,qKSeUlst
2iDJui,zDmui
7PNb,7PNb
xL8wLLY,xL8wL1Y
kE0K,kEOK
jwqsuY,/wqsUY
yPsJPgJA,yPSJPaJA
zg3qbz,zg3qbL
C6dFbQR,C6AFBQR
asjYtO42,ASvTO42
vCAFgrMN,vCAfgVMN
xpNVsXW,+PNVsxW
23B9,23B9
BIgQa,BlgQa
zhCFsJSXQ,ZhCEFSjstQ
pbWbSZw,pbwxsZw
JyUR,JyUR
liXrd1KT,l1rdKT
PB0h4T,PB0h4T
5IrOQqj8J,5\rOQq8J
yc8F4sUJo,xC8FzSU0
74QuJZfyd,AwJzfd
N6pK,N6pK
nDnC,nDnC
1tYLZn8,lryL≥n8
zUNIn7W,ZuN1m7w
92X4SHyk,92t4SHVk
M2VmbCeU,M2VmbxeU
obLAWMZI4,ObLAWZl4
fkF4kpT,rKF4kpT
4izTfF,4i2TfF
4izTfF,4izTfF
kE0K,kEOk
QRBVM7g,qRBLV7g
uFemPlut,uFemPl\wt
kDKuhc5,kOkWhC5
W1fC67,W1fC6>
dS9Bcz7Q,ds9BCzR
BDcSJPgl,BCSjPgI
PaBJ,P4BV
dod7T,dαd7T
vCAFgrMN,VCAFgVMN
Fe7iBM,F@7iBM
XZuyOhzS,Xzuhdzs
xh6Rrl7,xh6Rr17
U8I2dz9U,u8i2dZgU
we36D,We36D
dS9Bcz7Q,ds9BCz7Q
1tYLZn8,lrYL>ng
XgPk,XgPk
CXtu4v,Cxtu4B
4Rm3S,4Rm3S
r9aq86f,r9a86f
ucs5Czr5q1,ucS5c><5q1
ofxaY,ofxaY
QfcX226NZ,QcX26Nz
ZHpEl,zHpEI
pjR2i6,pJpR2i6
V2aQG,2aQG
OinJ5bmK8t,oiBbn8t
XYieXV,XheXV
frDpC,frDpC
sWFh,SwFh
rPnQmX,rpnQmx
O833RXnR,o833RnR
bqaiG,bqaJG
TOTfULLo,τOτųλO
WeY1c,WEy1c
Yfdqj,xfdqj
TyRf5NGd,TY⋍f5^Gd
u9O4L,uO4L
FYpfR8kY,fNpfrS8kY
EvIRj,EVIRj
VfCbycCQ,VACBYLcQ
kRGGaL2,kRGGaL2
qOSp7,qOsps7
pvObnobZ,p2o6nObz
liXrd1KT,lfrdyKT
MHOsMN6v,MHOsMN6v
3VFky0rnm,3VFKyQAm
wCS1,wCs1
0hA4S,06A4s
qK5eU1St,qk5eUksť
6IQvxSC,6IQXSC
2AHG5Bkq,2AG5Bkq
4mugcJQ6i,4mu8CxQ6i
SOgsRU,sOgSrU
sbTYRuB,sbYRRuB
we36D,We36D
n5QtGc,n5QtGC
IITOYo,lTOYo
R0RVsoI,RORVSOI
5IrOQqj8J,5rOQq8J
norJ,norJ
JdZ9NK8,Jd>9\K8
3eCO,3eCO
8xvikjs,8xV`k.S
0bStyJ,0bSyJ
X67XW09H,X6rW09H
oAxRGkU,oAXRGku
LQu1ke,vqike
lTIMVqAk,1KMVqAN
ES43bZzLG,E$43bZ≥LG
pPyUmOKa9k,pRyUmOta9k
I40D,I40D
G81VM,G81vM
5LLdA,5VLdA
0zWI,Oz\W
mreNFH,mreN^H
9DuSHX,9DU$HX
sMtm76Iy,sMxtm67y
Qx2Zs,qX2Zs
3YYWj,"3Y""Wj"
rmqBEx7,rmqBEX7
dhvKcyq8,dhvKcq8
zOFPmNM,20FPMNM
FXZPRq1o,FxZPRa1O
6HLcB5H,6HLCB5H
ECAF,ECAF
0hDo,0kD0
qcH5A5c,qCH5ApC
obLAWMZI4,ObLAWZ14
Of3ERv9P,OfβERv9p
1KUrI,lKuH
IHUW,1H UW
5oSALGfG,5O SALGfG
1CBBjTA912,kCB\iTAG912
NlZJbtTC,NlZbTrC
Myn4oMVt,MyN4qwKt
r8wjiXal,rsWjXa
HyXES5P,FYXESSP
PgMJO0mxI,PsMJO0xXI
i3v6Q98t,i3N6Q98t
WHXlb,WxHLB
k5cn,k5Cn
6HLcB5H,6HLCB5H
evmo,elmo
AeUOlfBg,AeUoUfBg
0gHw,0gHM
FsUCjeB,FsUCJeB
cDoiJNi,cDo:JNi
rUveCpJfv,rvweqfn
eAsGR,eASGR
lKgh8XT,\Kgh8xT
Ev7it,EV>it
n79bY,n79bY
gMt0f,gM0f
XYieXV,AhexV
UNw2L,UNW2L
FknWp,FknWp
WXFFk,WXFFk
J1BfYMjS,yBfjMjS
zvEYQz68Ri,zVENQz68R
ihYrhP,i5Yrnp
X1AXzCp,A4xZcp
PB0h4T,PB0h4T
EwvMve2,EwvmVe2
8LcnvtEhT,8cNVtEnT
4mugcJQ6i,4mu8Cq61
OdYXNc,OдXNC
o01YtGHH8f,CoolYtGHH8f
9Qipbbqd0,9Qipbb9qd0
3VFky0rnm,3VFkJQ^Om
GyN0,Gv0
4wPd4G,AWPdAG
7ArrxDt,7ArrxDt
81aj,81aj
OeC09hON,oeco960z
hsB1j,hSB;
l450HSSpz,/45OHSspt
Fe7iBM,F@7\B M
J2qrX,J2qrx
3cvLMS,3CvLMS
fYSNd6MB,fYsnd6wB
nIM1qQGYw,nMgqGyW
w98Lg,w98Lg
goVmlcPw,Ovmcw
GG4oU1,Gg4OU1
mytOcsEY,mytOCSEY
XgPk,XgPk
oAswXua,O7SwXua
pvObnobZ,pZ0bnObz
nizc,nizc
uf9Nh,wf9Nh
5Dmi,5Dzi
hL21Yuk76,h<2/Yuk>6
SOgsRU,sOgSRU
r5ORx9w,r5oRXw
HI4KmY,Hy4Tmy
piX5F,pix5F
r5ORx9w,r5oRXw
81aj,81aj
kDKuhc5,kDKWhC5
NdZK,NdZK
RkDzKkc,RkD2kKc
OSS5,oSS5
qRopD,qROpD
1t7nU5hmL,t>nUs5hml
qOSp7,qOsp7
dod7T,dαdT
jiw3,jzw3
iWsZ8,iws78
uf9Nh,wf9Nh
Esw5D,Esvw5D
9Vv9p,qLV9b
U2BrDi1a3,U2Briña3
oGXXCDpx,OGXXCcpX
X1AXzCp,+A+Zc^p
WeY1c,WEy1c
xpNVsXW,xPNVsxW
udHZV3O,UqHZv3O
Zj15v,ZJλ5V
N6pK,N6pK
HyXES5P,FYXESSP
rmqBEx7,rmqBEX7
7PNb,7PNb
mnyxzNmB,MNYXZNMB
eZroHrLHT,ezroHrlLT
dNabH9E5,aNqHb9E5
ojBECsL67,0\JBECsL67
btj53,btj53
DZ7bZ,D1>b
TeQc,TeQc
TvIKTt,TVIKTR
wTJ8u2,WZ8u2
zAsXBe,zAsxBe
dZ6r5j,dZ6r5j
f8I20,f8l2O
M6UYyO,MσU<YO
OeC09hON,oeco960N
WTEXCj5,WTEXCJS
doMsp,dOMsp
WI8kBz50K,wJSkB≥50K
xxjR2,xxj̇R2
c8t2SeOe,c8kseoe
GFA8L,GFA8L
l5nnOI,15nn01
RyJBcAJqF,RyBCAqF
A32UbDH,A32UbDH
ivl17vEAhr,iW^VEArh
jAXmg0C8,jAxm8Oc8
Ev7it,EVit
Gj9fY,Gj9fY
TtnY,TtnyY
JuYZ2,MyZ2
mJGgeOc,mJGgeOc
AQXF,aQ+F
gBPC,gaBPC
K7Qq,k7Qq
ca7qi,ca7ai
jwqsuY,/wqaSuY
ofxaY,ofxay
TeQc,TeQC
fvAEl,fVzel
1t7nU5hmL,t>hU5hml
qDC1e4q,aDCeA9
AmA5,AmA15
7fKsO,fTSo
lKgh8XT,1Kg8hXT
uFemPlut,uFemPlwt
NdZK,NdZK
M5qbW,M5qbwW
mJGgeOc,mJGgeoc
5yv6uG,52v6WG
GyN0,GvO
E8ggyEOm,E8ggEyOm
9FPbO,9FPbo
Avlu,AVlU
HxaxN0T,HxaxNb7
dhvKcyq8,dhvKCd8
QfU8,QfU8
E8ggyEOm,ESggyEOm
Th3cosd,T h3COsd
NXbuJ95fX,NxbUs95fA
ImwY,ImW4
SinrJ,sizrJ
TAtDCJ,tAtdGy
DXHaLfFwA,DXHafFWA
mqWnnb,qw nnb
i3v6Q98t,i3N6Q98t
MycA,MyCA
C6dFbQR,C6DFBQkR
