Actual Solution,Predicted Solution,Result
PkRo1bnn,PKR01bhn,0
BbxN6h,bXv6h,0
KKpojbkW,KKPOjbK,0
eswyr,"ESWYR
",0
s76V,S76V,0
H78hczN7,"H18%CZN7
",0
CR63,CR53,0
rQFe,rOfE,0
znduWBOEh,NEWBOEHW,0
rc8G3EZ,RC8G3EZ,0
KQSW6,"KQSW6
",0
s2xo,S2XO,0
GQ4eDrM6,GΩ4EDM6,0
WXUQ,WK4Q0,0
hyL1a,h∠1a,0
WI2HlKtzZb,"W2HktZlB
",0
aWyd,aWyd,1
E2YQ,E2%Q,0
18ZS,"18ZS
",0
tiIpE,TXPE1,0
sWiKLmwP,"SЛ1*L mWP
",0
vWJTOS,VTOS,0
h6xuu1sw,h6ru15w,0
Mq6Dz,M96DZ,0
f89f6PaF35,!8qPa^35,0
qr4BN,a4BN,0
wfcRG,WfcRG,0
aL8grEV,aL8grE7,0
JQex,JQexr,0
y0TQJM,YOTQJ,0
v6ZP,Z6ZP,0
NDYQ,MDYR265,0
VCDA70848,VCD A>0848,0
qjQglhG28,q2gvhg28,0
G914K,"G94K
",0
WsW37eLln,WSW31el1H7,0
CQPP,CQPR2,0
ALQD,ALQD,1
7ula8,7uvas,0
MRXWS,"MPXWS
",0
s2KkQ,"S2K KQ
",0
aa9z,aqz,0
H2P9j,"H2pqj
",0
M7Xjg1,XjglM,0
tPkf,tPk,0
g4fMAsnM,g7fMASnM,0
JNXJ,N7K3U,0
APRVOxN7lh,ARVOX7W,0
o48L,"048L
",0
RrP5D7H,RP5DH,0
TKAFo81mf,KAF08nf,0
9dA4sh,"9dASh
",0
qZoMWk,9LZOMWK,0
htJ96ES,"htj06ES
",0
sWQIbmC,SWQ1bmC,0
2aYg4,2ayg4,0
OWXnwuL,"OWXnWUL
",0
tO5L,"t05L
",0
xsh6fmv,xsh6fnZ,0
VMKH,VMKH,1
iP1BtDA,P7BTDA,0
2rnb,y7zb,0
eUSxACdm,"eUS-1A~dm
",0
pw8Tdu,pW∂TdU,0
N9TH,N9TH,1
ZXZCM,ZXLMQM,0
6Wjv8da,6wjv8dq9,0
RzbQ3zql,Rbq3Z91,0
lbEeJo,1bEjo,0
jGHXDI,GHXD1,0
G9aed,G9ae4,0
g65vwF,85V1XF9,0
F8JL,"F8GL
",0
d3hg,"d3ngg
",0
i0N834AJ,"lOV834J
",0
48lq,48q1,0
VyzAo9,VAO0,0
PlKy0CChU,PXYOCVU,0
Vi5SEd1Ed1,V5SED1Ed,0
7K7xoJtB,K7x0t8,0
KAJM,AJWN,0
CBRQ,CER7,0
sZKh,SLKH,0
dFwRYt,dWR4t,0
oVLp0QgCa,OVL0qgCa2,0
nqX75Nc,"BqX75NC
",0
z6PwB,z6pwB,0
Bn5Q2,"B15Q2
",0
sgn56qt,"S9n56qt
",0
OOo6DK,0006DK,0
ub8oW,v80w,0
gDhViph,"gDhvIpH
",0
DX9B,DX9B,1
SVj8w6,V8W6,0
atzdo,&Z0,0
FH3V,PHBV,0
7HXM,7ADV,0
JhHn,H7N9,0
JKJSDk,"KJS DK
",0
9mnZ2LT,"9nZ2ZT
",0
oAVpt,"OAVpt
",0
FxMAR,FMrAR,0
yMa7HYfx,LMC>HVfx,0
JCLSn1AYs,CLSN1AYS,0
ahMl9NNFL,qM9NVNFV,0
MCJq9q8Z,"WCJ980Z
",0
GFWB,CFWB,0
KYAU,"KY4K
",0
6QwK,6QwK,1
IeqGwj80,"Ie9G4j80
",0
jOyipvTq,oYIVT9q,0
d4ZLbvd4,dXLbV4,0
9m37,"9m31
",0
SzWy5,SZW155,0
CBCR,BCOR,0
vbqIflgp,bqflg p,0
yI4rv,x7rN,0
VXWT,"VXWT
",0
gk0tZMti,0ZMt.i,0
TWPH,7NBRK,0
SC9Gf,"SC9Gf
",0
BdAG5Ng,BDAG5NGG,0
1i0bh,10bh,0
bGMTq,bGMTQ,0
dplW,P1W,0
Sf9OES3,SF9OES33,0
iMP6,IMp6,0
pZdpRXJXpg,P2crRXJXpG,0
RYXkr,"YXRr
",0
QFLV,"QF7K
",0
jQQIZoz,jQOz,0
4Lfx,4Lyx,0
YmAsGU,"YMASGU
",0
SBOb,SB0B,0
RYub7,"pywb7
",0
P5WC,"B5WC
",0
yLj4T,"VJAT
",0
YQ1aTO5,"YQ1aTO5
",0
sEbQl,SEbol,0
pkL0VZ,"pkLOWZ
",0
mNDW,MDNW,0
6DzZHJQX,6DZIHLQ1X,0
Rj8Eygh,"RJ8EYgh
",0
RG3N,"RG3N
",0
Y8AE,Y&AE,0
zBtBzY,ZBXBZ,0
NM85,NBS,0
gnYnbWYss,"gNZKbVzYSs
",0
TlJ4,TJ4,0
HY6Q,HYBD,0
cCMdmgV,CMdh8V,0
osjevtv,"osjevtv
",0
GQNE,QONE,0
hSzgGOpn,"hS7gOpn
",0
SouXSyoPE,"SO4XSY0PE
",0
Bzca,"BLca
",0
RzBl6Vix,RZBL6VIX,0
dY2k4,Y2K4,0
Zgwn,GWN,0
UNB5B,UNSB,0
lqOkrTAr,QOKTV7R,0
rJo7x6NRko,"rJ076NKo
",0
3v5I,325,0
VCGK,VGCK6,0
WNSF,"WNSF
",0
VVBY8tY,"VB8tY
",0
dFwm6y,"d4Wm6Y
",0
8XoHBCAv,8XHBCAV,0
FUPy,"FUPY
",0
xgSpBw,X0gSpBŁZ,0
vn3j5,"v23j5
",0
I809hjtyWr,80hjtvlr,0
EbjrSQvE,FbiRSQLĘ,0
bLrVC,bLRC,0
fZ1dZLC6r,"fz1dKvC6r
",0
4v4uc,"4L*uC
",0
cIxrO,"CxrO
",0
M0V3,"N0Y3
",0
mBDBMYD,MBMYD,0
J7KR,JKR8,0
oSEwPw,OSEWPDW,0
lpJvlQz3,"PJVIQZ3
",0
IQSKe,QSke,0
W6C5,VW6C5,0
ym6c0v5,y6ca5,0
8RPJCr5y,"8rP/Cr5y
",0
nJCy,n'C4,0
5euEN,5euN,0
DGKqb,DG9bK,0
VF6T,"VF6T
",0
CPME,"CAVE
",0
AHSB6,AHSB6,1
7JS6,"7JS6
",0
wjXi,"WjX1
",0
GZ5d,G25d,0
J5Rl6,75R/6,0
vdttxGOz,LotkOZ,0
y1LfpD0gD,YLPpDOgD,0
6lfHIbSd,"6fHbvSd
",0
lqYGdyGF,"9GdV3F
",0
fQiXfMNVs8,fixMNVS8,0
gGKOcbV5,8Gk0c6y5,0
lNBb,"INBb
",0
OEWT,EWT,0
sIEKRF4G,"SJEKRF4G
",0
YRWT,"YRWVT
",0
tIM2a3,"tM2a3
",0
RE83,R8S3,0
cDQu3y,"D@USY
",0
SCmmuZM,SCnmUZM,0
LAXM,TAXM,0
CmeuMH,CmEuMH,0
q7so708,q>s0708,0
ZjH90WekY2,jH90wek2,0
XClafgfT,"c1afgT
",0
FKKg,TK97,0
40obs,"4°OBS
",0
4HWS,4HWS,1
ZTnYSGg3,ZTn'sG93,0
m7WF,RAT7XT,0
qoMvaYz7,q0Mva27,0
rL5SzTTx,l5SZTX,0
IJAF,"JAF4oop
",0
JcXz,cXZ,0
GfHBiE4mYg,GHBiE4m188,0
REVA,REVA,1
KwvbL,"KwL,bL
",0
tbAfM,tbF1N,0
pnlr,"pnlr
",0
JKVS,JKW5,0
rBsp,"r.BSp
",0
AduEkr,"AdUkErR
",0
IqPvWkgJ,QPWGJ,0
Srzz,SXLZ,0
gfFf,GFP1,0
w1Hn2c3T,"WKλ23T
",0
5R1VJ,5RKVJ,0
WON9z9GW,W0N9GWG,0
XyC8,X89,0
ymnAF5F,"ymnFq
",0
1vs55YmR3,WS55K73,0
Ryudj6w,Ru6bw,0
UH2ETwlaH,UHz2EWrah,0
iDE29S,ID29S,0
33qcYv5yI,3xCYL5L,0
x59GdWBJM,"x5GqWBJM
",0
sNRzI9r,"SNYR1/9r
",0
EpxKSis,"FPxKS'S
",0
N5Y5,NSYS5,0
TODh,T0h0h,0
U5uH,"USUHU
",0
k8HoYq9,K8OHY90,0
ps88cEn8L,pSs8cL,0
AjyhT,Ajh7t,0
DgPMC5AED,"DgpMC5AED
",0
EpEmCg,EPE3G,0
SKcHTpU,SKCHVW,0
6OeUV0j0,60ex000,0
Rqmc,R9mC,0
g0CK,"GOCK
",0
oGjnpsjc,OGnbsxC,0
dReh,dreh,0
aA76,"qA76
",0
8or1719v,80%719V,0
bx7dp,"BK7dp
",0
FSN6,FSNB,0
KSDN,"KSDPN
",0
3Ws5S,3WS5S,0
bSgZ,bs9z,0
kH6cl5sfs,"K6CLS5F
",0
KRPPA,KRPA,0
CwF9,"CWF9
",0
XiS8fEWMj,XIs8fENWJ,0
BenYGqth,"BEnXGqYh
",0
6FVNu8,6FN18,0
UC2ifX38,vC2i≠38,0
Y6gqbh40,"Y6g4bh40
",0
ydTNnI,yd7NM1,0
9ezvGXPU,9eZVQXPU,0
FBNK,FBWK,0
k88dLNJ,k8adLNJ,0
ABRM,ABRM,1
Jp23eLPXrB,"jP<3e<pXR8
",0
6u3K31Xnw,6u3k31+nw,0
IBdVQwy,IBdVQWY,0
AMueajv,A&qYv,0
wwl3D,W13D,0
8P3X,8RXV,0
G5tb,G5tb,1
HpEARALqqT,"HPRARLq9T
",0
TuGP4tQ,TUGP4TQ,0
mRgypK,mRp9pk,0
6IEna,"6TEh8B
",0
GKRbvMA,GLRBLMA,0
WD3QN,WD3QN,1
Vo2AVo,"V02A10
",0
WWVKn,WWWKN,0
MWS8,"MWs8
",0
MMCB,MNKB5,0
6f3hZ5pO,"6f3hz5p0
",0
3vwsRk,"3WSRK4
",0
PmIy8OKG,"pmIy8OKG
",0
wX7Qffy5,"WXOffY5
",0
VWrguxc,"KW1GUXC
",0
N2NGuYFAM,N2GYAM,0
FJwjjQG,"FJ2JQG
",0
XCQ7hBr,"xCQΛhBr
",0
B2UN,B2VW,0
QDNsh6q,"QDNS69
",0
DI46XwO,"D146XWO
",0
CoFx,COX,0
UANY,UANY,1
MNRE,"MRF7
",0
D2zu315bh,"D2Lu356h
",0
RBjtq,"RBjt9
",0
FdGixj,"FDG.XJ
",0
rzhc,"K√2C
",0
Ojko9qP4m,"Ojko9p4m
",0
CpvO,CPLO,0
TR8U,"TR&U
",0
CGJC,GCGC,0
hp8h8,hp88h8,0
IB1c1,B1C1,0
SVNE,SVNE,1
4SWB,"NSC5
",0
FUHJqX,FUHJax,0
Oe1udo,oeydo,0
JRFYZ,RFZ7,0
4KEX,KFXK,0
M2KeQDg,M2keqDg,0
jVzpIfX9S,"jvzpkx9S
",0
5dF0z7,"5df0z7
",0
NR8E,"NR8E
",0
4D3mVq,4D3mV9q,0
88yQU,8yQU,0
AikMjGz,A'KM'GZ,0
yWSt0J,WSX0J,0
KV8AB,"KRAB
",0
5XY4,"5XY4
",0
r3p3xr,7327x7,0
PS3fd3,PS3d3,0
RjE88m,RJ88m8,0
Anqsdxb,n4s4xb,0
aNitvvr3,AN/TVR33,0
ivVkCW,VVKWCW,0
Zpkp,ZpKP,0
PvGlnZ,PVGNZ,0
lEH1W7,EH1w7,0
PXHY,PTHY,0
nrq5h0B0D,nr95h0B0D,0
2vJ1Hz,2VJHZ,0
FkA9eg3gD,"FkA9e83&D
",0
45Da,45DA,0
FSJH,FSGX700,0
ccet,Cet,0
iywaLdr,iywaldL,0
3gA2X,3gA2x,0
LEECY,"LEECY
",0
B1KojXgTW,BOXg7x,0
GZTRM,GZTRIM,0
quUh4,UKh4A.,0
SnPKQ7p,SN7Q3P,0
Buouc,BVOUU,0
mz7Gh4,"mZGh4
",0
WfoqW2,WJfqW2,0
dKXJZXE,JZE4,0
FgQ5,F9C5,0
MrTEiqKj1,MVEIK1,0
E8ijkx9niQ,E8i9nQi,0
FNd5Rw5f5B,FN5RW5f5B,0
jjYd8Xy4Pc,"jydøky4pc
",0
KNNY,14VF7,0
9I4Sa7,9I4s7a,0
HssJZPy0F,"HSJS>yOF
",0
rF66oF7CB,"F607CB
",0
YFg5,y6g5,0
K3aFU3,K3A7U3F,0
mZaaR5w,mzaR5w,0
L7DRmZ,7ORMZ,0
VSju,VS1J7,0
V8ZP,"√8≥P
",0
lEx98o,LKG80,0
1cgDbZmDL,KgdDkzmLではない,0
rBZdVRWw,xBL1aRWNW,0
RNEG,RPEG,0
JXMk9h,"J≥9h
",0
QyxP56f,"QY56f
",0
2JGC,2JGC,1
34STo,3450,0
ruHE,rUH7E,0
17eTPeP,7epev,0
LcPJl,LCR,0
t1zX,t12X,0
LVZNs6,"Ly1NS6
",0
fMLYcAH,FMLCAH,0
EETS3,E8S3,0
THHN,7AWV,0
lU0QFV4,U0QF4,0
k4KOuMXj,"K4OUM4J
",0
FKNA,FKNA,1
SWcYxiUlCe,"SWCYxUCe
",0
mbXFZaW9,mbFZaw9,0
c2JJB,C2JB,0
3FXG,"3FXG
",0
rZINbRpr,R2NBrR,0
tOdarIL,odqrlL,0
JyJ68K,Jy6874,0
dRgB,"7RG B
",0
UXT7U,"UX7U
",0
NHPT5,"NHR5
",0
QmSg,Qmsy,0
Ltq1,LtaL,0
YRT3,YRT3,1
8wIyQ,"8WLYQ
",0
O7LN71,0N71,0
EgbrFyGtO,EgbRFvGtO,0
3SV7W,357W,0
V1X1,V1XY,0
EDAD,"EDAD
",0
ZlFkJ5m,Fk/5m,0
w2Ugkum,"W2U&kUm
",0
nzTxru4z,nXlu47.,0
RX83,RX83,1
bmZREWPI2,"mREWP12
",0
pPJIeUW1wZ,pRJ/eU^1wz,0
PD8a6,"FD865
",0
XcyoUA,cְOUA,0
v0BOpI,VOB01I,0
2M5Vs4Fb,VS4Fb,0
RsWzc,RSWZC,0
yHuH,YHTU,0
anXJG,anxJg,0
V1bfaJ8a9,Vbfaj8a9,0
TzZUuUb,ZUWUb,0
6C2Rg,62R9,0
XsXDROLfs9,"SXDRQLS9
",0
PFNA,PENWA,0
XA8K,"XA8K
",0
sllab,"s/ab
",0
X4Ut0,"4UTO
",0
Ta1Fgk2,"Ta1Fgk2
",0
ZM9U,EM9v,0
FyCS,"ECSS
",0
NlBN,NYBNN,0
ZqdA,LqA,0
JyASaYMd,JYaS aMd,0
yaWa,yaWa,1
srn4DVpN,srhDLpV,0
zxsK0f8KY,ZSKofgK4,0
76S8MKlw,76S8MKW,0
6vvm62vJ,"6VMO2WJ
",0
UfKrXj,UKX1I,0
WjrOpJh,wjp'h,0
EHPA,"GPA4
",0
hgZ7,h8Z7,0
tz75Ra,T>15PAA,0
jmx9D,jmx9D,1
P072,"P0X2
",0
KgiIbM,"K8o√BM
",0
WHC6,WHDC,0
WxgIx7,"w×g√x7
",0
yJks,YKS,0
F8xyzH,F8XYZH,0
N05l7r4,N51X47,0
ORP9O0f9,ORP0£9,0
XPWB,7W4S8,0
6gl1xc3C,"6gvXc3C
",0
hyuf,"h7Wf
",0
F6SQ,"F580
",0
mbynxqD,m3x7q9,0
u1YEb7,"u∧Eb7
",0
TWZyyxH,TWZ4H,0
K9TPk,97PK4,0
4CFE,4CFE,1
pSMVMP,PSMVMP,0
9iOuWKs,"9OUWK5
",0
IJRNT,VRNT,0
MRKZDbyB,MRKDBYB,0
pOTn,"pOTn
",0
yNSlxTQi3M,"YNST733M
",0
d5oa,"DSOA
",0
i33y,i3Y,0
aWjnU,awjnL,0
QC8Nv,"QCSN7
",0
EoGEXGJ5,EOGEXG5,0
GFAUh5m3,"GAUH5m3
",0
fIwym0ctuk,"fwymoCtulk
",0
79HSURetGj,9HSURETG,0
8mSopsJ,8msopS,0
roKHXaTXy8,Hat8x0,0
8H3e,"8H3e
",0
2cyPZGPA5,2cY≥GpA5,0
BoYXHd,BOYXH94,0
SBWA,"SHAXA
",0
yTwTZnV,YWFXV,0
XMDH,KMDH,0
I3OZV93,"30L93
",0
XWDJ,WDJ,0
MF1U,MFU,0
EtqJck,ExqJCk,0
EwOQ,E↓OQ,0
crTd,"crTd
",0
3eBaPRH5Y,3exaR H5Y,0
qGyBAmqG,GBAmqG,0
FIKH,"FIKH
",0
KjqzkTmF,q1kTnF,0
Zo3o,Z03O,0
U4gp2t,U4gPR7,0
EqsEZleQ,EQSE>LE©,0
EGHG,EXHG,0
3ZcnB9N3,3cn9N3,0
DvJm51,"DVJm51
",0
OT3FhYKw,OT3hYKw,0
Wg0EYpi,WgOEYbi,0
A5rx,"AJpK
",0
USE7m,"US7m
",0
mFuU6Kf6,mFUX6kF6,0
NN5E,ANLE,0
exgs,ExgS,0
DQ33,"DQJ3
",0
YB6XT,"YBG6XT
",0
y45uLw,y45wlW,0
P8N5X,P&N5X,0
WZIiJxkm,W7i7tmK,0
qTjn95v,9TN95,0
iupt,"iupt
",0
Y0btU,Y0bU,0
bR0Jchw,bR0JChW,0
tnnsAxkif,"TNSAKKIF
",0
MWBp,"M1BP
",0
AYVRT,AVRT,0
84rmIb,84rMVb,0
WQRG,NQBG,0
PQAR,PQTR,0
TFUQ,TY6Q,0
oCvIF,"OCV1F
",0
5biJf,5bfif,0
ZQYoX1dzL,ZQ0XL1L,0
iawQBk,"a4oBk
",0
v37OQv,"V370QV
",0
gE32odOb,gE320dB,0
kYJ6,KY6,0
JYFB,JYFB,1
In3NR,1m3Nr,0
QEvnVkF1,"QEVWVKFL
",0
kX1ZmYrJ,K1ZM YRJ,0
fGRtmy0,"fGptmy0
",0
HF7Y,H7Y7,0
kSAkTItcC,KSAVTCZ,0
VM5Dwj,VM5DWJ,0
vI6D6i,V6D6i,0
VKGgi,"V4G61
",0
KFKV,15KV,0
V6YA,V6YA,1
PU3pUij2J,"P3pu2J
",0
RKS6LmAR,KS6tmAr,0
63Bjn,"63Bjn
",0
1bhXGpK1Uv,16h4GVKLV,0
j7JA,j7YA,0
qKsjCKzCi,"QSK12Si
",0
GtIhh5,G1hW5,0
nTc9U,NQOU,0
dENv,QENW,0
DfW5,"DFW5
",0
1qeqQvba,kgeqvba,0
kGwy,"kGwlY
",0
jlxnejCbr,xnerror,0
i2n68rE,i2n68XE,0
it3E,t3E,0
DT3R,D73R,0
QBNH,"QBWNH
",0
6aEy,"6A3Y
",0
EJIN,EG7HV,0
4rk6zGGF,4rK62GF,0
s6lwXarzhD,$6lWXa7zhL,0
grqvsIqAq,"RNS19A0
",0
4VH3,4VHB,0
aAd7Gc,"a7dGC
",0
VavUb,aUb,0
WF6S,WF6S,1
IdCyFto,IdC√FXO,0
bsozCbRW,"bs0zCRW
",0
HUJB,4UB3B,0
2EM6,XM6,0
4JtP,"4JTP
",0
u9guL9l,U9GUL9L,0
hnpX,HWPK,0
OIJfQ,OIKQ,0
DQSC88Xz,"DQS88XZ
",0
IzFKGK0,I2KGio,0
vQNgWh4,VQngwh4,0
YKTB,"YKT8B
",0
3hTmO,3hTmO,1
6T55,6TS3,0
SXPX,SXPX,1
y7tMk9,"Y7Mk9
",0
HABD,HABOD,0
7ACF,7ACF,1
RNpRX7PnXC,"RN7nXC
",0
pVQAW,PVQAW,0
zNYJgBP,"ZVW9BP
",0
UUMH,UMAH,0
H4cnQR9s,"H4cnq9S
",0
rCxe,"nCXe
",0
EQRhsOJc,"EORS0J
",0
e8JavTB0Q,"eshav7BOc
",0
K5K31b7,SK1B7,0
PlA4ZV,PLA4ZV,0
JU7U,JU7U,1
VsG0zR,"NSGOZR
",0
XPPM,XPPI4Z,0
9QMJO,"QMJ0
",0
Ibde,1bqe,0
8P582j,8P582j,1
TZbrbkds,"TZB6XS
",0
PWIedXpM,"WledxpM
",0
WVVN,W7A3T,0
7gFQS,7QS5,0
EQLGV,QCV,0
NRPXU,"NRPXU
",0
lfEb,fEb1,0
S8Q4,SB4A,0
3EU6,3EJ65,0
xHtML,"XHITML
",0
qO9Mkv,909KV,0
ra5jVqAF,a5jvgAF,0
09vM,09M,0
lIzrbLdRz,KZrldz,0
mEWZsf,"mEWWZSF
",0
4vitovy5N,"4V1O75N
",0
XjdQ,XVDQ,0
k11d3S,k7ld3S,0
UKSF,UKSF,1
MInsXTN,M?SXN,0
7Q9945b,29456,0
EvXo,"EVX0
",0
duwy,UY7J8,0
N8W7,NBW7,0
gfAkvP,gfAVVP,0
12BWtK,7BwTK,0
WZOKCnV,W1L0CnKV,0
PLIarOBL,P1aROBL,0
aoDHJZn3,"a0DHJΛn3
",0
671nX,61NX,0
i6P8BySH,"P8BYSH
",0
25RLm,25Lm,0
jeSl,JESL,0
1REwD7,"REWDY
",0
YJ5H,Y5H,0
kGpmn,"GphmK
",0
UN9xHes,"UNQXHES
",0
7OKVvgM9,7OkVLgM9,0
e0XQBY,"e0XYQ8Y
",0
ATOGEZKUP,"ATOGE7KU
",0
M6nH1,"M6nH7
",0
pyYH,PYH,0
dItRv,"dJtrV
",0
Ur9HZy,UR9HZY,0
1doI4ICY,d04Icy,0
EAQW,E4QW,0
kMwQEnBCT,"KMWQEBCT
",0
H6cgkVuEx,H6C5GVUEx,0
R2MylzN,R2MYLZ,0
E66lM5Y,E6LM5Y,0
ETJU,EJ1U,0
X1qLzh6xU5,"X1qZn6+U5
",0
v9S1TdidgP,V9sTdicropP,0
s6y3,s6y3,1
cuDTyKO,cWDvKO,0
6UXO,"6UX0
",0
yCCQ,"yCCQ
",0
JLRY,JB2tK,0
qFZ4,FZ4C,0
VBazoqW,VBaz0qW,0
9gM1qd,"9gM9qd
",0
ug2z,"ug2ZL
",0
6xzzjyrp,"6×2ljrp
",0
y8WqBQtca,Y8WABQTC,0
h3jjE,h3jE,0
ReHIRqy,R9yI,0
9XFE,9XAE,0
TELG,7A6G,0
KT5hVQ,K5hVQ,0
0hvi,ohv7i,0
IhWb7NYJ82,"IhW5XY82
",0
qwyf,"qWwf
",0
wRD1t4zR,"WRD1z4R
",0
zRrM,≥RM,0
bNjK,5NK,0
br8jPT2YM,bjr8PjHyM,0
SGbd,"SGodq
",0
7ns0jk671,7N30X671,0
LU4X,LU4XK,0
AMHW,"AMHW
",0
Ni52zY,N15ZY,0
oi801,"o807
",0
JjgD33gwS,JxD3gthS,0
M3TJ,MBTJ,0
wpWgwBeIT,"WBngwBeIT
",0
CHBN,CARPV,0
c2ItG3A2,"c2vG3A2
",0
VU5vY6Lb7,"U5v6Lb7
",0
JuWfm,Jnw7q,0
fNAuC1q,fNAC19,0
2quCc,"2quxC
",0
yoxhaZJ6z,y0thaz6z,0
pAvlK,"AVIK
",0
goNm,g0Nm,0
voTP,"N0TP
",0
IlzqwQfG,IVZawNQFG,0
tUFJkbhXf,TFY6hfK,0
EV8JM,EW8JM,0
GDCY,GDCT,0
Is9O,s90,0
f0MeGb2,"f0mcg2
",0
jBXnst,JBnst,0
SEWB,SEWB,1
2Yr9bTz,2r95Z,0
VE4aE,V89aL,0
a1xKV,a/xkV,0
9mBH,9mBH,1
wQ5npg,"WQ5npG
",0
wXzk4p,Z1Zk4p,0
h9KKVC,h0kVC,0
YhEXDP,"WHEXDOP
",0
BCthPZx,BctnpZX,0
Yp8Hnxv,"Yp8HnXv
",0
4QGR,4DCF8P,0
X33qpT4,39PT4,0
2fxqI,2tq1,0
hDK4pfk,hDK4fk,0
ln6q,n6q,0
Biy1Oo,BiYDo,0
3VKB,3VKB,1
CHGN,CHGV,0
SHVE,HVE,0
3J6KQ,36KQ,0
9ynL8O9,"Q1N8O9
",0
PiLrz,piLRv,0
YHWU,YHWU,1
rKWm,rWm,0
OTjrM,07V1p,0
rvFQt,"RVΔQt
",0
XKo2,"XKO2
",0
pF1oP,"PF1Op
",0
vlM5U74,VM5U144,0
10CJHR9,10CJHR9,1
GtxQ,xQ,0
G8WCyB,"G81CB
",0
LXFUR4iw,XFU4W,0
tThNTwy,ThN7Zy,0
TJCG,JCG23,0
CFSX,CSKX,0
Esnc8I,ESnc81,0
NWXl,"NWXL
",0
HXS1C6,"H×SC6
",0
36cNb,"36cNB
",0
W5NY,W5NY,1
JwhN,WhN,0
YMmTmK,MMTMnk,0
DVSTA,DVSTA,1
Y8fWGtEuu,"Y8fWGT EUY4
",0
3SgM,3JM,0
nVhtWY,"NHTWY
",0
PmIy8OKG,"pmIy8OKG
",0
aPLg11FfP,aPL911FfP,0
lrnRncJ,RNHCJ,0
J6ahSp4,J6aHS944,0
FOXN,FOXN,1
KFCQ,KFcQ,0
KRJH,KRUH,0
QPRJ,QP2RW,0
bHqm7,"BHQM1
",0
vhDENLa,"N4DEwL9q
",0
N8ROL,"N8ROL
",0
XXWhD,"XNhD
",0
dygoriyioZ,QYg0rOz,0
bjVpYG4FmB,bVpg4mB,0
OF5fng5r,OF5fns5r,0
y602Aafts,"y602Aat5
",0
CKVAa,"ckVAa
",0
B0Io82yr,"BOB824R
",0
NKB3,NKBP,0
mJWg,m→Wg,0
WDmOH,WDmH,0
Wwc2N9o,W2N90,0
WtSdb,"htsdb
",0
6GAMEwbV,6GAMFwblV,0
IbZc9,bc9I,0
WKHG,VKHG,0
uHrGRWcP,"uHrGrWCp
",0
W8PA,WBPA,0
xU6hm8L,"X6hm8L
",0
P8EX,"PEXY
",0
tvJgTF3,"tvgTF3
",0
EZ1QQfxE,"FZIQFXE
",0
9o1myz,"90mYZ
",0
RKGJ,RKGI,0
NY6W,"NY6W/
",0
LlaIi1O,L41I0,0
