Actual Solution, Predicted Solution
IW0PTOP,IwOpTOp

psHh8tSe,pSHh8tSe

RRGN,RRON

9e7C7,9e7c

uSFC,"USPFC
"

aWXX,awX4

E8B3,E8B3

4gn57AvzN,4g57AVzN

P6MQ,PbMQ

RFvav,RFvav

oz87,Oz87

7D38fs,7D38Fs

7TXM,7TXM

EXVF,EXVF

PyNzjgDUf,"PyNZjgaXUf
"

JGCM,"JaccM
"

SQCF,SQCF

e9W4Q,e9w4Q

WhLH61bf,WhLH6bf

6gwW,6GwW

qwCOErnAc,qWC0ERnAc

FkWqSNAGC,"fkwasNAGcC
"

mUjZ,mUi2

RUHB,RUHB

UNEW,UNEW

ZDNdg9E,zWdg9E

uyX8,UAX8

joaSvW9,ioasLW9

XBQS,XBD6

n0u5K,nOu5K

LcUvaGa,LCUWagGa

ZyUE,ZYuE

QIya,Qlya

TBXW,TBXW

27EZ,27eZ

ILqxLErt,LqXve7r

4DeP2eiiZ,4DePr2eiiz

7Z2Z4Il,F2ZAV

ksBfImN,ksBflm2N

WzOh,"w1Oh
"

UBuQD263,UBuQs2o3

c2Gm,C2Gm

j0G9fIGlb,A0GofG\b

TMYak,"TmYAk
"

BEP1W,B4PIW

lG65toH,LG6STOH

MYW7,MYW7

o0CSh,OOCsh

1R0Ayh3sV,1R0AYh3SV

B3MU6s,B3Mv6S

7hUfDo,7hUS00

modwVQf7,m0aRWQjf7

DywOia5,DYwoi25

IbGCJVH0l5,pGCJVHb5

my7bute,"My7BUTe
"

w16U5VG,"Wl6U5VG
"

Bvc6H94,BvC6H94

NPrV,"NprV
"

NJDp6a6xj,NDb6a6.tj

53eP9uez,53ep9uez

1jx6,RMu6

2Tf1,"2xfl
"

X93fv9r5,"xG3fV9r5
"

xM2yeWIKYt,M2yeWKYt

6Ggf,bG4GF

Rh4PjX,Rh4PJ1X

ZLJPTxNNxP,zSpTXNNtP

dU36jX,dU36jx

GbpEV,GbpEV

2Vb5c,2Vb5C

tl3Ja5UKl,h3a5UK

s13PR2ja,s13PR2ja

evp4uRp,evp4uRp

H8BJ3c5y,"H8BJ3C5y
"

kxp9xdbq,kxP9xdbq

rd7v,MyPuzzle

d4Ut,dAUt

sgUJ2P8,sgUJ2p8

E8RY,E8RY

4d1UUhaE,4dUUhqE

NETV,NETV

iV9oe4,Nv9OE4

RMQM,RMaM

WMXQ,WMkQ

N2lcvPbP,N2lcVp6P

VJUD,VxDDk8p

mbJV2c,"m6JV2C
"

nqq8,n9018

TE964ypUz,TE964yUK

UNpF0ii,UvPF0ii

ncLFhs,nCLFhs

W5FCxmLO,W5FC+mL0

g11mQ4y,GA1MA4r

wqRG7,wqRG7

L6rI4kj,v6r4kj

Q57u1up7O,Q57UkP7O

aQJh,aqJh

fp5R,xP5R

piFdvw,PiFdVW

lkDM,"lkxM
"

q2dw3FI,q2dw3FA

hAWAiWWIq,hAwAw\q

zaBlh5s,1QaBh5S

wOZYf,"wOZYf
"

fyOvVoS,fyOVVas

zvraLcRJI,ZVraLCRJl

Bfb36t,Brb36x

iIJD0K,MUD0k

n81D,n87D

RjOSti,RiOS7i

xqKfIpU,Xq1fnpU

1UT49x,^UT49x

qF1ZHKarX,a7Hkart

JdAM,JU4M

Z19dYO,ZpdyO

6L9Maje,6L9MaJe

01AU,qAU

P6vBSrnt,Python3rnt

TLwoh,TwOh

map1t1,map1A

YhytE,YhyTE

dFVCRyL,"dAVCRVL
"

ZZLE,Z4eE

oEtU,OEtU

u1KAT,UhKAT

dkygPe2Ba,dkyope2Ba

FfHB17F,FfHB^7F

XWPY,XWAy

jCufHpl,iCUfHp/

UVHQyb5,"UvHQy65
"

VD6qzaaq,VD6aZaA9

EKQE,EKQE

cWfhs,CwfhsS

fVmh,fVm4h

jxzX,VX1x

As5WXg7x6,A5wXg7X6

VBVm,VbUMn1

XB7J,XBvW

SrghDpT,srghDPT

H2tkeL,HK2xlL

iOCgFN9,zOCsEN9

XybwC,"XybWNC
"

Dytq1H,DyT9l1H

2xBywz,2XByWZ

Ec1b,Ec/B

vvFF,WPE

QmJHDI,QmJHDr

ynayFs,ynaYRs

rPGe01s,rPGlaqs

aAlW4,aAW4

SWm8,Swm8

JaTG0B,vaTG0B

dWFGq,dWVEGGq

2X3J,2X3J

FBDm,FBDm

VAFE,Cat5E

g0mY,s0my

WjeO,WjeO

WJnhAYfV,WJNHaYfV

lNCyF1,1NCyFL

xJCuG,xJCuG

2ZWbuFiW,2>WbUfiW

FBEJ,FEEJ

2VBMT,2VBM7

FHFy,FHAfY

su9tB67p,Su9TB6a2P

SVNB,SVNB

IGCH,t0GetIT

SN3URehc0,SN3URehc0

Ac48,"Ac48
"

RYJvbTm,"RYVvTbTm
"

Hqps6,"HqPS6
"

XOLu,XOLu

ZSlw7,"zSyw7
"

JT5bN,NObSTJ

8Hmv9m,8HmVO9m

QH3V,QH3V

N0QX,NOQX

LbIEX,CboKX

uhnneQ9,UhzneP9

RtqVM,RtqVM

5S4R3,SS4R3

sFMy,SFmY

EFVZm,EFVZm

MNUE,AAhCE

pktjJrR,PNxtjjR

Ti8u6,TisU6

NeKnGc,VeknGC

Y9XrqlF,YgtRglF

FBYC,FB3YC

ZTZY,eBAY

StC9,"StCg9
"

uEim0Z,uEim0Z

0mDhtEKTMS,0mDhEKTMs

5M4E,5M4E

zERP,ZERP

7XWpeO,ZwpEOO

GOtSkT1Z,GOtST1Z

YOZD,Youth1D

lh1R50wk21,MRSQNWt21

1daMKcm,rdaKcm

Eye66HW6HI,Ee6H6HW6H

srbi6,sKbi6

ZG2Rz6P9Cf,zG2Rz6p9cf

FXuEie9,FXuEie9

YN5oz,yN5Oz

5XpiW,"5xpiW
"

jvD25P,jVD25P

9Fi6,9Fz6

wPRv1,uPRV1

56NX,5aNX

dGGW,"dGGW
"

zZcqji,z7cq)i

5r4LLAs,5r4KLAS

UhAy,Uh4y

88wS,"88wS
"

YUWK,YUVVK

N6YX,NbyX

yUO3dax,yUo3qax

USPI,USqrt8

CPXr,dPxc

EH4H,E1AH

XB90,XB90

faBf,aB

45F6,45f6

1l5VQS78F6,1I5VQoS7o8F6

X474,XA4

sbZpPNvhY,"sbZppNvhY
"

hXoi,hotA

VZpSs0BVJ,vnpSs0BvJ

avPyrnPO7,avryrP07

RX4E,RX4E

5dH4,5dH4

MsDp,MsOp

C9z8nhS8,C9a8nMs8

6kp76eOD,Kp76eUD

klrGPL,KLrGPL

BNBN,BVBN

iaEXFMD,iAExFMD

8VsAq,zlsAa

GyjsG4vp,GyisG4r

OQNR,OCNZ

HS9VlRw,HS9lRW

FQ8T,FQ8T

24csJlq7,"2AcslI9q7
"

gYSTMt,gySKMt

A8EgG,A8EGG

9FcAgK,"9FCAgK
"

FGCZ,FaCZ7

OlX3bGK,0Ar3bGK

Gcis,GCS98

Nndl0c,"Nna10C
"

B1xt,BacktoX

RFBH,RFBH

CNt9h,CN19h

LLPF,V2ypePIE

bTvmEl,bTvmeI

PXMGdzlGt,PxMGdZlGj

EB2g,EB29

8oem,8OFM

z9DU2V,z9DU2W

NYd5PX5Ed,Na5Px5Eq

mRNsiEf,mRvsiEf

AXSS,Axes2Dot5

WfJM4II,WfjM4N

GSjxUi9Q,GSrxUz9R

RxNMKi8Kjr,RxNiki8kjr

UAT5,"UAT5
"

NB84,NB84

07DFyMXs6,O7DyMXs6

SodsRoBI,S0aSROBI

qCXy,qCtY

oNyh,Over4h

LWlpjRIEv,lwip71EN

SkZi2,Sk1R2

oYCFM43J,0YCF43J

HYHR,Hy3R

PGM8o,PGM8O

xqW1,XqWV

F5Y6,F5y6

Y87D,YB1D

DWZH,DW3H

7AsHvDcE,A$HNDcE

4E1Yx,4EYYX

Ua303,"uABoB03
"

F4DdkV,F4DdkV

F1YBb,F1WB3b

A3YI2BE,A3YN2BE

bK3j37,bK3j37

08AH,08AH

HUUX,4t66X

5OVVdo,5OVdo

BRZ2,BR22

j1tHvrmED,J1THVRMED

ia5bsqdc,iA5bsaC

LHIWRQ,LHW\RQ

w36EI,W36El

rEp3fIY6,rEp3f1Y6

Hy3jXAT7,Hy3ixAT

gLtkxu,gLtktu

UXK28V8Nd,UAK28v8Nd

AYSH,"AySH
"

vc3o,kC3O

neHAtMFSV,neHAMFsLV

0Feq2P1mH,qFeQp1mH

kMBi0plAB3,KMBi0PlAB3

OTNt,"OtNT
"

XEmZWsq,XEm1WSQ

OcbR,October

lAD8,lAD8

CfH9la,eH9\a

2oknR,2OknR

MrmgO,Mrmg0

szygosSes,S<ygOsses

KKDX,KKDx

hfZXW,hfzXw

dN6vJi11,dN6VJl1

06HFRd5E,06HFRd5E

lQI60,IQ60

EELS,EqualsC00l?

gLnkR,GLnKR

W02TKH,W02TkH

bHedc,bHEdc

nPWzvPxyVV,nPWzLPXJV

aZJX04jd,a1JX04jd

jCSTv5,"icStV5
"

EU8S,EV8s

uhQruYw,UbQrUvW

8U5M,8L5M

NSWC5,"NsVC5
"

vyq76fk94,vya>6rK94

MQUA,MQnA

XrsUl5s8h,xrsUk5s8h

8soiy5h,"8SOLYSH
"

KOBKOgP,KO8kO8p

lXwt7RV5,"IXwt7Rv5
"

iqqJs,A9S

cDLXB,"CDLXB
"

BmhsRwPEh,BmhsRWPEh

A2Gv,A2Gv

z7E6wA1qd,>>E6wA1qd

ttzyMlHJE,t7M1HJE

