Actual Solution,Predicted Solution
egX4qzDsT,e3vA7+s7
QRMA,QRMX
43PyUd5O,3pyua50
7kWW,7kW
HIwMWd3,IlPi$a
0u390L2jA,0u39oV2jA
RX5G,RXSG
sRNP,SRNP
A8XE,AXE
urRxuM,uRxuM
bWOqX,bwoq
qIoGQ1,aioqe-1
4343,4343
TgGJ,TgGJ
tvPqHMP8,tw0qHnp8
X3WR,x3wr
wz2b,wZ2b
1ICtq,jCtq
NAaj,N4j
dLn5mV,dInt3r
5sbWX,5SbWX
3AAmFmngu,34AmFmngoU
PyaPq,Papp
KThM3dr,kThz3qr
X7XC,STAR spécifique
0BWa4Wq,blwan4q
o5pY1f6jm,pdvKsm
U1xAPtuLR,Ujxaptur
WrRzCItN,wAC1n
qxL93cwn,9xV9520wh
D37MB,D3#MB
AtwoTGB,Af^*bo_tGB
Q58ymGT6r,258ymc96r
wPnM,wpnM
EB4B,FBF
Ek90un,Ek90un
9Hp15XA,hpi5A
r2Mqj5,kMqj5
nUBUP,jN@OgP
lqjQA,1qJa
uYQz1YD,yQvIyD
QCMY,bony
5KYF,1234567890
AGJB,AGB
RC7C,RCTC
7qnE,7qe
Yuzr,uZr
B1Y1Q,Bay1Q
C1nhDSv,CA#DSV
8FgH3,SFGH3
Mf30,M->30
ETDk55rDL,EvD55rD
MMUA1nqv,MAUNqV
VFUL,The4ms
i9xtsfTD,i9xtsr7D
Pa6i3OyO4,p&30^04
ej1YSdkuP,g1n3Xu5
NRFW,NRFW
V9MBK,VGM8K
k7iaAftB,kaliefb
UpS0BjY3V,upsoBy3v
RkW98h,Rh98h
ktzC5Yx,kTzCSYx
T2QN,B2ON
CVXE,c2DE
FcJQL2,FQJL2
loN1J,IONJ
AkFTd56,AkETd56
rkArbAYKQ,hKAyKQ
T6vL,TVZ
utOW1,u1ow1
FBQQ,Pegg
fOdpm02,fmQOd
I0sptI,10s41
5SgG,SsgG
ZVnOu90y,zlnou90v
DRPD,DPD
uYG7nStDN,YG7nstDN
c7syF45,c1SYF
YYWK,kimwr
1I2TN4r,12TN4
Ld8C,Ld8C
OtcWZ,otcHz
7bqC,2q^^f
iROC,iROC
KrJ66v9c,Krp66v9c
FyyjpE0,FyyjBE0
jbNn,jbNh
4AGA,KAGA
Mj5t6,mJ5T6
KV8F,KV8F
JRaV,JRAV
YeJ19,y9/19
u06wdrP,u06w8rP
AN0X6igjg,A7oX6ls8jG
5uwfcdBol,5uwfcqDBq
bIYml,bKYm
NMA8,NMDA8
B4QV9,BAQ@
AWH5,AWEB
FYAQ,FYAQ
C5MG,cave
JbBTlIV,JbbIV
irtwW0nFS,yadvigandre
Lji5W4vf,Vjsw4x
7cGSddaP,7cGSDd@P
ZFMg,ZFM9
HMKE,HMKE
wUEOsiBbX,wUE0Sb6x
NipCSx,NVBCSK
RIt9QZB4,R1490ZB4
PMQQ1a7V,P909iAN
JZXuZ,yeXiuZ
ZVsHlh8q,7VSHlh8a
faAJ2,FAAJ5
a6ghLfK,dognyf
XbnGbIK5,xbNGbYf5
36pqX,3629X
ztpin1,2>v!k
3nud,"fnd"
HMFS,K1@1S
ALYW,AaMw
ibCBfFRA,iBCBfFrA
nFhmdOz,maptive
Dx9T79hF,D9T7Oh
oaLoSK1G,OALOSk16
Lo98k2MNp,1098765
mIpTT,m1PTT
3FHpnKIc,3FHPnKIC
NZnD,NZD
7aDx,yADX
kPKDE8,kOKE8
dk8H,qfH8 boa
7WNrF,7^r-n+j_f
UYLP,nbc12
BZCM,B2CM
PS10FGk,PS10FGK
1377,1377
WrKe,wike
P8CK,PBCK
h1EU6,h1EUG
XKFI,bK4
lIaaMb4L,Kaamab4L
6GAMEwbV,6GAMEWBV
3pbBK,3p6Bk
0YCYlIhOY9,cyW9
yoWpL,y0wPL
mfA7TbGB1,m7A7bGB1
1ObtbUwV,10bt_bUwV
D5HIYX,DSWIVX
8PMMdbtlY,8PMd6IV
cCGGif,cCGGif
zz2j8U3,ZZ2j8U3
EKXy8Js,B4+y8J5
8DRCQ,8DRCQ
6X4HG,6x4HG
9Wvx9i,g4Vxg1
ExktkuTT,EXAKTTT
mFYhClCiB,mynCICiB
6G1I6rY,6GL6Ny
7mN8tpA,7mNg8tpA
xTzW,xTZw
Z1itfh,zwtfh
UUHTnN1Ln,u36HU28QkZm
1HDBFe7,DHDesFe7
9dhnj,9dhnj
jzP0,ZPO
hBKbh,hBKbh
yD0zJ,YDOZ
zEjERxJm,ZERFX
AUNGogl,ANG0gI
mW1USH,mm7u$H
yxCQS5Uhs,j+PCos5uhs
yNonQT,Y200OQT
GYyuR,GYR
vkTydHmu,VkdHmu
UOgxpMj,UGoXPMj
hAJD,had
KDnH,kDnH
KUMW,KLWV
U8Jhi2Xa,UgshizXM
ny8Wv,ny8wz
knV8,knV8
FdPqO,fDP90
A2NfE,AP2NFu
Ydsb0,ydSb
1WFZL,1NFEA
JMNQ,JIMNO
srrfCm720,s1rfcm20
M8fedaiAwy,MotQd3iAmy
ioxDPy,ioxDPA
cVOm,cVOM
UfRPi,uRpi
b94cYK,b94CYK
4N9hBnEnYK,wghbrfnyk
x70AHxz,x10phxz
yh8Rg6,yh8Rs6
4a3MWP,493mph
DCRW,DEZAN205
ukZom,ukzom
J2ZJQ,J2Z^Q
RNKK,RISK
KBHC,KBHC
qbIbAnVK,qWbAnk
s8IXE,si+xE
6GKNt,6GKnT
i0Mu0I,i0Mvvo1
Y4wHJGIQ,Y4WHJGQ
dIYN2FlcB,d1N2a1CB
d07Bh,do78h
Te3B6,T3B6
FYS8,FYS8
bSxSJQ,bsxswp
7mUNzq7,kunteneq7
XlV5iA,+125A
SS6R,SSS12
teLROS,teROS
gdXk1S41,gdp+kl/s41
mvf8,MVNE8
hBgNxZ4,hBgNXZ4
STBF,STBF
B7QT,B70T
FAUC,FAUC
C30o9wW3d,3009WM30
3lf4zOKs,3fjaz0rs
VBRBwW,vBRaW
4pQeqrA,apqegrA
hQWRk,hQwRk
Ui4n,Vian
KBXPsYT,KBXPSVT
mtipF,myiPF
ODdGrFE7,ODdGrF7
JYJO,JNJO
B1dV43,Blk43
mHLit4D8m,mHvlAD8m
fm3Bzowx,qmb3BZ0wX
QziDUjsXIo,Qtz1oujrsXP
N9C42IqPh1,v9CA^Ilq*Pa
CjsUKb,o8UKb
PXVL1TBO7,p4vV1kBo7
LwrUWp,leowrynep
KXfmI,kY+FM
9MYkD0QjKB,9myQOO'iKE
TvuPkh,TVUPH
jPMdn,jPM0n
U9g1KRqV7,v9gIKRqV7
c1s9J,AwGoJ
NXEN,NAXEN
7gbXpv,BvpW
hPgMHv,hpgMiv
dbnJ9,dbnj9
HCIk,hC1k
RS8hx,RS8K
XGRV,K5N
U6Yk7uq,UVXQ
KjrEFXT,kJVf+tT
CuUKtr9S,CuUyKr9s
1Z4A,1Z4A
OdSv9RtVE0,OdRtVE
K6HC,K6HC
RvTB,RVTB
VCu0BS,vco0bs
BQu6,BQUB6
nN2WVq1,wnN2Wq1
Yr5D8,yr5D8
G7K5,q7k5
G0NC,G0NC
W524,w524
EvYzCW,EYZQWN
GGPv5,G0pV5
tST6Xzh,tST6+zh
cgQM,C8QM
2V3j,2V3
5gDwl0C,5gDw10C
ZmX1JIiW,EZaX1JW W
yFOKbE,:=OK6E
gRFQUjYt,grFqvyt
jmx2KIEYX,mx2Rex+
nZbx,nZpbX
QZXG,q7XCG
hJfu3ERf,hFu3ERf
YbHs,yBHS
0IuB93,0vUB93
EGEg,EGEGG
HdNyq,HdNvq
Z6WX,ZOWX
8WRS,8WWY5
Djc7,Djcc7
c8O6,c806
DpeW,dPEw
4D3mVq,4D03mvq
IJS5,ass
O85Kb8P9S4,O85KbgoPS4
TylKz8sxO,tVik8s*O
zv0JU,zv0cU
ZRSJ,ZRSJ
ahWsW7,ahSiG
Vzi0y8guU,VZj0V8suU
4cKMYTcI,ACKMYTCI
0XwRHQyo,0xWHQJO
QTXQ,SOSFDX
RWXY,RWAY
tVAlNJ,zVAyWNJ
2d8BAid,2D8B410
mRqb,mRqb
QFTQ,QFEO
zkFaGR,zkFAgR
bxZs,bxzs
lq5Rv6oSl,195RV60S
aOrhwIkuL,q0%w'k^L
W3qAitI,w3q4i71
lri9KVU4,ln9kVc4
c7bf,CMyf
gjabK,9ho8k
V2uGFa,v2UGFa
WGctRkN,wGctskN
QA02ck,QAZ02Ck
bFCV,bc7y
hNijPYiW,hN1pYiw
L8lwF,L8/WF
L2vHePp,lyherr
nIT8u2bZ,n11gu2b2
6WF5X,GW5X
OnRdsmiy,OnRdSmy
bOAml3,b04mB
M57Q,Anytek NB70
GYRA5,GVRA5
FHya,FHYA
Q6PQ,Q6PQ
hcjQJ,hCjoJ
YDPb2YI3v,v0r62yBv
pjSa0m,PJSaom
FTBP,F1bP
SMA5,SMA5
UyJWefo,UyJWeFo
ljbwrY3A,rowry3A
jzVFa1U,jzlvFaL
dBP6l,dB6l
BLdk,BLlK
D7NKm,D7Nkm
R7awX,R7awx
MIHD0,MIHDO
j5Ze,5Ze
MsYcX,mSyx
brJrx,brvrx
yFxL,yfxL
G0uR,GoUr
BsAihYVR,b5A1zYvR
GmFY,GMTF
IPp6dy,PP6D1
Q4rtfIi,Q7Rtflj
WD4K,w0Ak
YGSH,YCSH
WJvY,njay
RXAV,B3AN
BJW7,BIWT
swiFbYnwB,sWiFbMwb
3BsT3DD,3BST3DD
d08jI2vHl,doshiwhl
ERq5QRzG,EROSERZG
37lp6,3x^6
552Jp1Zgq,552AGQ
8yiT,8VIT
G2AM,G2AM
a5jXb,a5jxb
CECK,CECK
OKYC,Q2C3Y5
VQ4A4,VQA4
KnAr,Krarf
F2fXaJ,F2jXaJ
hLwWQ,hLHzo
N0OX,NoOX
xFxxJ4JA,xpx141a
FLBD,LBD
bXCB,bxB
qycR88f,qyCR88f
DQeU0uqG,doeLwagG
VkQIYB4Yvh,vkowb4ywh
dUhEIrZb,WzELzb
QuwhI,QUAN
vEVTmNM,v5n7MNm
BCBpjTwEci,BC68IPTnEcI
dX1sp,dX>Sp
PRnU,PRIV
WvHhI,wVrHI
KH6hjl,KHI6hy
7KZg,7kgz
A2VdzF,A2v01zF
T4CF,T&GF
LvhLNVspx,vhlNzspx
olhm3J3v2l,01hm3V21
3OboiP4N,3Oba|p4N
oNOhz,d3now
Em752,E11752
DJIS,2019
bxoj,bxoj
