Actual Solution,Predicted Solution
QFTQ,QSTO
zkFaGR,ZKFaGR
aOrhwIkuL,aOHN7kUL
gjabK,g10ck
W3qAitI,W3qAiT7
WGctRkN,WGtKN
bFCV,ReWvHIsXngf
lqjQA,jqQA
uYQz1YD,YQVJYD
QCMY,Q4M7
B1Y1Q,BIYIQ
8FgH3,8Ehg3
Yuzr,Puzr
5KYF,3KJF
ETDk55rDL,ExamOD
AGJB,ACGB
Mf30,M30
C1nhDSv,CMDSV
RC7C,RC7C
7qnE,1qnF
MMUA1nqv,MUNG
Pa6i3OyO4,P26o30o04
V9MBK,VSMBK
VFUL,Zv6aGXuT2IOT
i9xtsfTD,i9xtsrtD
NRFW,NREW
ej1YSdkuP,GIvAtUs
UpS0BjY3V,UPSCOBY3V
RkW98h,Rv98h
k7iaAftB,k1laAftB
ktzC5Yx,kTZC5VX
rkArbAYKQ,rkAYKQ
T2QN,f720N
CVXE,CURE
FcJQL2,FJQL2
loN1J,NoNj
AkFTd56,AKWTd56
T6vL,TOYL
utOW1,uT0w
FBQQ,PuzzlesAreFun
fOdpm02,fAdmQ2
I0sptI,10spt1
5SgG,J5gG
ZVnOu90y,Ynou90
DRPD,DAPD
uYG7nStDN,uYG7nSxDN
c7syF45,CasYF5
YYWK,DYWK
1I2TN4r,1I2TN4r
Ld8C,d8C
OtcWZ,o1C4Z
7bqC,skhfFHdkRAksR@
iROC,iROC
KjrEFXT,KNEFT
CuUKtr9S,GuXkR9s
K6HC,K6IC
VCu0BS,vCubos
nN2WVq1,RN2WVqL
Yr5D8,Yr15D8
G0NC,G0NC
EvYzCW,EvZcW
tST6Xzh,TSTb.xzh
5gDwl0C,5gDw10C
yFOKbE,k0k6e
gRFQUjYt,9RFOXtY
nZbx,m10x
hJfu3ERf,hfru3ERf
0IuB93,ONB93
HdNyq,Hdyq
8WRS,SWAC
DpeW,dAEW
4D3mVq,4D3mVq
O85Kb8P9S4,0b5kB9r5S4
zv0JU,zNO/3
ahWsW7,alGS87
4cKMYTcI,4CKMYCI
QTXQ,Bicyc13
tVAlNJ,VATNJ
mRqb,mRqo
bxZs,bXZs
lq5Rv6oSl,15RV605
lri9KVU4,IworkVc4
c7bf,C9nf
V2uGFa,v2uGEa
QA02ck,QA02Ck
hNijPYiW,hNjpYw
L8lwF,L8/WF
L2vHePp,LZHERR
nIT8u2bZ,nItgu2bz
6WF5X,qN5X
OnRdsmiy,OrndSnY
bOAml3,b04mB3
M57Q,M67O
GYRA5,GVRA5
FHya,EH!vA
Q6PQ,Q6PQ
hcjQJ,hCjqJ
YDPb2YI3v,A8B2YBv
pjSa0m,PYSAOM
FTBP,F7BP
SMA5,SMA5
UyJWefo,uAfJeOrO
ljbwrY3A,iKnowVya
jzVFa1U,jzvFaU
dBP6l,dB=61
BLdk,BLDk
D7NKm,D7NKm
R7awX,R7awX
MIHD0,M1HDO
j5Ze,j5Ze
MsYcX,MsYx1
brJrx,brsyrx
yFxL,YfXnL
G0uR,GOUR
BsAihYVR,BSAizYVR
GmFY,GMFY
IPp6dy,IPP6DY
Q4rtfIi,Q<=Ptfi
WD4K,W04K
YGSH,Ycsh
WJvY,WJVY
RXAV,H3ll0W0rld!
BJW7,BJWT
swiFbYnwB,SwiftAndBrave
3BsT3DD,3BST3DD
d08jI2vHl,d0mWH!
ERq5QRzG,EROSZG
37lp6,3K^-6
552Jp1Zgq,52Mfg
8yiT,8v1t
G2AM,G2M
FD9W4,FD91WA
YYMY,YanC?
RN7G,RNC
Spia8,Spia8
TolJk1O7,Tq1w07
lHBm,kYBm
SHOK,Shaggy
3IB0v,3!BQ
NSUxU,NSUUU
fNqy7vl,fNwKPy
KYN4bqr,kN4b9r
y3lgS,A6S
IYWA,T1t4?
GWIZG6,QwNG6
Hfx1uZ,HxMU
Y2hbwv0PV,Y2hbWv0PV
SJNjN,sYnNiN
CQLTk,CQL7k
AQSS,A08
bOSu7nhsn,b0SurpSHn
W321,W321
2MX8,2M8
y39m,y39m
nG8gM3,nG8gM3
OO6F,O06F
agIZo7p1ne,ad1Zo7pine
XNWma,xhtmlWasHere
mDwfnkUw,MDWANKUZ
AEVN,AEMN
4ZUNr0,41UNR0
UujjxY,UjXy
VpNp,vpVp
FyyjpE0,FYjJDE0
4AGA,AAGA
jbNn,jbNh
Mj5t6,MJ5t6
KV8F,KV8E
JRaV,JRAV
YeJ19,YeS19
u06wdrP,U06waxP
AN0X6igjg,A1x6i9g
5uwfcdBol,5uWfCdbQ1
NMA8,NMA8
bIYml,bNYm
JbBTlIV,JbBtA
AWH5,AW!B
B4QV9,SLAIMED
FYAQ,FYAQ
C5MG,OSMA
irtwW0nFS,rZm07FS
Lji5W4vf,UjSV4A
7cGSddaP,7CgSddP
ZFMg,ZAMO
HMKE,FMKE
wUEOsiBbX,wUEOSbBx
NipCSx,NirCSk
RIt9QZB4,RIt9Qzb4
PMQQ1a7V,PMOq18K
JZXuZ,yzxyzyzxy
ZVsHlh8q,WSUh1h8a
a6ghLfK,boghflk
faAJ2,FAAJ2
XbnGbIK5,xbGbV5
36pqX,36r9t
ztpin1,ZCjH
3nud,4nd
HMFS,MAAS
ALYW,h229pECi
ibCBfFRA,iBfFRA
nFhmdOz,NoHmmaOZ
Dx9T79hF,D9T79h
oaLoSK1G,OALOSkG
Lo98k2MNp,V098K2M
mIpTT,mIpTT
3FHpnKIc,3FHPnKIC
NZnD,NZTO
7aDx,aDX
kPKDE8,KDE8
KrJ66v9c,Kp6v9C
