Actual Solution,Predicted Solution
vEVTmNM,VERKMNNM
BCBpjTwEci,BelieveIt
dX1sp,d/Sp
PRnU,PRNU
WvHhI,HELLO
KH6hjl,KEY66Y
7KZg,7KkzG
A2VdzF,A2VOLF
olhm3J3v2l,0/hm3>V21
T4CF,T&CF
LvhLNVspx,AVALNZPSDX
3OboiP4N,30Obaip4N
oNOhz,Donow
Em752,ETHERAL75
DJIS,REQUEST
bxoj,bojx
THDY,THDY
Em3QTRnD,Em3Q>RnD
ENevr5s9Y5,EveryoneSays
Tq1qpYz,PASSWORD
wMfA,WMfA
l0aZ,10az
5nTBJXxH6,NTBlack
01G6I,OCTOBER1961
FZ3p0ZHi,Fz3p0zH
J9h2D,jhdHD
DU414m1dhX,DU44ndh
zwgCyrm,ZYGM
w7NXT,WHAT
DV5D,DVSD
bIn85R,BITNING85R
0dvanOnBt,Donovan
5l5QliX,Do50tLix
DWhwv,DwhwN
Pa0lFH3,password
YORN,KEYWORD
W9JMO2h,WginO2h
5DVR,BDVR
YYgiEj,YVSGEU
B5W5,DEVON
Lmnir,Limit
A9umwW2,username
PU0OFW,PUOFFL
1TEOA9,KEYO9
aaJF,aattfaaff
eLfu7IJB,evolutions
bJ1bs,Hello
5FfPNkS,JFrpNKS
nshYOoTW,NshYootTw
vfOtb,vbt
qoOt,root
yh8Ev2vXb,yh8eHytf6
RQiAk,ROiAk
QRMA,QARMAQRMQCOQ
frlgTLi,B0TTV
43PyUd5O,Purple450
nUBUP,nubup
kWz1TcC,WZZ1TTe
RX5G,RkKg
egX4qzDsT,klasfjfzsT
0u390L2jA,LOOKFORYOU
urRxuM,UrXUrt
A8XE,ARTICLE
qIoGQ1,q10@0c01
4343,4343
bWOqX,Bw09s
7kWW,HELLO
HIwMWd3,HIW4WS3
sRNP,SRNP
TgGJ,T8GJ
X3WR,X3VR
wz2b,Wz26
tvPqHMP8,THETHIGHERLIT
1ICtq,lctaq
5sbWX,5S5W X
NAaj,TVAJ
dLn5mV,understand
3AAmFmngu,34AmFmBgu
KThM3dr,kahn23r7
PyaPq,PARAPQ
0BWa4Wq,Bewaldaq
WrRzCItN,WARNING
U1xAPtuLR,UPTURTUR
qxL93cwn,Legwork
o5pY1f6jm,d5prFf6sm
X7XC,XNXMC
D37MB,DB3/MB
wPnM,WOMNM
9Hp15XA,HOLIDAY
Ek90un,EVERYBODY
EB4B,BBB
AtwoTGB,ACTOGTOG
Q58ymGT6r,Pr0gramming6
r2Mqj5,rmqjs
9dhnj,handhins
AUNGogl,AUNG09/
yxCQS5Uhs,NOCoSUsHS
mW1USH,DUSHS
hBKbh,hbkpb
GYyuR,GYYR
UOgxpMj,U O S X M J
hAJD,THAD
KUMW,KLMMS
knV8,AnVs
FdPqO,forgotten
1WFZL,HELLO
ioxDPy,io xrdDA
JMNQ,DINO
UfRPi,U RPi i
4N9hBnEnYK,SHIBNBNLAYK
J2ZJQ,Hello
RNKK,RUNSICK
yh8Rg6,yuh8p86
ukZom,uk20m
qbIbAnVK,QuickWank
s8IXE,SILENT
i0Mu0I,IOMV001
FYS8,FYSS8
dIYN2FlcB,diamond1CB
SS6R,HELP
bSxSJQ,6SXS1b
mvf8,MVMV^8
STBF,STBE
XlV5iA,+115A
FAUC,FAUC
VBRBwW,Verbow
4pQeqrA,properlyaware
KBXPsYT,KOBXPSEVT
mtipF,identity
JYJO,JASON
CjsUKb,OSUKb
QziDUjsXIo,QuizzesXb
N9C42IqPh1,HELLO
KXfmI,KFFM
TvuPkh,RUNPH
U9g1KRqV7,originallakes
NXEN,WHEN
HCIk,Hikkk
7gbXpv,BELIEVE
XGRV,KEYWORD
U6Yk7uq,U6Y4K+U9Q
1Z4A,1Z44A
OdSv9RtVE0,Od99RtVEC
RvTB,RVTB
BQu6,BQU6
G7K5,GK55
cgQM,C&SM
W524,W528
GGPv5,Govus
2V3j,2V3j
jmx2KIEYX,mnx2kenw
ZmX1JIiW,ZinklVW
YbHs,BHS
QZXG,REQUEST
EGEg,EGEE'S
Z6WX,PASSWORD
Djc7,Dicy7
c8O6,C80606
IJS5,JSS
TylKz8sxO,TVKRSOT
ZRSJ,ZRSJ
Vzi0y8guU,VZIoJDSQUM
0XwRHQyo,OXWHYQO
RWXY,REWARD
2d8BAid,2B8B410
QFTQ,QFETQTO
zkFaGR,ZkFagR
aOrhwIkuL,acknowledgment
W3qAitI,W39iT
gjabK,protect
WGctRkN,WELCOME
bFCV,NEWVERSION
lqjQA,iqOVA
uYQz1YD,YELLOWIDAD
QCMY,EXAMPLE
B1Y1Q,BUYIQ
8FgH3,8FghB3
Yuzr,Puzzle
5KYF,EKYE
ETDk55rDL,EndlessParty
AGJB,ABCD
C1nhDSv,CAMNDSV
Mf30,M1T30
RC7C,RCCRCC
MMUA1nqv,MUUING
7qnE,1q9he
Pa6i3OyO4,PR0JECT
V9MBK,VIRGBK
VFUL,HELLO
i9xtsfTD,i9xtsrf7d
NRFW,NEWW
ej1YSdkuP,ENCRYPT
UpS0BjY3V,UOSOBY3V
k7iaAftB,kylaafbAB
RkW98h,password
ktzC5Yx,Ktzc5x
rkArbAYKQ,HALAYQ
T2QN,PYTHON
CVXE,CDREDE
FcJQL2,ACOLOR
loN1J,MONJ
AkFTd56,ALKTQ56
T6vL,TOVK
utOW1,bottom
FBQQ,7figured
fOdpm02,f0dommQ
I0sptI,Hello
5SgG,SG
ZVnOu90y,ZUnoun9017
DRPD,DAPD
uYG7nStDN,4G7NsxON
c7syF45,CISLFBS
YYWK,MWK
1I2TN4r,TIME
Ld8C,dc8C
OtcWZ,octkhe
7bqC,bf2e
iROC,iROC
KrJ66v9c,Key 66by 9c
yoWpL,WOWL
mfA7TbGB1,mf7ugBgBA
1ObtbUwV,10btgbyuwk
D5HIYX,D54YK
8PMMdbtlY,RPMd6dfl
cCGGif,CCGgif
EKXy8Js,BettyDryJoTs
zz2j8U3,ZZ28U3
8DRCQ,8DRCQQ
ExktkuTT,ETKUTT
mFYhClCiB,MANICICIB
6X4HG,DARKAGE
9Wvx9i,Nothing
6G1I6rY,SECURITY
7mN8tpA,7mN8tPA
xTzW,LATZWM
Z1itfh,cryptography
UUHTnN1Ln,UUUHHHHNN
1HDBFe7,Hello
83623,83623
zEjERxJm,REJECTRX
yD0zJ,YOU DO IT
jzP0,ZPO
yNonQT,YELLOWNOT
KDnH,KDoH
vkTydHmu,Vkjdyhm
U8Jhi2Xa,Ushzi2xQ
ny8Wv,nys8wz
A2NfE,ANNFGE
Ydsb0,YdSbo
srrfCm720,secretmessage
M8fedaiAwy,Memory
cVOm,COLOM
b94cYK,bacvkyk
4a3MWP,493414P
x70AHxz,X10P0H
BH6T,BFBT
DCRW,CANAL
6GKNt,6GKnt
KBHC,KPRTDC
Te3B6,te3z6
Y4wHJGIQ,Y4W H RQO
teLROS,TOROS
7mUNzq7,RUNNING
d07Bh,107bh
gdXk1S41,helloworld
hBgNxZ4,hBgzXz4
B7QT,B7QT
3lf4zOKs,NEVERLAND
hQWRk,hQWrk
C30o9wW3d,THEREISANOTE
Ui4n,Si4h
B1dV43,Black43
ODdGrFE7,OddGraceful
mHLit4D8m,MuhammadvitADom
PXVL1TBO7,PASSWORD
fm3Bzowx,fmbZOWT
jPMdn,JPMdan
LwrUWp,TURNUP
9MYkD0QjKB,LOOKING
hPgMHv,HdgMhV
c1s9J,GIGJ
dbnJ9,dbnJ9
KjrEFXT,KEYFTT
RS8hx,RS8KT
CuUKtr9S,SECURITY
K6HC,K6HC
VCu0BS,lucioos
nN2WVq1,N2W4q1
Yr5D8,A1508
G0NC,GONC
tST6Xzh,SomethingStB6+ach
EvYzCW,ELEMENTS
5gDwl0C,HelloWorld
yFOKbE,KOKEE
gRFQUjYt,girlfriend
nZbx,MOLDBX
hJfu3ERf,bfrU3ePrf
Hfx1uZ,HUMAN
Y2hbwv0PV,Y2h6W6VOPN
SJNjN,SUBJMN
CQLTk,COLT
AQSS,ARGS
bOSu7nhsn,Lessons
W321,W321
2MX8,ZmF+88
y39m,Hello
nG8gM3,ngggm3
OO6F,PROTECTED
agIZo7p1ne,Az0Z7pine
XNWma,RAINBOW
mDwfnkUw,READMECH
AEVN,AEMN
4ZUNr0,FLUNFO
UujjxY,Helloworld
VpNp,VVPB
FyyjpE0,KEYDEBUG
4AGA,ACTA
jbNn,jbnvnd
Mj5t6,MJS76
KV8F,KVS8F
JRaV,JRAV
YeJ19,YoYo19
u06wdrP,HelloWorld
AN0X6igjg,DoX6i8g/8
5uwfcdBol,SECURITY
NMA8,NMAS8
bIYml,Billy
JbBTlIV,JbBtA1
AWH5,AWHD
B4QV9,BAQQ
FYAQ,FYAQQQ
C5MG,CMVM
irtwW0nFS,REWARDS
Lji5W4vf,PASSWORD
7cGSddaP,7cGdaldp
ZFMg,ZHTM9
HMKE,HMKE
wUEOsiBbX,WOWUEOSBOX
NipCSx,NIPCSX
RIt9QZB4,REVISION
PMQQ1a7V,PROTECT
JZXuZ,HELLO
ZVsHlh8q,ZVSH1h8a
a6ghLfK,dgnrhfyk
faAJ2,FAAJR
XbnGbIK5,Xb6c6v6f5
36pqX,3697
ztpin1,Test1
3nud,ADMIN
HMFS,WAVE
ALYW,REWARD
ibCBfFRA,ibcbffFRA
nFhmdOz,NaMo0OZ
Dx9T79hF,DONGSHOA
oaLoSK1G,CALOSITC
Lo98k2MNp,LOOKUP
mIpTT,m/pt/ptT
3FHpnKIc,THANKYOU
NZnD,MZBD
7aDx,adpx
kPKDE8,KODE88
7WNrF,7thNFYF
dk8H,q<8H
UYLP,PASSWORD
BZCM,BCDM
PS10FGk,Ps10fck
1377,1377
WrKe,Wyke
P8CK,PACK
XKFI,R13Pink
h1EU6,HELUS
lIaaMb4L,Kingdom
6GAMEwbV,CAMELWDBL
3pbBK,3P6BKK
0YCYlIhOY9,DOOLYVOYO9
