Actual Solution,Predicted Solution,Cross Checked Solution,Result,Similarity,Similarity (Non Case-Sensitive)
zvraLcRJI,ZVaLCRJI,ZVaLCRJI,0,0.5882352941176471,0.9411764705882353
zH8aRa,ZH8aRda,ZH8aRa,0,0.8333333333333334,1.0
2tgOv,2TGOv,2T8Ov,0,0.6,0.8
9S3mE28,9s3mE28,The text extracted from the image is: 9s3mEn28,0,0.22641509433962265,0.2641509433962264
P5uuIXgC,P5uU1X9C,P5uU1X9C,0,0.625,0.75
Anqsdxb,Ahsxb,Ahsoxb,0,0.6153846153846154,0.6153846153846154
ZtiJO,zti0,zti0,0,0.4444444444444444,0.6666666666666666
WdbC,Wdbc,W3dbc,0,0.6666666666666666,0.8888888888888888
3npXrJt,3hpxXrt,3hdXXrt,0,0.5714285714285714,0.5714285714285714
Anqsdxb,Ahasaxb,Ahasaxb,0,0.5714285714285714,0.5714285714285714
nPKR,NPRR,npPRR,0,0.6666666666666666,0.6666666666666666
nX9WSBM,H9wSB,H9wSBM,0,0.6153846153846154,0.7692307692307693
37UBR0J,37UBROJ,37UBROJ7,0,0.8,0.8
C8Vz4QX,C8VZ4QX,C8VZ4QX,0,0.8571428571428571,1.0
nm5sttj,nm5Sttj,nm5Sttj,0,0.8571428571428571,1.0
0vgGRZB,ONGRGRB,ONYGRGB,0,0.42857142857142855,0.42857142857142855
SCmmuZM,SCnmuZM,SCnmuZM,0,0.8571428571428571,0.8571428571428571
WI2HlKtzZb,W2HktZ1b,W2HktZ1b,0,0.6666666666666666,0.7777777777777778
g3JLmI,g3ml,g2ml,0,0.4,0.4
YKtFOLQY4,YkTFOk@YA,YkTFOk@YA,0,0.4444444444444444,0.6666666666666666
ZDUSpG,zDUSPG,zDUSPG,0,0.6666666666666666,1.0
nPKR,nPkR,nPkR,0,0.75,1.0
tbAfM,tbF7,tbF7,0,0.4444444444444444,0.6666666666666666
hf0qz,Hfo2Z,h5Q9Z,0,0.2,0.6
e39v,e3gV9,e3gV9,0,0.6666666666666666,0.6666666666666666
Hd0A8sry,HoNABsry,HqNABsRY,0,0.375,0.625
49SfN3Ff,49sfN3Ff,49sfN3Ff,0,0.875,1.0
eICrS1u,eCrSkl,eCrSkl,0,0.6153846153846154,0.6153846153846154
l3Xu9SD2j0,Bx49SD2x0,Bx49SD2x0,0,0.5263157894736842,0.631578947368421
h6xuu1sw,h6ruU15w,h6ruU15w,0,0.625,0.75
V0rD,V0XD,V0rD,1,1.0,1.0
exgs,exgs,eXgs,0,0.75,1.0
ShpRsJ,SHAPRSIJ,SAPRSIJ,0,0.46153846153846156,0.7692307692307693
m0llnC,moVhc,moVhc,0,0.18181818181818182,0.36363636363636365
MQxU6D,MPXU6D,MPXU6D,0,0.6666666666666666,0.8333333333333334
F5Y6,F5Y6,F5Y6,1,1.0,1.0
AVp1,Avvp,AvvP,0,0.25,0.75
6Wjv8da,6wJV8dq,6wJv8dq,0,0.5714285714285714,0.8571428571428571
6Wjv8da,6w4jV8da,6w4jV8da,0,0.6666666666666666,0.9333333333333333
rSGjoOj,rSG00j,rSG00j,0,0.6153846153846154,0.6153846153846154
mtTALkA,mtAKkA,mtAKkA,0,0.7692307692307693,0.7692307692307693
CpvO,CpL0,CPL0,0,0.25,0.5
6gwW,6GWw,6GzWw,0,0.4444444444444444,0.8888888888888888
oyb7W,ob7W,o7bYW,0,0.6,0.6
ygQp,ygqp,yg9p,0,0.75,0.75
SJTU,sTU,sXU,0,0.2857142857142857,0.5714285714285714
8Vd2G,8vd2G,8vd2G,0,0.8,1.0
xGgbRD,xGgbRD,xGgbRD,1,1.0,1.0
RzBl6Vix,RZBL6V\x,RZBL6V1x,0,0.625,0.875
6aEy,6A3Y,6A3Y,0,0.25,0.75
bGMTq,bgMTq,bGMTq,1,1.0,1.0
VoYEM,vOXEM,vOXEM,0,0.4,0.8
92ADqO,92ADaO,The text extracted from the image is: 92ADaO,0,0.2,0.2
m7WcainRa,M7cavinRa,m7cavinRa,0,0.8888888888888888,0.8888888888888888
fqgYZxL,fqsYzxL,fqsYzxL,0,0.7142857142857143,0.8571428571428571
lf0VFmza0,v0vFmzxuO,v0vFmzxuO,0,0.4444444444444444,0.5555555555555556
xgphOyo,xgp hOy0,xgpHOy0O,0,0.6666666666666666,0.9333333333333333
Ad25YTCQ,A25TC,Aq25yTCQ,0,0.75,0.875
AVp1,AVP,AvVP,0,0.5,0.75
uhQruYw,4b0ruw,4bQruW,0,0.46153846153846156,0.6153846153846154
4vitovy5N,4N1O5N,"The correct extracted text from the image is ""A1Z0B5N"".",0,0.09375,0.09375
6DzZHJQX,6sZ1HVOx,6sZ1HVOx,0,0.375,0.5
rZINbRpr,RNBrR,R7NBrR5,0,0.26666666666666666,0.6666666666666666
NemBlK,NeMBK,"The text in the image is ""NemBK"".",0,0.2564102564102564,0.2564102564102564
G38Tg,G387T8,G387T8,0,0.7272727272727273,0.7272727272727273
PXt2PvhH,pX2pvvhH,pX2pvvhH,0,0.625,0.875
0r6OInox,0r6OVnot,0r6OVnot,0,0.75,0.75
Xtbt1O,ttbX1O,FtbX1O,0,0.6666666666666666,0.6666666666666666
qq4em6iN,a94em6/N,"The correct extracted text from the image is ""a9em6iN.""",0,0.15873015873015872,0.15873015873015872
rSGjoOj,rsGyoo;,rSG00j,0,0.6153846153846154,0.6153846153846154
foWNL1JU,FOLLOWJU,FQKNLJU,0,0.5333333333333333,0.6666666666666666
bFTgA,BFTGA,8FTGA,0,0.6,0.8
WdbC,Wdbc,W4dbc,0,0.6666666666666666,0.8888888888888888
YQ1aTO5,YQ1aTO5,YQ1aTO5,1,1.0,1.0
WwDSSAR,wwDSsAR,wwDSsAR,0,0.7142857142857143,1.0
Eye66HW6HI,E66H6H,Ee6b6H,0,0.625,0.625
xgphOyo,xgo phoyo,"The extracted text from the image is ""xgophOY0"".",0,0.18181818181818182,0.21818181818181817
pHaa,PHAA,pHAA,0,0.5,1.0
awKJUj7ox,aWkJU7i7OX,aWkJU7i7OX,0,0.42105263157894735,0.8421052631578947
TBlNXcxk,TBMyXcK,TBMyXcK,0,0.5333333333333333,0.6666666666666666
XjlUssD,xjksSd,xjksSd,0,0.3076923076923077,0.7692307692307693
tUIhl,tUIhp,tUIHq,0,0.6,0.8
dLWlz2o,qLw1z20,qLw1z20,0,0.42857142857142855,0.5714285714285714
tiIpE,ExampleText,ExampleText,0,0.125,0.25
J6Zg,J6Z9,J6Z9,0,0.75,0.75
fVkX,fvK+,fvKtF,0,0.2222222222222222,0.6666666666666666
o8ziqH,08iqH,"The corrected text from the image is ""08ziqH"".",0,0.23076923076923078,0.23076923076923078
D0QvbF3j,dOQvbf3j,dOQvbf3j,0,0.625,0.875
ITD4k07,ITD4KO7,The correct text extracted from the image is 'ITD4K07'.,0,0.1935483870967742,0.22580645161290322
MSVMr4N,M<sub>S</sub>r<sup>4N</sup>,Ms4rAN,0,0.46153846153846156,0.6153846153846154
qqJRl,Q2JRA,Q9JRA,0,0.4,0.6
smzaPxwH,smzapxrWH,smzapxrWH,0,0.7058823529411765,0.9411764705882353
oUzfO,OzfO,OzzO,0,0.4444444444444444,0.6666666666666666
KKpojbkW,Kkpoibkw,"The extracted text from the image is ""KkpoibkW"".",0,0.21428571428571427,0.25
tiIpE,TEXT1PE,tV1PE,0,0.4,0.6
oh1bq2Nas,On1b92Nacs,On1b92Nac5,0,0.5263157894736842,0.631578947368421
hybu,hyou,hyJou,0,0.6666666666666666,0.6666666666666666
OoNZedA,OONzE0A4,O0NzE0A4,0,0.4,0.6666666666666666
tm3GJ,TM3GJ,TM3GJ,0,0.6,1.0
PvGlnZ,PVG7NZ,PVG7NZ,0,0.5,0.8333333333333334
6DzZHJQX,6DZIHLQX,60Z1HQX,0,0.6666666666666666,0.6666666666666666
tHjeE,HjeE,"The extracted text from the image is ""HjEE"".",0,0.16326530612244897,0.20408163265306123
rc8G3EZ,rc8G3EZ,rc8G3EZ,1,1.0,1.0
YJ74,YY74,YY7A,0,0.5,0.5
AVp1,Avp<,Avp>,0,0.5,0.75
H6dM,H6dM,H6dM,1,1.0,1.0
GQ4eDrM6,G4edM6,GQ4edPM6,0,0.75,0.875
78z5Dc,78z5D&,78z5DC,0,0.8333333333333334,1.0
K0QBsgp6,K0QBsgp6,K0QBsgp6,1,1.0,1.0
Q57u1up7O,Q57ukuP7O,Q57ukuP7O,0,0.7777777777777778,0.8888888888888888
voTP,vOTp,v0Tp,0,0.5,0.75
SfgTT3,S5FGTT3,"The correct extracted text from the image is ""SFGTW3"".",0,0.1,0.16666666666666666
IHsBxfYuD,IHSBXYWo,IHSBXYWo,0,0.47058823529411764,0.7058823529411765
3RWT,3RWt,3RWt,0,0.75,1.0
h6tnpzy1,h6tnpZzA,h6tnpZzA,0,0.75,0.75
XhKfUplot,xhkfU,xXKdU9ok,0,0.47058823529411764,0.47058823529411764
SG494l,SGAGAL,SGA9AL,0,0.5,0.6666666666666666
Jj1L1wE,JjVxwWE,JjVxwWE,0,0.5714285714285714,0.5714285714285714
uaDd,u'Dd,uDd,0,0.8571428571428571,0.8571428571428571
YJ74,YJY4,YV7A,0,0.5,0.5
gR659D7r7h,gR659D7Xn,gR659D7Xn,0,0.7368421052631579,0.7368421052631579
kY53,ky53,kyY53,0,0.8888888888888888,0.8888888888888888
o8ziqH,ziqH,8ziqH,0,0.9090909090909091,0.9090909090909091
upyb0,upyzo0,wpyz0,0,0.6,0.6
xMxM,x4txM,x4y4cM,0,0.4,0.4
KE3vnXd,KE3VnXd,kE3VnXd,0,0.7142857142857143,1.0
SfgTT3,SFGT3,SFGT3,0,0.5454545454545454,0.9090909090909091
09y5e,09y5e,0gy5e,0,0.8,0.8
5euEN,5exEN,5uqEN,0,0.8,0.8
aWc483Jtw,aWC483jtW,aWC483jtW,0,0.6666666666666666,1.0
6FVNu8,6FUNU8,5FUNU8,0,0.5,0.6666666666666666
Buouc,BUVOZ,BUVOZC,0,0.18181818181818182,0.7272727272727273
x59GdWBJM,x5GwBJM,"The extracted text from the image is ""x5GwBJM"".",0,0.21428571428571427,0.25
fRtmmql2T,fRAmz9k2T,fRAmz9k2T,0,0.5555555555555556,0.5555555555555556
wCwdZc,WCWDZS,WCWDZS,0,0.3333333333333333,0.8333333333333334
fPyQqodU,fpYq0dU,fpYq0dU,0,0.5333333333333333,0.8
iPRjIP,iPrjPp,iPjPrP,0,0.6666666666666666,0.6666666666666666
AkFxea,AkFtea,AkFtea,0,0.8333333333333334,0.8333333333333334
5euEN,5euN,5euN,0,0.8888888888888888,0.8888888888888888
nPKR,nPR,nPR-R,0,0.6666666666666666,0.6666666666666666
mvA5tHjI,mvA5tHAjiI,mvA5tHAjiI,0,0.8888888888888888,0.8888888888888888
32JSKMs,32SKMS,"The correct extracted text from the image is ""32SKMS"".",0,0.16393442622950818,0.19672131147540983
iesDGlS,IESDGCLS,IESDGCLS,0,0.4,0.9333333333333333
SG494l,SG49AL,SG49AL,0,0.6666666666666666,0.8333333333333334
IHsBxfYuD,IHSPXKDW,IHSPXKDW,0,0.35294117647058826,0.5882352941176471
1tZb3BxJo,1yL63BXJO,1yL63BXJO,0,0.4444444444444444,0.6666666666666666
6xMGb,6XMG3,6XMG8,0,0.6,0.8
Mmuz,MmvuZ,MmWuZ,0,0.6666666666666666,0.8888888888888888
fm0p1o,fm0p10,fm0p10,0,0.8333333333333334,0.8333333333333334
hp8h8,hp8h8,hp8x8,0,0.8,0.8
HsaYejlFQ,HSAyeFQ,HsaYeFQ,0,0.875,0.875
qbIDEDCR,qblDEDCR,qblDEDCR,0,0.875,0.875
QDNsh6q,qDNSh69,qDNSh69,0,0.5714285714285714,0.8571428571428571
GrPr,Gpr,GpArOR,0,0.4,0.6
SWm8,SWm8,SWm8,1,1.0,1.0
rBZdVRWw,rBZdYRw,rBZdYRwNw,0,0.7058823529411765,0.8235294117647058
rxEl,rxeI,rx6I,0,0.5,0.5
65exi,65exi,"The hidden text extracted from the image is ""65exI"".",0,0.14035087719298245,0.17543859649122806
lBorT,ABORrT,ABorT,0,0.8,0.8
Lq5bS,La5bs,La95bs,0,0.5454545454545454,0.7272727272727273
FBEqqEv,FBEaqENv,FBE4qENv,0,0.8,0.8
XzTZ,XzTz,XzTTZ,0,0.8888888888888888,0.8888888888888888
q2dw3FI,q2dw3FA,q2dw3FA,0,0.8571428571428571,0.8571428571428571
fnKm,fkKm,fKkm,0,0.75,0.75
D2zu315bh,D2zu3t56h,D2zu3t56h,0,0.7777777777777778,0.7777777777777778
MQsDbxdHL,MOSDbxCHL,MOSDbxdH1,0,0.6666666666666666,0.7777777777777778
ZlFkJ5m,zlFk/5m,zlFk75m,0,0.7142857142857143,0.8571428571428571
nVhtWY,NHTWY,NHTwY,0,0.18181818181818182,0.9090909090909091
VbKpu,Vbkpu,Vokpu,0,0.6,0.8
wXzk4p,2Lxk4p,2LxZk4p,0,0.46153846153846156,0.7692307692307693
ZtiJO,ztivo,2tiVo,0,0.4,0.6
qiUH,aICU,aICH,0,0.25,0.5
OTjrM,OJVrP,OJVrP,0,0.4,0.6
3Ei2FWxB,3i2FWXB,3Ei2FWXB,0,0.875,1.0
RzBl6Vix,RZBL6VX,RZBL6VX,0,0.5333333333333333,0.9333333333333333
DiON51ylQ,DiON51y\Q,DiON51y\Q,0,0.8888888888888888,0.8888888888888888
DywOia5,dYWoia5,dYWoia5,0,0.42857142857142855,1.0
yFHJqzXd,yFHJqZrd,yFHJqZ2d,0,0.75,0.875
L1Qd4X,LOAD4X,LPA4X,0,0.5454545454545454,0.5454545454545454
MQxU6D,MQxU6D,MQxU6D,1,1.0,1.0
U1Ouj,U70uV,"The correct text extracted from the image is ""U70uV"".",0,0.06896551724137931,0.06896551724137931
tOdarIL,XodarLV,XodarLV,0,0.5714285714285714,0.7142857142857143
eKLJx,eLJx,eKLJx,1,1.0,1.0
Eye66HW6HI,E6H6H,Ee66HHW6H1,0,0.8,0.8
PjzDk,PjLDK,PjLDK,0,0.6,0.8
U5uH,USUHS,USUHS,0,0.4444444444444444,0.6666666666666666
iOCgFN9,zOCsFN9,zOCsFN9,0,0.7142857142857143,0.7142857142857143
qiUH,QIUH,qiUH,1,1.0,1.0
Ltq1,Lta1,Lxa1,0,0.5,0.5
qfww,qfwHzl,qfWNzL,0,0.4,0.6
UlOCoH,U10CH,U10COH,0,0.5,0.6666666666666666
o4BXO,OBXO,OBO,0,0.5,0.75
foWNL1JU,fOwNlJU,fOwNlJU,0,0.5333333333333333,0.9333333333333333
pHIgS,pH1gS,pH1gS,0,0.8,0.8
Asw8,ASw8,ASw8,0,0.75,1.0
cCMdmgV,cGMan28aL,CMn28aL,0,0.2857142857142857,0.2857142857142857
8MFs,8MFs,8MFs,1,1.0,1.0
kYJ6,kY6,kY6,0,0.8571428571428571,0.8571428571428571
AkFxea,AkFtea,AkFtea,0,0.8333333333333334,0.8333333333333334
CAlHMk,CAzHMk,CAzHMk,0,0.8333333333333334,0.8333333333333334
H78hczN7,H18CzN7,H18%CzN7,0,0.625,0.75
AweT,AWeT,AWeT,0,0.75,1.0
i7iZ7u0,^iZuo,7iZuo,0,0.6666666666666666,0.6666666666666666
k4uXNK,K4UXNK,k4UXNK,0,0.8333333333333334,1.0
CxKIsu,CXISU,cXkSu,0,0.18181818181818182,0.9090909090909091
J4c0D2K,J4COD2k,J4COD2K,0,0.7142857142857143,0.8571428571428571
rSGjoOj,rSGooOj,rSGooOj,0,0.8571428571428571,0.8571428571428571
To3AFQzN,T03AFQZN,T03AFQZN,0,0.75,0.875
JIILSp,jIVSp,JIVSp,0,0.7272727272727273,0.7272727272727273
tUascgT,twasc9T,twasc9T,0,0.7142857142857143,0.7142857142857143
CAlHMk,CAHmk,CAHmk,0,0.7272727272727273,0.9090909090909091
Uxpget,xpget,xpget,0,0.9090909090909091,0.9090909090909091
65exi,65ex1,85ex1,0,0.6,0.6
XzTZ,X2Tz,X2Tz,0,0.5,0.75
iDE29S,iD29s,iD29s,0,0.7272727272727273,0.9090909090909091
lPhog,lP^0g,lP^0g,0,0.6,0.6
V005,V005,V005,1,1.0,1.0
KE3vnXd,kE3Vnxd,kE3VnXd,0,0.7142857142857143,1.0
sbZpPNvhY,sbZPpNvY,sbZPpNvY,0,0.8235294117647058,0.9411764705882353
ncJFVkno,nCKFVkno,nCKFVkno,0,0.75,0.875
2PlSNNa2,2VSNNa2,2VSNNa2,0,0.8,0.8
5stvfX,5sTVFfx,5sTVFf*,0,0.46153846153846156,0.7692307692307693
FNd5Rw5f5B,FNd5R5W5f5B,The correct text extracted from the image is: FNd5R5W5f5B,0,0.26865671641791045,0.29850746268656714
TLwoh,mwOh,mwOh,0,0.4444444444444444,0.6666666666666666
yXVDSW,YxNDsw,YxNDsW,0,0.3333333333333333,0.8333333333333334
7ula8,7uvas,"The corrected text from the image is ""7uva8"".",0,0.16,0.16
u8t5c,u8t5c,u8T5c,0,0.8,1.0
nNO5,hnV05,hNv05,0,0.4444444444444444,0.4444444444444444
N2lcvPbP,N2lcVp6P,N2lcVp6P,0,0.625,0.875
7l3T,l3T,7J7T,0,0.5,0.5
nZe598xq,n1e598x9,n1e598x9,0,0.75,0.75
S7wtR,S>wtR,S>wtR,0,0.8,0.8
0oWtNMw,0owKNMz,0owKNMz,0,0.5714285714285714,0.7142857142857143
Eye66HW6HI,Ee66HW6H\,Ee66HW6H,0,0.8888888888888888,0.8888888888888888
QGw2,QGw2,QGw2,1,1.0,1.0
zxWcW,zxwcW,"The text in the image is ""zxwCW"".",0,0.15789473684210525,0.2631578947368421
oAVpt,oAvpt,oAvpt,0,0.8,1.0
WwDSSAR,WDSPAR,WWD'SSAR,0,0.8,0.9333333333333333
wCwdZc,WCDZ,"The correct extracted text from the image is ""WGWpZS"".",0,0.06666666666666667,0.1
lAjO,VAjo,VAjo,0,0.5,0.75
SrP7,SR?7,SRx7,0,0.5,0.75
jBXnst,jBxnSt,jBxnSt,0,0.6666666666666666,1.0
osjevtv,osjevrv,osjV,0,0.5454545454545454,0.7272727272727273
XhKfUplot,xhKfUpOx,xhKdUpOx,0,0.47058823529411764,0.7058823529411765
9iOuWKs,giowks,gWouks,0,0.3076923076923077,0.6153846153846154
m0llnC,m0Vhc,m0VhC,0,0.5454545454545454,0.5454545454545454
tiIpE,TYPE,vTyPE,0,0.2,0.6
zH8aRa,ZH8arRa,ZH8aRa,0,0.8333333333333334,1.0
uIkHn5ue,UknHn5Ue,UknHn5Ue,0,0.625,0.875
SouXSyoPE,SO4X5Y0PE,SO4X5Y0PE,0,0.4444444444444444,0.6666666666666666
rQFe,rOFee,rQFeC,0,0.8888888888888888,0.8888888888888888
BmmnVmY,3mn<my,"The correct extracted text from the image is ""3mn<my"".",0,0.13114754098360656,0.16393442622950818
iTsk,itSk,jtSk,0,0.25,0.75
lXdFGfqR,IXqFGfqR,IXqFGfqR,0,0.75,0.75
mZLhMvV,m1LkWdV,m1LkWdV,0,0.42857142857142855,0.42857142857142855
I1idrEb8W,VidrEb8W,VidzEb8W,0,0.7058823529411765,0.7058823529411765
j7JA,j7YA,j7YA,0,0.75,0.75
Dzk9uAD,D2kqUAD,D2kqUAD,0,0.5714285714285714,0.7142857142857143
JdikHQ0,Jd:iKHQ0,Jd:iKHQ0,0,0.8,0.9333333333333333
L1Qd4X,LRadAx,LPAoAx,0,0.16666666666666666,0.3333333333333333
Sx0MH8jb,SxOMH8p,SxOMH8p,0,0.6666666666666666,0.6666666666666666
ydMz3CV2,ydM3CV,ydM3CV,0,0.8571428571428571,0.8571428571428571
5qt8lsi,59testSi,"The extracted text from the image is ""59testSi.""",0,0.14545454545454545,0.14545454545454545
uAsg,uASg,uASg8,0,0.6666666666666666,0.8888888888888888
yRSPHnW3,yRSPhW3,yRSPHnW3,1,1.0,1.0
RI2P9,rK2P9,rK2P9,0,0.6,0.8
hyL1a,h<1a,"The correct extracted text from the image is ""h2X1Qa"".",0,0.1016949152542373,0.1016949152542373
5joZDVN,5VOLDY,5VOZDWm,0,0.42857142857142855,0.5714285714285714
4vitovy5N,4V1O5N,"The corrected text from the image is ""A1Z0V5N"".",0,0.10714285714285714,0.10714285714285714
OT3FhYKw,OT3hYKw,OT3hYKw,0,0.9333333333333333,0.9333333333333333
e4FodmvK,e4F0dnVK,e4F0dnVK,0,0.625,0.75
5qt8lsi,59t8Si,"The extracted text from the image is ""59t8Si"". This matches exactly with the solution provided earlier.",0,0.10909090909090909,0.09090909090909091
WI2HlKtzZb,wN2HktZ1b,wN2HktZ1b,0,0.5263157894736842,0.7368421052631579
IHsBxfYuD,IHSBxKvD,IHSBxKvD,0,0.5882352941176471,0.7058823529411765
AweT,AWetT,AWetT,0,0.6666666666666666,0.8888888888888888
ZTnYSGg3,ZTn'sG93,ZTn'sG93,0,0.625,0.75
wX7Qffy5,Wx>offy5,Wx>offy5,0,0.5,0.75
CAlHMk,CA7Hk,CA7Mk,0,0.7272727272727273,0.7272727272727273
tLoAMQNN6,tLOAMqNN6,tLOAMqNN6,0,0.7777777777777778,1.0
8XoHBCAv,8XC0HBCA V,8X0HBCAV,0,0.75,0.875
N2lcvPbP,N2lCp6p,N2lCcP6P,0,0.75,0.75
koUD,KOUD,kOuD,0,0.5,1.0
5stvfX,SsTAVFx,SsAVFx,0,0.16666666666666666,0.6666666666666666
kYJ6,kY6,kY6,0,0.8571428571428571,0.8571428571428571
atzdo,axZdo,axZd0,0,0.4,0.6
Buouc,BuoJc,BuoJc,0,0.8,0.8
cYy3ZeU8z,GyB3zeU8zL,GyB3zeU8z1,0,0.631578947368421,0.7368421052631579
PAfbBZF,PaPb7LF,PaPb7LF,0,0.42857142857142855,0.42857142857142855
tFUCE,TFUCE,TFIGC,0,0.4,0.6
KhOOf,KhOoOf,KhOOf,1,1.0,1.0
nMeorW,nmeorw,nmEorW,0,0.6666666666666666,1.0
dLWlz2o,dLw1720,dLw172o,0,0.5714285714285714,0.7142857142857143
3gA2X,3gA2x,JgA2x,0,0.6,0.8
UGBN2bb,uGBN2b6,uGBv2b6,0,0.5714285714285714,0.7142857142857143
5PBSoRiI,5PBsORil,5PBsORil,0,0.625,0.875
gk0tZMti,sk0ZMt.i,sk0ZMt.i,0,0.75,0.75
6rAY,6rA1,6rA1,0,0.75,0.75
wYcIjPZG,WYCLIFZG,wYcl^pLG,0,0.5,0.625
oVOsf9B91,OOSf9Bb1,OkOsf9Bb1,0,0.6666666666666666,0.7777777777777778
mMNP1,mmMNp1,mNMP01,0,0.7272727272727273,0.7272727272727273
oGjnpsjc,oGvnssYC,oGvnssYC,0,0.5,0.625
ZslK6,LSIk6,ZLSIk6,0,0.36363636363636365,0.7272727272727273
JdikHQ0,JdXKHQ0,JdXKHQ0,0,0.7142857142857143,0.8571428571428571
JKWeA3,kweA3,kWvEA3,0,0.5,0.8333333333333334
wI5ZdO,w\15z00,Wq5Z00,0,0.3333333333333333,0.5
YegOxieih,Yegakienm,Yeg4Xie^,0,0.5882352941176471,0.7058823529411765
zVhqItoUA,ZwhqltauA,ZwhqltauA,0,0.4444444444444444,0.6666666666666666
QyxP56f,qyXp5f,QyXp5of,0,0.5714285714285714,0.8571428571428571
mMNP1,mMzPl,mMzPl,0,0.6,0.6
2xBywz,2XB1wZ,"The text extracted from the image is ""2XB1wZ"".",0,0.11538461538461539,0.19230769230769232
KuLisQ,KuLiSq,KuLiSoQ,0,0.7692307692307693,0.9230769230769231
OsZEflkk,Oszexllkk,OsZexLkk,0,0.625,0.875
lBorT,BorT,yBorT,0,0.8,0.8
dN1d,DM>d,DM>da,0,0.2222222222222222,0.4444444444444444
yRlsdrDd,JRsdrd,JRSdrd,0,0.5714285714285714,0.7142857142857143
gR659D7r7h,gr659d7pn,gr659d7pM1,0,0.5,0.7
ay26,ayr26,ay26,1,1.0,1.0
nMeorW,newW,nmEorW,0,0.6666666666666666,1.0
tOdarIL,OdqrL,VodqrM,0,0.3076923076923077,0.46153846153846156
2oknR,2Ok nR,20kNR,0,0.6,0.8
ln1ICxF,lb/CxF,lb/CxF,0,0.6153846153846154,0.6153846153846154
HsaYejlFQ,HsaYejiFQ,HsaYejiFQ,0,0.8888888888888888,0.8888888888888888
fnKm,1Km,"The correct text extracted from the image is ""dKm"".",0,0.10909090909090909,0.10909090909090909
x1mo,x1m0,x1h2O,0,0.4444444444444444,0.6666666666666666
GrPr,GrPr,Gr4Pr,0,0.8888888888888888,0.8888888888888888
8XoHBCAv,8XOHBCAV,8XQHBCAV,0,0.75,0.875
MSVMr4N,MsVr4N,"The corrected text extracted from the image is ""MsVr4N"".",0,0.15873015873015872,0.19047619047619047
BpYJ,BpyYJ,BpyYJ,0,0.8888888888888888,0.8888888888888888
4Lfx,4Lfx,4Vxn,0,0.5,0.5
69Qhz4GV,9qhZ4GV,"The corrected text from the image is ""9qnZ4GV"".",0,0.14545454545454545,0.21818181818181817
