Actual Solution,Predicted Solution,Result
0dmAJv,OdMA1v,0
0xOd1cD,0x0D1C9,0
OLD0Ss,0PQsS,0
0oJKO,ooJK0,0
ZDUSpG,eDUSg,0
TErL,T3sL,0
O38lV3,O3φθV3,0
ZDTT,ZDT,0
9MKzUhm,9MkZvpm,0
kZKj2DkIER,AK2DvEr,0
PTKW,PTkWf007,0
KuLisQ,KuLiSQ,0
sS46FX,S94oFk,0
C6HF,C0d3-F,0
qfww,aJWZz,0
yFHJqzXd,yF#JaZ%d,0
d1YiR3J,d/\NiR3j,0
XscGBW,kSC8W,0
BJEA,BFA,0
fA0fIHfN,fAO7HHf2,0
fdPCu,f4pCu,0
HTV17bjRe,H7L1vojRE,0
3Ei2FWxB,3Ei2FWXB,0
ksfic6M,zSriC6M,0
yXVDSW,YxN0SW,0
2444,Z4q4,0
SYE7,SJE7,0
1mGAp,YmGAP,0
kgkQf8s1,R0KO_x8S1,0
j4jIYAb,AjYAb,0
vqkJp,L9kVp,0
X85J,X85J,1
tEM2tK3,t9Ztb,0
HdSFfeDk,HdSf4CDK,0
7SWEb,7S8wEb,0
EU5T,EJ5T,0
VPJW,A3tN5007,0
ofgGER0,0fGgER0,0
US8A,KNFY,0
5BXW,gBxW7,0
vzDqIAvpe,V3q1ANe,0
NGAOdLq,NG4odLq,0
0r0M,0r6M,0
DClHH3MTn,DCI7H3MT1,0
02stJP,0eSTJ7P,0
pHay8,p#aY8,0
YJ74,YV7A,0
OUMvOYoi,OUMKOYO8,0
8BtmLGOI,9BmLG0l,0
jW9arI,Jz9AR1,0
qkQ43yybL6,9kQf3Yd6,0
TKCV,TKCV=,0
RVMB,rV1mB,0
HF83,HF83,1
WkkMPZG,WkLmPZ9,0
cZZg3YjC,Cz1285jAc,0
ATvf,N7Vf,0
6sfgxL3J9o,6S*9Xb3gO,0
P8f2,p8fJ2,0
gie6YF3C,9iV6VF3C,0
uHAdD368mp,u7AdD3g6nQ,0
DUNA,DWA4,0
nvbM,NBM83M,0
4kazz,Ak4L7e,0
xAQxCrivO,xAQxCrXP,0
T8HY2,r8HY2,0
31E46,31E46,1
Oa5Hb,9ASHB,0
4UKH,4uKH,0
dy61O,Dv6lo,0
LcCuhd7b,LcCWhd76,0
mLf94S,mLj95s,0
5EJP,5Fj9,0
X20goK,X20g0K,0
xJo7,rj0>,0
hhBKU,6h8kTU,0
MVAT,MIV47,0
rUhlx,rUh1X,0
Ijkcc,1N*CC,0
5hxuhvjk,5hXuVvk,0
4LTSY,4LTSY,1
5SYM,5SYM,1
crkPPdw,Cr1PpDyW,0
C3GM,C3dM,0
AWTS,AWTS,1
KqM26,K9M26,0
LOKV,L9gXEb8vH,0
2j6rxokL,2j6rXQ4L,0
nmNU4,WMYJ7,0
HHBP,k4d3P,0
m41r2,mAr2R2,0
xM1MTA,X4lM7A,0
qidqWi67w,g1d0w6w,0
ZcvaXDo,C9aD70,0
jcMOxQU,jCMoXd,0
GKnC,GK^11C,0
AFNX,A9INxJ2,0
QZNU4,QZwN4,0
jsbLqMW21,jsbq4w2l,0
ysr879Q,ysr879Q,1
L0uo9,L0v09,0
s0fRIIDIQU,S0fRyVD1dC,0
gEuRdEM,gEudKM,0
MJMH,D3FgHt7,0
YFB7,YFB87,0
BDYF,RDYF,0
oLuyCRvh,dUyCRVh,0
YxVVQ,Y4WVе,0
dLWlz2o,dW1V2o,0
ZoCWqsj2Q,ZQcW9Si20,0
5EsDijUEZ,5gSDjU62Z,0
WVrp,W4RP,0
huPN5P,64UPN5P,0
VHB8,VFb8,0
KKuBfD,AKuB7D,0
PAYN,PAYN,1
f2ZMidNgZ,f2miNgz,0
SRBW,SR3W,0
gTVAxHT,gT^AXHT,0
iQy9L,1Q9v9V,0
O7fvlU0,7f^VIUO,0
Iju0F,xv2YKF,0
bDzbisjFr,bDZb.iSfR,0
cSOe,cS0E,0
RVmoahc,R1mOahC,0
YXzc,YXZJc,0
8K8beZj,oPK8veZj,0
oh1bq2Nas,Ov1bg2N8s,0
bS6IYNH,b96rVNH,0
KJeAY,k3c4Y,0
5VSo,5VSo,1
GSVG,DNa,0
NemBlK,Nem8K4,0
TVMC,TVMC,1
0DxmJ1qB,OD4m19B,0
QGY5,qG/5,0
dJUyFb7AF,DJVFB>AF,0
MI58cbEN,M158CbeAV,0
noLo,nq2O,0
TKGQ,T4cQG,0
p63orsP,p6QV5p,0
m6uJuTDg,g9qT7y6m,0
u7jmGK,u7jmGK,1
KCgy,KCGy,0
lf0VFmza0,V0VFnrzUO,0
PGB6,PqB6,0
u8t5c,g8T5c,0
4xLrgX,4XVr00t,0
9angPp,9aN8pR_,0
ieGo,ieG0,0
K6CR,K6CR,1
F56R,F3r4,0
HkAKik,H4Kik,0
oyLE,oY7vE,0
9S3mE28,9x3mEn8,0
JMMZ,JMMZ,1
SiUFLn,sWJAH7,0
TBKP,F2L8P,0
2abQhYPa,2a6bHVPa,0
dHhAM,dHAM,0
GkqZ,Gkqz4,0
TX5N,TX5N,1
3whlF,3wHh/F,0
nzWA65Iz,nZW>65J,0
V8dQs51,V8aQS5J,0
qi0A972P,qiA97vP,0
s4xBB,S4XBB,0
MQxU6D,M7XU6D,0
6GYP,8GYP,0
dfvIW,dF7Vw,0
HJH3tM14l,NkH3tMq4,0
aAKmOBH7,a4m0BH7,0
LrtXF5,LrtF5,0
bPin,ψpi^n,0
RXNC5,R1NC5,0
H6BV,H6BV,1
vrdYpNlvn,V9dYpP1n,0
YFgNd,YFgNd,1
pXvCsGEQB,PX1CSG6oQB,0
gUf2lIRrpC,g2f1v4r9C,0
amiG,7miG,0
0cnj55XeZ,oC7155eZ,0
METM,METM,1
phkNU,phkNU,1
ad0A,a6nA,0
gSDTmm,D3AThM,0
Qhhosp,Qx1h0Sp,0
8FEU,8REUJ,0
MQsDbxdHL,Mq9D6x4#,0
yI80LKpMF,YT80LKP^M,0
SOP8LWvm,SOP8LYVm,0
fvu5qW6D2,fVU5wMD2,0
91frt,9fTt,0
nhFSS,Nn^>Ss,0
WmJmGqn,NmGqDn,0
VBN6,VBN6,1
jJfl,jH1,0
6ASq,6A99,0
JYBW,JYBW,1
cNlW,cN1w,0
3SUXEP,3sUXEP,0
87UFyU,8YUw7U,0
GfpwW7J,G5mW8j,0
H5rYy,H5gYJ,0
FAPjgzl1,FAPj917,0
ZslK6,ZS1_k6,0
bGvyh,bG4Yh,0
NOjI,N91,0
CXow,cX0W,0
TsEzvD,TSE2½,0
XW5S,XWSS,0
69Qhz4GV,d99nZ4GV,0
SPNPGl1l,Sp~vPGw1,0
LmZI,Im21,0
gcnSV0rA,gcnSv0rA,0
KR15G,KR15G,1
xiDgVd,xiDg9v0,0
U9vAc,b9AC,0
undD8CL,u7nd8CI,0
d4en79T,dAEn79K,0
l4gk7IdZIU,A9%7bK>1U,0
YT0wc4JoU,Y7ow4VOU,0
UMHW,a1b2C3,0
52Qk,52Qk,1
5PBSoRiI,5PB8QRI,0
JwBV2N4,JwBv2N4,0
TYQA,TYQA,1
taWgU37,xAw8U37,0
NDF3Wj,NDA2RNJ,0
fCnb,yC2b,0
49Is1wM,4a91SwM,0
vM134HjPAv,V34^iP>V,0
wkePG,WkC7G,0
Iil60,LY60,0
zfvyFP,Z3VrVDQ0,0
jkJhRApK,N6zRAPX,0
9J3S1r1d,93S1rd,0
Uxpget,rxp6et,0
hlvJa,hNJR8,0
2LVbM,2IVbM,0
WIHSB6,WkHSb6,0
QXCtQFw1w,QxCVQFNwW,0
I9hO,I9h0,0
pm8rntG,pm8r7^G,0
msFCcZy,mSFGgZ,0
YrC1ouK,aRC10uK,0
ozHmL,0V4HH,0
5stvfX,5SaVFf,0
R5XV,R5XV,1
CUMJ,5b3nDMLgqJx,0
DqVJ,D3vR,0
cOTKT,C0d3X,0
3npXrJt,3h4XrT1,0
WYJ3MOJ,WYJ3MO7,0
uyJA,V9b4J,0
BXAR,BXAR,1
0RdVt,0pdVt,0
oyb7W,o~bYW,0
bLaOZEC,b120EC,0
RRNxzBh,RPNZBh,0
C2f71yFB4w,C>1VFB4W,0
bhbnX6w,bMhX4Ow,0
P2nYQRo,P2nV6P0,0
NOYI,NOY4,0
6ZBVe7Zev,6zBezEv,0
Ffejt7XBs0,VeitXBs0,0
zKXIvsl,ZK4N5L,0
eiUJl6DcU,eJYbDCU,0
vwOugm,XwoUgm,0
Wi6EFd,w6EFd,0
YP4bJd,YP4bJDd,0
IZjiwONp,rziwOmN,0
f8FEdduO,f8EdduO,0
2HE7,2HET,0
jLMMgDN,^MMgDV,0
WUZ7,W3U1V7,0
FdPqO,FqP90,0
DjUm5,DjUm5,1
uIjdD2JOP,uYd2J0P,0
xGgbRD,4G8vD-D,0
AVp1,AVR,0
IXVN,4FzkN2J,0
auqreH,mzreH,0
9I3tIxUx,g3tW3llSoon,0
B8FCu,8DFC4u,0
sPw3g,SPW3Q,0
5E5H,5EH1,0
AcyriSHcO,ACy8SHC0,0
Ikyj2r,Ik$r2,0
BYmhVvM,BmY7N,0
dyLW,dYLwW,0
SKCF,SbF4J22C,0
fdaA,dY7Ap,0
JHHZ,JHNE,0
GHXW,G34x7W,0
YF87,YF83,0
RKKRs3Ur,R4k3S31r,0
pfMcLVor5,RMCVQr5,0
pVbLr,pVbN\R7,0
tIgE,TJG63,0
Ic34X,C3 4A,0
OAXK,4NJm5vaZ3Jt6,0
QAPQBRl9b,aPQbR196,0
mQ9yf68e4,mQyf6ge4,0
xU4U42g,XU4C29,0
QF77,aW7,0
ym94,YrM994,0
lggMdoq,1ggMdo9q,0
V47Gy3c,V4GN3C,0
EZZiCpGyy,Ez1fPGyy,0
ff3qPXse,f73qPXSе,0
WJspHw,WJSpH4z,0
LSaJi,L8v^J,0
Dzk9uAD,D>4vAD,0
0YcDtA,%D*A,0
vkT2Gx3,VXK2G*3,0
is2X1o,iS2z10,0
nm5sttj,nm5Stj,0
oBIxwg,0B1Xy9g,0
YFCB,YFQ8,0
6LIZESyRn,6V7ZSyRn,0
SiYksRV,SiYSRL,0
RiNo,RiN0,0
Dp2GW,D2QGW,0
GIcyn,GKyn,0
GCOK,G3bKk,0
XylqUc2,HyJdCC2,0
3KJHE5DwWv,3K7E5OWN4N,0
CMLb,CMLB7,0
7XsXzNO,7XSzNO,0
XtA3t,Xr43T,0
QOq66,QOq66,1
R7E5,RZB6,0
ZDsKH,ZV9SkH,0
Xzgps,X1g8pS,0
T65V,Tf65V,0
XEUS,XEV5,0
Kqg0p,K9oP,0
7INHe,11NHE,0
ynzE,yn3E,0
ozpE3Ijc7F,OzPE3Ij8,0
wn3N0G2,3NOG2,0
ByJn5,ByJN5,0
C4RF,C4rF,0
zVt8,zVt8,1
2f1L,2f^lL,0
XCYJ,Xc9tJ,0
aM4tP,aM4Pp,0
TTiv,T7iV,0
DWesjxG0,DVeSxGO,0
TGFV,7CA4,0
sTAQJ,ST^QJ,0
ju0uUTO,j40UUT0,0
NAB7,NAB7,1
WbDVm,wD4m9,0
R5V4,R5V4,1
0r6OInox,0r60Yno7,0
vrqA2t90,yRQ42z00,0
z2VTn,12Vv3N,0
cN88,cN88,1
thkQOU,4kQ0U,0
XIqmp9bM7,X7a8rp9bM7,0
eXQH,exQH7,0
C3Hf5MI,C3HV5M1,0
YCAR,YCAR,1
ksCRS9,kScRs9,0
yv4hTvR,yN473VR,0
MgUf,M8UEF,0
TyNQQjtzAT,T7nQQ7j4PT,0
E2HSG,E24SG,0
2T96,wT96,0
l3Xu9SD2j0,bXu9SDz0,0
KOHM,T6QWN4,0
QANT,Q4HpT?2,0
TGK4Q,TGK4Q,1
KM8ZPB,KM87Z4pB,0
8hp9,8h9g,0
pLReH,YLRH,0
fnKm,dY7m,0
TC2HM,C2HA,0
zrC4CVW,r7C4CVN,0
OoNZedA,00Z1EDA4,0
Wjv1,WjW7,0
Bi3K,Bj3K,0
Mmuz,A7mVZ,0
BPjOcd7,Bp0od7,0
0qeUdT,aKuT4,0
9Clf5,9Cx^5,0
A1g7Nm,A18rNm,0
tI0I5H,t9/0sH,0
8THX,8THX,1
fklrvyjh,fK9zZjN,0
3r7z,3XZ,0
m0OHa28,H8om,0
YK2R,yK2R,0
lmdRJRe,1mR1Re,0
L2S8,L2S8,1
gE54,9E54,0
244iyJJM,24kKjJM,0
VbKpu,Y0Kp4u,0
