Actual Solution,Predicted Solution,Result
rQFe,rofFe,0
znduWBOEh,zneUWBOEh,0
rc8G3EZ,rC8G3Ez,0
KQSW6,KQSW6,1
s2xo,"S2Xo
",0
GQ4eDrM6,GQ4eDM6,0
WXUQ,w7kUQ,0
hyL1a,"hl1a
",0
WI2HlKtzZb,"W2HktZ1b
",0
aWyd,"aWyd
",0
E2YQ,"E2YQ
",0
18ZS,"187S
",0
tiIpE,tIpE,0
sWiKLmwP,sWIlkLmWP,0
vWJTOS,vTvTOS,0
h6xuu1sw,"h6ru15w
",0
Mq6Dz,"M96DZ
",0
f89f6PaF35,f89pA735,0
qr4BN,qr4BN,1
wfcRG,"WfcRG
",0
aL8grEV,aL8greL,0
JQex,"JQex
",0
y0TQJM,"yOTqJM
",0
v6ZP,L6Zp,0
NDYQ,NDYFQ,0
VCDA70848,VCDA>0848,0
qjQglhG28,qP2gVhG28,0
G914K,"G94K
",0
WsW37eLln,WsW31eL1H,0
CQPP,CQPR,0
ALQD,ALQD,1
7ula8,"7uva8
",0
MRXWS,MP4WS,0
s2KkQ,"$2kKQ
",0
aa9z,"aa9z
",0
H2P9j,"H2p9j
",0
M7Xjg1,Xjgl,0
tPkf,tpk,0
g4fMAsnM,g7fMA5nM,0
JNXJ,Nf4tJ,0
APRVOxN7lh,APRVOX7W,0
o48L,"0478L
",0
RrP5D7H,RrP5D7H,1
TKAFo81mf,"vKAF08rnf
",0
9dA4sh,9dA5Sh,0
qZoMWk,"q7LOMWk
",0
htJ96ES,htJ96ES,1
sWQIbmC,swQIbmC,0
2aYg4,"2aYc94
",0
OWXnwuL,"oWxnwUL
",0
tO5L,"t05L
",0
xsh6fmv,"xsh6fnZ
",0
VMKH,VMKH,1
iP1BtDA,"jP7BTDA
",0
2rnb,"y72b
",0
eUSxACdm,"eUs-vAcdm
",0
pw8Tdu,"pw8TdU
",0
N9TH,N9rH,0
ZXZCM,"ZXLCQM
",0
6Wjv8da,6wjV8dq,0
RzbQ3zql,RzbQ3Z9V,0
lbEeJo,lbexejo,0
jGHXDI,GHXDİ,0
G9aed,G9ae4,0
g65vwF,"865VWXF
",0
F8JL,"F89L
",0
d3hg,d3ng,0
i0N834AJ,lOV834Aj,0
48lq,48q,0
VyzAo9,vẽA09,0
PlKy0CChU,"P1kyoccvu
",0
Vi5SEd1Ed1,vi5sEd1Ed,0
7K7xoJtB,1K7x9tB,0
KAJM,AJtW,0
CBRQ,CERU,0
sZKh,"sLKh
",0
dFwRYt,dWwRAt,0
oVLp0QgCa,OVL0QgCa,0
nqX75Nc,bqx75Nc,0
z6PwB,"Z6pwB
",0
Bn5Q2,B5Q2,0
sgn56qt,Sgn56qt,0
OOo6DK,"OOO6DK
",0
ub8oW,vbbg0wW,0
gDhViph,gDhvipħ,0
DX9B,"DX98B
",0
SVj8w6,sVj8w6,0
atzdo,axZdo,0
FH3V,AHBV,0
7HXM,"7ADVM
",0
JhHn,jhHn,0
JKJSDk,JKsDk,0
9mnZ2LT,gmNZ2lT,0
oAVpt,oAvpt,0
FxMAR,FxA1R,0
yMa7HYfx,"JMCa>HVfx
",0
JCLSn1AYs,Klsn1AYS,0
ahMl9NNFL,qAM9NVNFV,0
MCJq9q8Z,"WCJq980Z
",0
GFWB,"CFWB
",0
KYAU,Ky4c,0
6QwK,"6QwK
",0
IeqGwj80,Ie9G4j80,0
jOyipvTq,x0yiTvTq,0
d4ZLbvd4,d4DLbvA4,0
9m37,"9m31
",0
SzWy5,"sZwJ5
",0
CBCR,CBC R,0
vbqIflgp,"vbqfigp
",0
yI4rv,"yM7rN
",0
VXWT,VxWT,0
gk0tZMti,oZMt,0
TWPH,7N9RX,0
SC9Gf,"sc9GF
",0
BdAG5Ng,"BDA5NG
",0
1i0bh,1i0bh,1
bGMTq,"bGmTq
",0
dplW,"qP1W
",0
Sf9OES3,SF9OES3,0
iMP6,"iMpq6
",0
pZdpRXJXpg,pZqKpRXpg,0
RYXkr,Yxkr,0
QFLV,QF7k,0
jQQIZoz,jQQp7,0
4Lfx,"4Vfx
",0
YmAsGU,YmhAsGU,0
SBOb,"sBOb
",0
RYub7,"pxwb7
",0
P5WC,B5WC,0
yLj4T,"YLVJAT
",0
YQ1aTO5,"Yq1aT05
",0
sEbQl,"SEbQl
",0
pkL0VZ,pkL0VW,0
mNDW,"mNDw
",0
6DzZHJQX,6bDz1H7Qx,0
Rj8Eygh,Rj8Eygh,1
RG3N,"RG3N
",0
Y8AE,"Y8CAE
",0
zBtBzY,ZBxBzY,0
NM85,"NM8S
",0
gnYnbWYss,gHYMvbzYSS,0
TlJ4,Tj4,0
HY6Q,HybD,0
cCMdmgV,"CCMdngV
",0
osjevtv,"osjevtv
",0
GQNE,qONE,0
hSzgGOpn,"hrSTzgGOpn
",0
SouXSyoPE,"SOuzXsyoPE
",0
Bzca,BLca,0
RzBl6Vix,"pZBL6vIx
",0
dY2k4,dY2kA,0
Zgwn,GWn,0
UNB5B,"UN5BB
",0
lqOkrTAr,qOkITV,0
rJo7x6NRko,"rJ076Npko
",0
3v5I,325,0
VCGK,VCGZK,0
WNSF,WNSF,1
VVBY8tY,NVBY8tY,0
dFwm6y,"dkWmb6y
",0
8XoHBCAv,8X0HBCAW,0
FUPy,FUPY,0
xgSpBw,xogoSpBZw,0
vn3j5,L23j5,0
I809hjtyWr,I809hjtvzr,0
EbjrSQvE,"FbjrsqLE
",0
bLrVC,"bLrNC
",0
fZ1dZLC6r,"fz1dkevcr6r
",0
4v4uc,4L7uC,0
cIxrO,"CxrO
",0
M0V3,"M0V3
",0
mBDBMYD,mBBMyD,0
J7KR,J9KR,0
oSEwPw,OSEwpw,0
lpJvlQz3,"pJVlQz3
",0
IQSKe,"QSke
",0
W6C5,"VW6C5
",0
ym6c0v5,6cav5,0
8RPJCr5y,"8rP\Cr5y
",0
nJCy,nCy,0
5euEN,5exEN,0
DGKqb,DGkq6b,0
VF6T,"VF6T
",0
CPME,CRVE,0
AHSB6,"AKsB6
",0
7JS6,"7J5b
",0
wjXi,wjX₁,0
GZ5d,"Gz5d
",0
J5Rl6,"J5R/6
",0
vdttxGOz,"LqrtkgOZ
",0
y1LfpD0gD,"yYLfppD0gD
",0
6lfHIbSd,"6fHKbSd
",0
lqYGdyGF,"l9YGdyC3F
",0
fQiXfMNVs8,f0lxMNVS8,0
gGKOcbV5,8gGkOcbb5,0
lNBb,"lNBb
",0
OEWT,pEwT,0
sIEKRF4G,SIEkRf4G,0
YRWT,"YRWVT
",0
tIM2a3,"tM2a3
",0
RE83,Re83,0
cDQu3y,"CD@u3Y
",0
SCmmuZM,"$C^nnMZM
",0
LAXM,TAXM,0
CmeuMH,"CmeuMH
",0
q7so708,q>s0708,0
ZjH90WekY2,zjH90wekl2,0
XClafgfT,"xc1afgT
",0
FKKg,RKK9,0
40obs,4°OBS,0
4HWS,4HWS,1
ZTnYSGg3,zTnYsGg3,0
m7WF,R4U7YXt,0
qoMvaYz7,"qOMvaxe7
",0
rL5SzTTx,r5SZTKx,0
IJAF,"J4F7c00p
",0
JcXz,"cXz
",0
GfHBiE4mYg,GJHBiE4mJ8,0
REVA,"REVA
",0
KwvbL,"KwL,bL
",0
tbAfM,tbff1,0
pnlr,phlr,0
JKVS,JkWS,0
rBsp,rBSpp,0
AduEkr,AduFkr,0
IqPvWkgJ,"IqPVWkgJ
",0
Srzz,sxZz,0
gfFf,gHP,0
w1Hn2c3T,WkM2c3T,0
5R1VJ,"5rKNJ
",0
WON9z9GW,"WO9j9Gw
",0
XyC8,+XC8,0
ymnAF5F,ymnFja,0
1vs55YmR3,WS55Kp3,0
Ryudj6w,"Ryud6bw
",0
UH2ETwlaH,UH2EWraH,0
iDE29S,"iDE29s
",0
33qcYv5yI,"33xCYv5l
",0
x59GdWBJM,x<sup>5</sup>9GqyWBJM,0
sNRzI9r,SNRl9r,0
EpxKSis,FpxkSiS,0
N5Y5,N5y55,0
TODh,T00h,0
U5uH,USUHU,0
k8HoYq9,K8OYq9,0
ps88cEn8L,pSS8pCEh8L,0
AjyhT,Ajyh,0
DgPMC5AED,DgpMC5AED,0
EpEmCg,EPEmCG,0
SKcHTpU,"SKCHTwU
",0
6OeUV0j0,b0exv00,0
Rqmc,R9mC,0
g0CK,GOCK,0
oGjnpsjc,oGjnpSIC,0
dReh,"dreh
",0
aA76,"qA76
",0
8or1719v,"80k719v
",0
bx7dp,"bK7dp
",0
FSN6,FSNB,0
KSDN,"KSDPN
",0
3Ws5S,3W5S,0
bSgZ,"bs97Z
",0
kH6cl5sfs,tH6cL5FS,0
KRPPA,KRPA,0
CwF9,CwF9,1
XiS8fEWMj,Xls8fEWj,0
BenYGqth,BenXGqh,0
6FVNu8,6FNU8,0
UC2ifX38,wc2jf+38,0
Y6gqbh40,"Y6gabh40
",0
ydTNnI,"jd7NM1
",0
9ezvGXPU,"9ezvGxpvU
",0
FBNK,FBVK,0
k88dLNJ,"k8adLNJ
",0
ABRM,"ABRMV
",0
Jp23eLPXrB,"Jp23e<pxrB
",0
6u3K31Xnw,"6uj3pk31nw
",0
IBdVQwy,IBdvQWVy,0
AMueajv,AwUeaYV,0
wwl3D,"WWW13D
",0
8P3X,"8R3V
",0
G5tb,G5tb,1
HpEARALqqT,HPFARALq9T,0
TuGP4tQ,"TUGP4tQ
",0
mRgypK,mpgk,0
6IEna,"6PIEnrB
",0
GKRbvMA,"GKRbLMA
",0
WD3QN,WD3QN,1
Vo2AVo,"v02A1v0
",0
WWVKn,wwwMn,0
MWS8,"MW58
",0
MMCB,MMCB,1
6f3hZ5pO,"6f3hL5pO
",0
3vwsRk,"3wsR4
",0
PmIy8OKG,pmIy8OkG,0
wX7Qffy5,WtxOffYs,0
VWrguxc,"KWigUxc
",0
N2NGuYFAM,N2GYAM,0
FJwjjQG,"FJlzjxoG
",0
XCQ7hBr,"xCQ^hBr
",0
B2UN,"B2wW
",0
QDNsh6q,"QDNSh69
",0
DI46XwO,"D146XwO
",0
CoFx,COEX,0
UANY,UANNV,0
MNRE,"MRRL
",0
D2zu315bh,"D2lu3k5bh
",0
RBjtq,RBjt9,0
FdGixj,Fdg.xj,0
rzhc,"K7hC
",0
Ojko9qP4m,"Ojk099p4m
",0
CpvO,"CpL0
",0
TR8U,TR&U,0
CGJC,QGC,0
hp8h8,hp8h8,1
IB1c1,lB1c1,0
SVNE,"SVNE
",0
4SWB,"NSC5
",0
FUHJqX,FUHJ@x,0
Oe1udo,"oeYudo
",0
JRFYZ,"RFRZ
",0
4KEX,uKEX,0
M2KeQDg,"M2keqDg
",0
jVzpIfX9S,"jvzplfx9S
",0
5dF0z7,"5df0Z7
",0
NR8E,"NR8E
",0
4D3mVq,4D3mVq,1
88yQU,∞8yqU,0
AikMjGz,"A1KMjGZ
",0
yWSt0J,YWsxOj,0
KV8AB,KRAB,0
5XY4,"5XY4
",0
r3p3xr,"7o3p3xv
",0
PS3fd3,pS3fd3,0
RjE88m,"RjE88pm
",0
Anqsdxb,Ahasaxb,0
aNitvvr3,ANITVVR3,0
ivVkCW,"lVvKcW
",0
Zpkp,"ZpkP
",0
PvGlnZ,PVGNZ,0
lEH1W7,IEH1,0
PXHY,P4HY,0
nrq5h0B0D,hr95n0B0D,0
2vJ1Hz,"2VJHZ
",0
FkA9eg3gD,FkA9e83xD,0
45Da,"45DDa
",0
FSJH,F5Jthk,0
ccet,cCet,0
iywaLdr,"iywaldr
",0
3gA2X,"3gA2x
",0
LEECY,LEECY,1
B1KojXgTW,BK0xgj7w,0
GZTRM,"GZTRIM
",0
quUh4,aUkH4,0
SnPKQ7p,"snpk7qP
",0
Buouc,"BUOUz
",0
mz7Gh4,mZ7Gh4,0
WfoqW2,WjfOqW2,0
dKXJZXE,dJyZE,0
FgQ5,"F9C5
",0
MrTEiqKj1,MVEiqkj1,0
E8ijkx9niQ,"E8ijkx9niQ
",0
FNd5Rw5f5B,"FNq5Rw5f5B
",0
jjYd8Xy4Pc,jjyd8yv4pC,0
KNNY,LA9Y7,0
9I4Sa7,9I4sa7,0
HssJZPy0F,HSSJ>yOF,0
rF66oF7CB,rF6607cB,0
YFg5,Yf8g5,0
K3aFU3,K3A FU3,0
mZaaR5w,"mzaar5w
",0
L7DRmZ,N7DRmz,0
VSju,vsijv,0
V8ZP,V8zP,0
lEx98o,lEk980,0
1cgDbZmDL,"KgDbKzmDL
",0
rBZdVRWw,rB7qJRWw,0
RNEG,BAPEEG,0
JXMk9h,Jzt9h,0
QyxP56f,"Qyxp56f
",0
2JGC,"2jGC
",0
34STo,3450,0
ruHE,ruHE,1
17eTPeP,r7ep9p,0
LcPJl,LCRj,0
t1zX,t1Zx,0
LVZNs6,Ly1Ns6,0
fMLYcAH,fMLvCAh,0
EETS3,EE53,0
THHN,7H4V,0
lU0QFV4,bU0qF4,0
k4KOuMXj,"k4T0uM4j
",0
FKNA,"FKNA
",0
SWcYxiUlCe,SWCYxZUCe,0
mbXFZaW9,mbxFZaW9,0
c2JJB,c2jB,0
3FXG,"3FXG
",0
rZINbRpr,rZ1NbRbY,0
tOdarIL,XodarLV,0
JyJ68K,Jy1684,0
dRgB,zRgB,0
UXT7U,UXT7U,1
NHPT5,NHHR5,0
QmSg,"Qmsy
",0
Ltq1,lxa1,0
YRT3,"YRT3
",0
8wIyQ,"8wLYQ
",0
O7LN71,"8fN71
",0
