Actual Solution,Predicted Solution,Result
PkRo1bnn,PKR01bhn,0
BbxN6h,bXv6h,0
KKpojbkW,KKPOjbK,0
eswyr,"ESWYR
",0
s76V,S76V,0
H78hczN7,"H18%CZN7
",0
CR63,CR53,0
rQFe,rOfE,0
znduWBOEh,NEWBOEHW,0
rc8G3EZ,RC8G3EZ,0
KQSW6,"KQSW6
",0
s2xo,S2XO,0
GQ4eDrM6,GΩ4EDM6,0
WXUQ,WK4Q0,0
hyL1a,h∠1a,0
WI2HlKtzZb,"W2HktZlB
",0
aWyd,aWyd,1
E2YQ,E2%Q,0
18ZS,"18ZS
",0
tiIpE,TXPE1,0
sWiKLmwP,"SЛ1*L mWP
",0
vWJTOS,VTOS,0
h6xuu1sw,h6ru15w,0
Mq6Dz,M96DZ,0
f89f6PaF35,!8qPa^35,0
qr4BN,a4BN,0
wfcRG,WfcRG,0
aL8grEV,aL8grE7,0
JQex,JQexr,0
y0TQJM,YOTQJ,0
v6ZP,Z6ZP,0
NDYQ,MDYR265,0
VCDA70848,VCD A>0848,0
qjQglhG28,q2gvhg28,0
G914K,"G94K
",0
WsW37eLln,WSW31el1H7,0
CQPP,CQPR2,0
ALQD,ALQD,1
7ula8,7uvas,0
MRXWS,"MPXWS
",0
s2KkQ,"S2K KQ
",0
aa9z,aqz,0
H2P9j,"H2pqj
",0
M7Xjg1,XjglM,0
tPkf,tPk,0
g4fMAsnM,g7fMASnM,0
JNXJ,N7K3U,0
APRVOxN7lh,ARVOX7W,0
o48L,"048L
",0
RrP5D7H,RP5DH,0
TKAFo81mf,KAF08nf,0
9dA4sh,"9dASh
",0
qZoMWk,9LZOMWK,0
htJ96ES,"htj06ES
",0
sWQIbmC,SWQ1bmC,0
2aYg4,2ayg4,0
OWXnwuL,"OWXnWUL
",0
tO5L,"t05L
",0
xsh6fmv,xsh6fnZ,0
VMKH,VMKH,1
iP1BtDA,P7BTDA,0
2rnb,y7zb,0
eUSxACdm,"eUS-1A~dm
",0
pw8Tdu,pW∂TdU,0
N9TH,N9TH,1
ZXZCM,ZXLMQM,0
6Wjv8da,6wjv8dq9,0
RzbQ3zql,Rbq3Z91,0
lbEeJo,1bEjo,0
jGHXDI,GHXD1,0
G9aed,G9ae4,0
g65vwF,85V1XF9,0
F8JL,"F8GL
",0
d3hg,"d3ngg
",0
i0N834AJ,"lOV834J
",0
48lq,48q1,0
VyzAo9,VAO0,0
PlKy0CChU,PXYOCVU,0
Vi5SEd1Ed1,V5SED1Ed,0
7K7xoJtB,K7x0t8,0
KAJM,AJWN,0
CBRQ,CER7,0
sZKh,SLKH,0
dFwRYt,dWR4t,0
oVLp0QgCa,OVL0qgCa2,0
nqX75Nc,"BqX75NC
",0
z6PwB,z6pwB,0
Bn5Q2,"B15Q2
",0
sgn56qt,"S9n56qt
",0
OOo6DK,0006DK,0
ub8oW,v80w,0
gDhViph,"gDhvIpH
",0
DX9B,DX9B,1
SVj8w6,V8W6,0
atzdo,&Z0,0
FH3V,PHBV,0
7HXM,7ADV,0
JhHn,H7N9,0
JKJSDk,"KJS DK
",0
9mnZ2LT,"9nZ2ZT
",0
oAVpt,"OAVpt
",0
FxMAR,FMrAR,0
yMa7HYfx,LMC>HVfx,0
JCLSn1AYs,CLSN1AYS,0
ahMl9NNFL,qM9NVNFV,0
MCJq9q8Z,"WCJ980Z
",0
GFWB,CFWB,0
KYAU,"KY4K
",0
6QwK,6QwK,1
IeqGwj80,"Ie9G4j80
",0
jOyipvTq,oYIVT9q,0
d4ZLbvd4,dXLbV4,0
9m37,"9m31
",0
SzWy5,SZW155,0
CBCR,BCOR,0
vbqIflgp,bqflg p,0
yI4rv,x7rN,0
VXWT,"VXWT
",0
gk0tZMti,0ZMt.i,0
TWPH,7NBRK,0
SC9Gf,"SC9Gf
",0
BdAG5Ng,BDAG5NGG,0
1i0bh,10bh,0
bGMTq,bGMTQ,0
dplW,P1W,0
Sf9OES3,SF9OES33,0
iMP6,IMp6,0
pZdpRXJXpg,P2crRXJXpG,0
RYXkr,"YXRr
",0
QFLV,"QF7K
",0
jQQIZoz,jQOz,0
4Lfx,4Lyx,0
YmAsGU,"YMASGU
",0
SBOb,SB0B,0
RYub7,"pywb7
",0
P5WC,"B5WC
",0
yLj4T,"VJAT
",0
YQ1aTO5,"YQ1aTO5
",0
sEbQl,SEbol,0
pkL0VZ,"pkLOWZ
",0
mNDW,MDNW,0
6DzZHJQX,6DZIHLQ1X,0
Rj8Eygh,"RJ8EYgh
",0
RG3N,"RG3N
",0
Y8AE,Y&AE,0
zBtBzY,ZBXBZ,0
NM85,NBS,0
gnYnbWYss,"gNZKbVzYSs
",0
TlJ4,TJ4,0
HY6Q,HYBD,0
cCMdmgV,CMdh8V,0
osjevtv,"osjevtv
",0
GQNE,QONE,0
hSzgGOpn,"hS7gOpn
",0
SouXSyoPE,"SO4XSY0PE
",0
Bzca,"BLca
",0
RzBl6Vix,RZBL6VIX,0
dY2k4,Y2K4,0
Zgwn,GWN,0
UNB5B,UNSB,0
lqOkrTAr,QOKTV7R,0
rJo7x6NRko,"rJ076NKo
",0
3v5I,325,0
VCGK,VGCK6,0
WNSF,"WNSF
",0
VVBY8tY,"VB8tY
",0
dFwm6y,"d4Wm6Y
",0
8XoHBCAv,8XHBCAV,0
FUPy,"FUPY
",0
xgSpBw,X0gSpBŁZ,0
vn3j5,"v23j5
",0
I809hjtyWr,80hjtvlr,0
EbjrSQvE,FbiRSQLĘ,0
bLrVC,bLRC,0
fZ1dZLC6r,"fz1dKvC6r
",0
4v4uc,"4L*uC
",0
cIxrO,"CxrO
",0
M0V3,"N0Y3
",0
mBDBMYD,MBMYD,0
J7KR,JKR8,0
oSEwPw,OSEWPDW,0
lpJvlQz3,"PJVIQZ3
",0
IQSKe,QSke,0
W6C5,VW6C5,0
ym6c0v5,y6ca5,0
8RPJCr5y,"8rP/Cr5y
",0
nJCy,n'C4,0
5euEN,5euN,0
DGKqb,DG9bK,0
VF6T,"VF6T
",0
CPME,"CAVE
",0
AHSB6,AHSB6,1
7JS6,"7JS6
",0
wjXi,"WjX1
",0
GZ5d,G25d,0
J5Rl6,75R/6,0
vdttxGOz,LotkOZ,0
y1LfpD0gD,YLPpDOgD,0
6lfHIbSd,"6fHbvSd
",0
lqYGdyGF,"9GdV3F
",0
fQiXfMNVs8,fixMNVS8,0
gGKOcbV5,8Gk0c6y5,0
lNBb,"INBb
",0
OEWT,EWT,0
sIEKRF4G,"SJEKRF4G
",0
YRWT,"YRWVT
",0
tIM2a3,"tM2a3
",0
RE83,R8S3,0
cDQu3y,"D@USY
",0
SCmmuZM,SCnmUZM,0
LAXM,TAXM,0
CmeuMH,CmEuMH,0
q7so708,q>s0708,0
ZjH90WekY2,jH90wek2,0
XClafgfT,"c1afgT
",0
FKKg,TK97,0
40obs,"4°OBS
",0
4HWS,4HWS,1
ZTnYSGg3,ZTn'sG93,0
m7WF,RAT7XT,0
qoMvaYz7,q0Mva27,0
rL5SzTTx,l5SZTX,0
IJAF,"JAF4oop
",0
JcXz,cXZ,0
GfHBiE4mYg,GHBiE4m188,0
REVA,REVA,1
KwvbL,"KwL,bL
",0
tbAfM,tbF1N,0
pnlr,"pnlr
",0
JKVS,JKW5,0
rBsp,"r.BSp
",0
AduEkr,"AdUkErR
",0
IqPvWkgJ,QPWGJ,0
Srzz,SXLZ,0
gfFf,GFP1,0
w1Hn2c3T,"WKλ23T
",0
5R1VJ,5RKVJ,0
WON9z9GW,W0N9GWG,0
XyC8,X89,0
ymnAF5F,"ymnFq
",0
1vs55YmR3,WS55K73,0
Ryudj6w,Ru6bw,0
UH2ETwlaH,UHz2EWrah,0
iDE29S,ID29S,0
33qcYv5yI,3xCYL5L,0
x59GdWBJM,"x5GqWBJM
",0
sNRzI9r,"SNYR1/9r
",0
EpxKSis,"FPxKS'S
",0
N5Y5,NSYS5,0
TODh,T0h0h,0
U5uH,"USUHU
",0
k8HoYq9,K8OHY90,0
ps88cEn8L,pSs8cL,0
AjyhT,Ajh7t,0
DgPMC5AED,"DgpMC5AED
",0
EpEmCg,EPE3G,0
SKcHTpU,SKCHVW,0
6OeUV0j0,60ex000,0
Rqmc,R9mC,0
g0CK,"GOCK
",0
oGjnpsjc,OGnbsxC,0
dReh,dreh,0
aA76,"qA76
",0
8or1719v,80%719V,0
bx7dp,"BK7dp
",0
FSN6,FSNB,0
KSDN,"KSDPN
",0
3Ws5S,3WS5S,0
bSgZ,bs9z,0
kH6cl5sfs,"K6CLS5F
",0
KRPPA,KRPA,0
CwF9,"CWF9
",0
XiS8fEWMj,XIs8fENWJ,0
BenYGqth,"BEnXGqYh
",0
6FVNu8,6FN18,0
UC2ifX38,vC2i≠38,0
Y6gqbh40,"Y6g4bh40
",0
ydTNnI,yd7NM1,0
9ezvGXPU,9eZVQXPU,0
FBNK,FBWK,0
k88dLNJ,k8adLNJ,0
ABRM,ABRM,1
Jp23eLPXrB,"jP<3e<pXR8
",0
6u3K31Xnw,6u3k31+nw,0
IBdVQwy,IBdVQWY,0
AMueajv,A&qYv,0
wwl3D,W13D,0
8P3X,8RXV,0
G5tb,G5tb,1
HpEARALqqT,"HPRARLq9T
",0
TuGP4tQ,TUGP4TQ,0
mRgypK,mRp9pk,0
6IEna,"6TEh8B
",0
GKRbvMA,GLRBLMA,0
WD3QN,WD3QN,1
Vo2AVo,"V02A10
",0
WWVKn,WWWKN,0
MWS8,"MWs8
",0
MMCB,MNKB5,0
6f3hZ5pO,"6f3hz5p0
",0
3vwsRk,"3WSRK4
",0
PmIy8OKG,"pmIy8OKG
",0
wX7Qffy5,"WXOffY5
",0
VWrguxc,"KW1GUXC
",0
N2NGuYFAM,N2GYAM,0
FJwjjQG,"FJ2JQG
",0
XCQ7hBr,"xCQΛhBr
",0
B2UN,B2VW,0
QDNsh6q,"QDNS69
",0
DI46XwO,"D146XWO
",0
CoFx,COX,0
UANY,UANY,1
MNRE,"MRF7
",0
D2zu315bh,"D2Lu356h
",0
RBjtq,"RBjt9
",0
FdGixj,"FDG.XJ
",0
rzhc,"K√2C
",0
Ojko9qP4m,"Ojko9p4m
",0
CpvO,CPLO,0
TR8U,"TR&U
",0
CGJC,GCGC,0
hp8h8,hp88h8,0
IB1c1,B1C1,0
SVNE,SVNE,1
4SWB,"NSC5
",0
FUHJqX,FUHJax,0
Oe1udo,oeydo,0
JRFYZ,RFZ7,0
4KEX,KFXK,0
M2KeQDg,M2keqDg,0
jVzpIfX9S,"jvzpkx9S
",0
5dF0z7,"5df0z7
",0
NR8E,"NR8E
",0
4D3mVq,4D3mV9q,0
88yQU,8yQU,0
AikMjGz,A'KM'GZ,0
yWSt0J,WSX0J,0
KV8AB,"KRAB
",0
5XY4,"5XY4
",0
r3p3xr,7327x7,0
PS3fd3,PS3d3,0
RjE88m,RJ88m8,0
Anqsdxb,n4s4xb,0
aNitvvr3,AN/TVR33,0
ivVkCW,VVKWCW,0
Zpkp,ZpKP,0
PvGlnZ,PVGNZ,0
lEH1W7,EH1w7,0
PXHY,PTHY,0
nrq5h0B0D,nr95h0B0D,0
2vJ1Hz,2VJHZ,0
FkA9eg3gD,"FkA9e83&D
",0
45Da,45DA,0
FSJH,FSGX700,0
ccet,Cet,0
iywaLdr,iywaldL,0
3gA2X,3gA2x,0
LEECY,"LEECY
",0
B1KojXgTW,BOXg7x,0
GZTRM,GZTRIM,0
quUh4,UKh4A.,0
SnPKQ7p,SN7Q3P,0
Buouc,BVOUU,0
mz7Gh4,"mZGh4
",0
WfoqW2,WJfqW2,0
dKXJZXE,JZE4,0
FgQ5,F9C5,0
MrTEiqKj1,MVEIK1,0
E8ijkx9niQ,E8i9nQi,0
FNd5Rw5f5B,FN5RW5f5B,0
jjYd8Xy4Pc,"jydøky4pc
",0
KNNY,14VF7,0
9I4Sa7,9I4s7a,0
HssJZPy0F,"HSJS>yOF
",0
rF66oF7CB,"F607CB
",0
YFg5,y6g5,0
K3aFU3,K3A7U3F,0
mZaaR5w,mzaR5w,0
L7DRmZ,7ORMZ,0
VSju,VS1J7,0
V8ZP,"√8≥P
",0
lEx98o,LKG80,0
1cgDbZmDL,KgdDkzmLではない,0
rBZdVRWw,xBL1aRWNW,0
RNEG,RPEG,0
JXMk9h,"J≥9h
",0
QyxP56f,"QY56f
",0
2JGC,2JGC,1
34STo,3450,0
ruHE,rUH7E,0
17eTPeP,7epev,0
LcPJl,LCR,0
t1zX,t12X,0
LVZNs6,"Ly1NS6
",0
fMLYcAH,FMLCAH,0
EETS3,E8S3,0
THHN,7AWV,0
lU0QFV4,U0QF4,0
k4KOuMXj,"K4OUM4J
",0
FKNA,FKNA,1
SWcYxiUlCe,"SWCYxUCe
",0
mbXFZaW9,mbFZaw9,0
c2JJB,C2JB,0
3FXG,"3FXG
",0
rZINbRpr,R2NBrR,0
tOdarIL,odqrlL,0
JyJ68K,Jy6874,0
dRgB,"7RG B
",0
UXT7U,"UX7U
",0
NHPT5,"NHR5
",0
QmSg,Qmsy,0
Ltq1,LtaL,0
YRT3,YRT3,1
8wIyQ,"8WLYQ
",0
O7LN71,0N71,0
