Actual Solution,Predicted Solution,Cross Checked Solution,Result,Similarity,Similarity (Non Case-Sensitive)
SouXSyoPE,SouXsyORE,SOzXsyoPE,0,0.6666666666666666,0.8888888888888888
fnKm,f1km,f1km,0,0.5,0.75
rSGjoOj,rSG00j,rSGjOOj,0,0.8571428571428571,1.0
vzDqIAvpe,vZDq1Avpe,VZdqVAvpe,0,0.5555555555555556,0.8888888888888888
dKXJZXE,JZE,OJYZXE,0,0.6153846153846154,0.6153846153846154
3vwsRk,3VwsRk,3wsR4,0,0.7272727272727273,0.7272727272727273
QSeAe,QSpAe,Qs8Ae,0,0.6,0.8
PtfMm9,ptfMh9,ptfMh9,0,0.6666666666666666,0.8333333333333334
DZ53IZX,D5311x,D5311x,0,0.46153846153846156,0.6153846153846154
WdbC,Wdbc,Wdbc,0,0.75,1.0
mMq7EaBHx,nM9EBHx,mnM97EcABHx,0,0.7,0.8
vzDqIAvpe,VZdqVAvpe,VZdqVAvpe,0,0.5555555555555556,0.8888888888888888
3KJHE5DwWv,3KjHE5DwWN,3KyHE5DnykV,0,0.5714285714285714,0.6666666666666666
BQgptvK,BQgpZVVK,BQgxVK,0,0.6153846153846154,0.7692307692307693
HsaYejlFQ,HsaYe!FQ,HsayejiFQ,0,0.7777777777777778,0.8888888888888888
PAfbBZF,PAfB7LF,PaFpb7LF,0,0.4,0.6666666666666666
OjzrO0,OJroo,OjZpOO,0,0.5,0.6666666666666666
uE2w7K,LUE2W7A,UIE2W7A,0,0.46153846153846156,0.7692307692307693
pHIgS,pHIgsS,pHgS,0,0.8888888888888888,0.8888888888888888
6xMGb,6XMB,6xMGB,0,0.8,1.0
5qt8lsi,59t8Si,59testSi,0,0.5333333333333333,0.5333333333333333
uHrGRWcP,uHrGrWCP,uHrGrWCp,0,0.625,1.0
etA3vV,etA3VL,etA3VW,0,0.8333333333333334,0.8333333333333334
iDE29S,iD29s,iDE29s,0,0.8333333333333334,1.0
AduEkr,AdUkEr,AdUIEkr,0,0.7692307692307693,0.9230769230769231
rYovXw,XYOXW,rY0vXW,0,0.6666666666666666,0.8333333333333334
ZjXGzfF9Oc,jxXGZf90c,jxXGZf90c,0,0.631578947368421,0.7368421052631579
zvraLcRJI,Zv~aLcRJI,ZVaLcRJI,0,0.7058823529411765,0.9411764705882353
VKGgi,v+Gg1,vXGGl,0,0.2,0.6
dKXJZXE,oFyZxE,gJyZxLE,0,0.42857142857142855,0.5714285714285714
K0QBsgp6,K0QBs8p6,K0QBsgp6,1,1.0,1.0
8XoHBCAv,8XC0HBCA V,8XOHBCAV,0,0.75,1.0
rZINbRpr,RNBrR,R2I7NbRbYr,0,0.5555555555555556,0.6666666666666666
YFg5,Yg5,YFg5,1,1.0,1.0
jf4mSA2,jf4mSA2,Jf7mSA2,0,0.7142857142857143,0.8571428571428571
uwjTi,uZjTi,uZjTi,0,0.8,0.8
NpKBy,NpBy,NpKBJ,0,0.8,0.8
LcUvaGa,LCwAGa,LcWvqgGa,0,0.6666666666666666,0.6666666666666666
4kGRe,4KGR,XkGRge,0,0.7272727272727273,0.7272727272727273
l3Xu9SD2j0,bxu9SD2x0,vXu9SDz0,0,0.6666666666666666,0.6666666666666666
A3zSVRF,ABzSVrF,A3zSVRE,0,0.8571428571428571,0.8571428571428571
VavUb,aUbb,aUb,0,0.75,0.75
IHsBxfYuD,IHSBxKvD,IHSBxKwd,0,0.47058823529411764,0.7058823529411765
osjevtv,osjevrv,osjevtV,0,0.8571428571428571,1.0
CAlHMk,CA7HMK,CAzHMk,0,0.8333333333333334,0.8333333333333334
OjzrO0,Ojr,OjNroO,0,0.6666666666666666,0.6666666666666666
K40QGuxlI,KA00GUx4I,K400Guxl1,0,0.7777777777777778,0.7777777777777778
zVhqItoUA,Zvw9ltauA,Zvw9ltauA,0,0.2222222222222222,0.5555555555555556
YFg5,YFg5,Y7g5,0,0.75,0.75
x1mo,x1m0,x1m0,0,0.75,0.75
nMeorW,newW,nmneorvw,0,0.5714285714285714,0.8571428571428571
0eWWN,OELZWN,oezWN,0,0.6,0.6
J6Zg,J6Zg,J6Z9,0,0.75,0.75
sIEKRF4G,SIEKRF4G,SIEkRf4G,0,0.625,1.0
4Lfx,4Lfx,4Lyfx,0,0.8888888888888888,0.8888888888888888
2xBywz,2XBLwZ,2XBwZ,0,0.5454545454545454,0.9090909090909091
FkA9eg3gD,FkA9e83xD,FkA9e83xD,0,0.7777777777777778,0.7777777777777778
Qhhosp,QnhOsp,QnhOsp,0,0.6666666666666666,0.8333333333333334
qq4em6iN,a94em6/N,a94em6iN,0,0.75,0.75
sbZpPNvhY,sbZPpNvY,sbZppNvwY,0,0.7777777777777778,0.8888888888888888
AweT,AWetT,AWeT,0,0.75,1.0
pkL0VZ,pkLOVZ,pkLOvw,0,0.5,0.6666666666666666
y6c4oZ,y6c40Z,y6c40z,0,0.6666666666666666,0.8333333333333334
6gwW,6GWV,6GWvW,0,0.4444444444444444,0.8888888888888888
rZINbRpr,r<=NbRPr,R2IINbRbR,0,0.47058823529411764,0.7058823529411765
zH8aRa,ZH8arRa,ZH8aRda,0,0.7692307692307693,0.9230769230769231
zHUow,ZHnOW,ZHUOW,0,0.4,1.0
w1mi3EQ1,wmi3EQ1,W1m3EQ1,0,0.8,0.9333333333333333
AWYV,aWYkN,aWYkN,0,0.4444444444444444,0.6666666666666666
09y5e,OgySe,09y5e,1,1.0,1.0
rL5SzTTx,L5SZTkX,r5SZTKx,0,0.6666666666666666,0.8
QDIwZbj,qDIwzbj,QDIwZbJ,0,0.8571428571428571,1.0
Tjne,TUJE,TUVE,0,0.25,0.5
h6xuu1sw,horuu1sw,h6ruU15w,0,0.625,0.75
78z5Dc,78l5Dx,78l5Dx,0,0.6666666666666666,0.6666666666666666
rxEl,rXEI1,rxeI,0,0.5,0.75
VbKpu,bkpu,Vbkpu,0,0.8,1.0
3gA2X,3gA2x,3gA2x,0,0.8,1.0
exgs,exgs,exgs,1,1.0,1.0
u75N,u>5N,u>5N,0,0.75,0.75
3NVEpzp,3NVEPZ,3NVepZ,0,0.6153846153846154,0.9230769230769231
atzdo,axZdo,axZ0,0,0.2222222222222222,0.4444444444444444
78z5Dc,78z5D&,7875Dx,0,0.6666666666666666,0.6666666666666666
wCwdZc,WCDWZC,WCWDZ5,0,0.3333333333333333,0.8333333333333334
Ad25YTCQ,A25TCQ,Aq25yTCq,0,0.625,0.875
wCwdZc,WCDZ,WCWDZ5,0,0.3333333333333333,0.8333333333333334
9zzL,9vZL,9vZL,0,0.5,0.75
rzhc,K2C,K7C,0,0.0,0.2857142857142857
OT3FhYKw,OT3hYKw,OT3zhYkw,0,0.75,0.875
7ula8,7uvas,7uva8,0,0.8,0.8
8XoHBCAv,8x0HBCAN,8XOHBCAV,0,0.75,1.0
S7wtR,S>wtR,SwltR,0,0.8,0.8
gR659D7r7h,gR659D7Xn,grR659d7pn,0,0.6,0.7
SCmmuZM,SCnmuZM,$C^nmZ^M,0,0.5333333333333333,0.4
s6lwXarzhD,s6lwXarzhL,s6lwXaPzZhD,0,0.8571428571428571,0.8571428571428571
rxEl,rxeI,rExl,0,0.75,0.75
foWNL1JU,fOKWNLDJU,fOKWNLDJU,0,0.7058823529411765,0.8235294117647058
CpvO,CpL0,CpL0,0,0.5,0.5
jNdzNLqPw,jdNxeNLqpw,jdxN19pw,0,0.35294117647058826,0.47058823529411764
6KAHAVZm,6kAHAvk>m,6KAHAVK2m,0,0.8235294117647058,0.8235294117647058
vn3j5,L123j5,L23j5,0,0.6,0.6
J4c0D2K,J4COD2K,J4COD2k,0,0.5714285714285714,0.8571428571428571
Ze9Mn,e9Mn,e9Mn,0,0.8888888888888888,0.8888888888888888
ZlFkJ5m,zlFk/5m,>FkJ5m,0,0.7692307692307693,0.7692307692307693
fVkX,fvk+,fvkt,0,0.5,0.75
6f3hZ5pO,6f3hZL5pO,6f3hz5pO,0,0.875,1.0
PvGlnZ,PVG7NZ,PVG7N7,0,0.3333333333333333,0.6666666666666666
xsh6fmv,xsH6fnV,xsh6fnZ,0,0.7142857142857143,0.7142857142857143
7l3T,73T,lT,0,0.6666666666666666,0.6666666666666666
hp8h8,hp88h8,hp8h8,1,1.0,1.0
5PBSoRiI,5PBSORiI,5PBsOril,0,0.5,0.875
sbZpPNvhY,sbZPpNVWy,sbZppNvwY,0,0.7777777777777778,0.8888888888888888
r0a1S,r0a7s,r0aIS,0,0.8,0.8
Tnjub,Tnj\b,TnJWb,0,0.6,0.8
tFUCE,TFUCE,TFUCE,0,0.8,1.0
3Yb76mT,3Yb76m1,3Yb76m1,0,0.8571428571428571,0.8571428571428571
ygQp,vgdqP,YgqP,0,0.25,1.0
QDNsh6q,qDNSh69,QDNSh69,0,0.7142857142857143,0.8571428571428571
YFg5,Y65g5,YFg5,1,1.0,1.0
JXMk9h,J79h,J279h,0,0.5454545454545454,0.5454545454545454
tUascgT,twasc9T,twascgt,0,0.7142857142857143,0.8571428571428571
Uj5daSb8I,U5dsb8I,Uj5dAsb8I,0,0.7777777777777778,1.0
wYcIjPZG,WYCLIFZG,WyclpZG,0,0.4,0.8
KPsD2fI,KsPR2fl,KpsD2f1,0,0.7142857142857143,0.8571428571428571
D0QvbF3j,dOQvbfF3j,dOQvbf3j,0,0.625,0.875
zvraLcRJI,ZVaLCRJI,Zv~aLcRJI,0,0.7777777777777778,0.8888888888888888
ILqxLErt,ALqXyRz,1qxvr2,0,0.42857142857142855,0.42857142857142855
Is9O,ls9O,b590,0,0.25,0.25
Jj1L1wE,jjVwWE,JjVxwWE,0,0.5714285714285714,0.5714285714285714
zH8aRa,ZH8ara,ZH8aRda,0,0.7692307692307693,0.9230769230769231
SouXSyoPE,SO4X5Y0PE,SozXsyoPE,0,0.7777777777777778,0.8888888888888888
G38Tg,G3878,G387T8,0,0.7272727272727273,0.7272727272727273
eKLJx,eLJx,ekLJx,0,0.8,1.0
FNd5Rw5f5B,FNd5R5W5f5B,FNq5Rw5f5B,0,0.9,0.9
quUh4,aukhA,aUk h4,0,0.5454545454545454,0.5454545454545454
d3hg,d3ng,d3ng,0,0.75,0.75
FYHuX,FYHlux,FyHlux,0,0.5454545454545454,0.9090909090909091
7EER,1EeR,1EEER,0,0.6666666666666666,0.6666666666666666
xQd4p43e,XQd9p43e,XQd7p43e,0,0.75,0.875
UlOCoH,UloCOH,u10COH,0,0.3333333333333333,0.6666666666666666
qiUH,qiUH,aICU,0,0.25,0.5
2qc7,299C,299,0,0.2857142857142857,0.2857142857142857
nX9WSBM,hX9wSB<sub>M</sub>,hX9wSB_M,0,0.6666666666666666,0.8
5joZDVN,"SVOLDV""",5VOLDM,0,0.3076923076923077,0.46153846153846156
5euEN,5exEN,5exN,0,0.6666666666666666,0.6666666666666666
m0llnC,moVhc,m0Vhc,0,0.36363636363636365,0.5454545454545454
JuAjee,JAEe,JuAeEe,0,0.8333333333333334,0.8333333333333334
Anqsdxb,Ahsxb,Ahasaxb,0,0.5714285714285714,0.5714285714285714
Xtbt1O,ttbX1O,xtbx10,0,0.5,0.6666666666666666
45Da,45Da,45Da,1,1.0,1.0
YfAgxv6Tn,VA8xv6n,YfA8xU6Xn,0,0.6666666666666666,0.6666666666666666
rHO0ssc,XHOOSSC,rHOOssC,0,0.7142857142857143,0.8571428571428571
8MFs,8MFs,8MrS,0,0.5,0.75
1d1Xfu,b7XfU,b7XfU,0,0.36363636363636365,0.5454545454545454
Ppdc996b6,ppdc996b6,ppdc996b6,0,0.8888888888888888,1.0
45Da,45Da,45Da,1,1.0,1.0
Hd0A8sry,HQDASRY,HqOAsrY,0,0.5333333333333333,0.6666666666666666
Anqsdxb,Anasaxb,Ahasaxb,0,0.5714285714285714,0.5714285714285714
C8Vz4QX,C8VZ4QX,C8VZL4QX,0,0.8,0.9333333333333333
fO4Of,f04Of,f04Of,0,0.8,0.8
nm5sttj,nm5Sttj,nm55tj,0,0.7692307692307693,0.7692307692307693
RzBl6Vix,RZBL6VX,pZBL6vIx,0,0.375,0.875
RI2P9,rK2P9,R12p9,0,0.6,0.8
nVhtWY,ntwY,NhtwY,0,0.5454545454545454,0.9090909090909091
88yQU,8SyqU,8yU,0,0.75,0.75
tm3GJ,TMBGJ,TM3GJ,0,0.6,1.0
0u2mhBU,OUr2wBv,OUr2wBV,0,0.2857142857142857,0.42857142857142855
cxul,CxUL,JxuL,0,0.5,0.75
yUO3dax,YU03dx,YU03dx,0,0.6153846153846154,0.7692307692307693
U1Ouj,U70uV,J70uV,0,0.2,0.2
N2lcvPbP,N2lcVp6P,N2lcVp6p,0,0.5,0.875
aWc483Jtw,aWC483jtW,awC483jtW,0,0.5555555555555556,1.0
eOclaH,ecloH,eocIoH,0,0.5,0.6666666666666666
QRphJ6y,QRphl6y,QRphj6y,0,0.8571428571428571,1.0
TLwoh,RvOh,mVOlh,0,0.2,0.4
VWrguxc,KWRgUxC,KwWgUxc,0,0.5714285714285714,0.7142857142857143
eICrS1u,erCrS,eCrSkl,0,0.6153846153846154,0.6153846153846154
l3Xu9SD2j0,vXu9SDz0,bxu9SDz0,0,0.5555555555555556,0.6666666666666666
e39v,e3gV9,e39V,0,0.75,1.0
34VNZ2xfOG,3AVNZ2xfOG,34VNZ2xfOG,1,1.0,1.0
bFTgA,BFTGA,BFTGA,0,0.6,1.0
atzdo,axZd0,axZdo,0,0.6,0.8
wtkav2vv2,wtka2vVV,wtkav2vV2,0,0.8888888888888888,1.0
5H4XPv,5H4xPL,5H9xPL,0,0.5,0.6666666666666666
6ue8etyv3,6u8ety3,6u8etyv3,0,0.9411764705882353,0.9411764705882353
1d1Xfu,b7XfU,b7XfU,0,0.36363636363636365,0.5454545454545454
oBUACb4,oBUACbx,oBUACbx,0,0.8571428571428571,0.8571428571428571
wwfEqT,WyEqK,WzyEqK,0,0.3333333333333333,0.5
gLtkxu,gLtktu,gLtku,0,0.9090909090909091,0.9090909090909091
vKqOuRIz,VkOURlz,WowOurPizl,0,0.3333333333333333,0.5555555555555556
ydMz3CV2,ydM3CV,ydM>3CVr,0,0.75,0.75
aA76,qA76,qA76,0,0.75,0.75
6rAY,6AY,6rA,0,0.8571428571428571,0.8571428571428571
Ppdc996b6,Ppdc996b6,ppdc996b6,0,0.8888888888888888,1.0
8Vd2G,8vd2G,8vdxg,0,0.4,0.8
mRgypK,mRpgkP,mrgpk,0,0.5454545454545454,0.9090909090909091
CMLb,cMLB,CMLB,0,0.75,1.0
6u3K31Xnw,buJpk31nw,6uj3pk31+nw,0,0.7,0.8
up3o2,Up302,Up3o2,0,0.8,1.0
EbjrSQvE,FBIrsQlE,FbirsqLE,0,0.125,0.625
wln1,win,w1n1,0,0.75,0.75
XiaN1,Xia21,xia1,0,0.6666666666666666,0.8888888888888888
Ijkcc,INKCc,IJKcc,0,0.6,1.0
iesDGlS,IESDGSL,IESDGCLS,0,0.4,0.9333333333333333
AVp1,Avvp,Avp,0,0.5714285714285714,0.8571428571428571
C0vBfrP,c0vefRP,c0VbfrP,0,0.5714285714285714,1.0
0eWWN,OezWN,oezWN,0,0.6,0.6
hf0qz,Hfo2Z,hf092,0,0.6,0.6
TYQA,TQA,TQA,0,0.8571428571428571,0.8571428571428571
rQFe,rOfE,roFe,0,0.75,0.75
ccet,Ccet,ccet,1,1.0,1.0
evp4uRp,evp4uRp,eVp4Rp,0,0.7692307692307693,0.9230769230769231
3NVEpzp,3NVErZp,3NVEPZ,0,0.6153846153846154,0.9230769230769231
gVM4,gVm4,gVm4,0,0.75,1.0
Buouc,BUVOZ,BUOYU,0,0.2,0.8
yUO3dax,yUo3qax,yU03dx,0,0.7692307692307693,0.7692307692307693
fO4Of,fO4Of,f04Of,0,0.8,0.8
2tgOv,2TGOv,2TGOV,0,0.4,1.0
quUh4,UKh4,aUk h4,0,0.5454545454545454,0.5454545454545454
rap8H6,rap8H6,rap8H6,1,1.0,1.0
6VSjBcNL,VSiBCN<,6VsBCNk,0,0.5333333333333333,0.8
C8Vz4QX,C8VZ4QX,C8VZ4QX,0,0.8571428571428571,1.0
IZjiwONp,rziviwONR,lZyiwONr,0,0.625,0.625
69Qhz4GV,92nZ4G,o92hZ4GV,0,0.625,0.75
6xMGb,6XMB3,6XMG8,0,0.6,0.8
Am49pc8,NA49pC8,Avn49pCc8,0,0.75,0.75
46jI9WM,46j9WM,6jDWNM,0,0.6153846153846154,0.6153846153846154
yRlsdrDd,YRSIdRd,jR^Sdrd,0,0.5333333333333333,0.6666666666666666
oyb7W,o'b7W,o`b7W,0,0.8,0.8
ZjXGzfF9Oc,jxGZf90c,jxXGZf90c,0,0.631578947368421,0.7368421052631579
AOqB,AQB,AOqB,1,1.0,1.0
h6tnpzy1,h6tnpZJA,h6tnp7jA,0,0.625,0.625
xgphOyo,xgraphOyo,xgoghOY0,0,0.5333333333333333,0.6666666666666666
eILpu3,ELPU3,ELPUS3,0,0.3333333333333333,0.8333333333333334
QGw2,QGw2,QGw2,1,1.0,1.0
AknNyo,AknnyO,AknnyO,0,0.6666666666666666,1.0
J6Zg,J6Z9,J6Z9,0,0.75,0.75
yI80LKpMF,yISOlKpMF,YITOLKPMF,0,0.5555555555555556,0.7777777777777778
Mt1XGUVm,MXGUvm,MITXGvvm,0,0.5,0.75
6L9Maje,6L9Maje,6L9MaJe,0,0.8571428571428571,1.0
4kGRe,4KGre,4xKGRe,0,0.7272727272727273,0.9090909090909091
bPOeTe,bPOete,bpOeteT,0,0.6153846153846154,0.9230769230769231
ZZtpptuKa,ZztpRtuka,Zztpp2,0,0.5333333333333333,0.6666666666666666
Jj1L1wE,JjVxwWE,JjVxwWE,0,0.5714285714285714,0.5714285714285714
FWAe3t9,FWAe3t9,F1Ae3t9,0,0.8571428571428571,0.8571428571428571
SnPKQ7p,SNAP7QP,snpk7qP,0,0.2857142857142857,0.8571428571428571
wXzk4p,zXzK4p,Zxk4p,0,0.5454545454545454,0.7272727272727273
Ppdc996b6,PpC906b6,ppdc996b6,0,0.8888888888888888,1.0
YegOxieih,YESOKIE,YegYakieIn,0,0.5263157894736842,0.631578947368421
4kGRe,XkGRge,4xKGRe,0,0.7272727272727273,0.9090909090909091
bGMTq,bgMTq,bGmTq,0,0.8,1.0
YFg5,Y65g,Yfg5,0,0.75,1.0
L1Qd4X,LRdA4x,LPOdAx,0,0.3333333333333333,0.5
u8t5c,u8t5c,u8t5c,1,1.0,1.0
GQ4eDrM6,GQ4eDM6,GQ4eDM6,0,0.9333333333333333,0.9333333333333333
Bfb36t,Brb36x,Bfb36x,0,0.8333333333333334,0.8333333333333334
CpVp,RVP,rVp,0,0.5714285714285714,0.5714285714285714
hK74,hK7A,hk74,0,0.75,1.0
zvraLcRJI,ZvraLCRIH,ZvaLcRJI,0,0.8235294117647058,0.9411764705882353
MSVMr4N,MsVr4N,Ms4Nr4N,0,0.5714285714285714,0.7142857142857143
P2nYQRo,P2nVQRO0,P2nkRO,0,0.6153846153846154,0.7692307692307693
c2Gm,C2Gm,CxGm,0,0.5,0.75
nBlg2YhAo,hBlsg2Yh0,hBlsc2Yh0,0,0.5555555555555556,0.5555555555555556
4vitovy5N,4V1O5N,4N10E5N,0,0.375,0.375
9zzL,9vZK,9vZL,0,0.5,0.75
o8ziqH,o8ziqH,o8ziqH,1,1.0,1.0
uHrGRWcP,UHRGWCp,uHrGrWCp,0,0.625,1.0
KKpojbkW,Kkpoibkw,KKpOjbKW,0,0.75,1.0
Ltq1,Lta1,lta1,0,0.5,0.75
wX7Qffy5,WxOffYs,WxOffYs,0,0.26666666666666666,0.6666666666666666
lqYGdyGF,19YdIvG3F,19YdJy3F,0,0.5,0.5
FkA9eg3gD,FkA%e&3&D,FkA9e83xD,0,0.7777777777777778,0.7777777777777778
rc8G3EZ,rc8G3EZ,rC8G3Ez,0,0.7142857142857143,1.0
FBEqqEv,FBEqEV,FBEaqEV,0,0.7142857142857143,0.8571428571428571
k4uXNK,f4UXNK,K4UXNK,0,0.6666666666666666,1.0
88yQU,s8yQu,8yqU,0,0.6666666666666666,0.8888888888888888
rSGjoOj,rSGooOj,rSGjOOj,0,0.8571428571428571,1.0
duHlxe,DuHLXE,DuHLXe,0,0.5,1.0
sbZpPNvhY,sbZppNvwY,sbZppNvwY,0,0.7777777777777778,0.8888888888888888
ekH9,eKTH9,eZH9,0,0.75,0.75
VKGgi,VGAGI,VxgGgI,0,0.5454545454545454,0.7272727272727273
