Actual Solution,Predicted Solution,Cross Checked Solution,Result,Similarity,Similarity (Non Case-Sensitive)
XzTZ,X2Tz,XZTZ,0,0.75,1.0
8bfR7wZi,8bfk7Zi,8bfKZi,0,0.7142857142857143,0.7142857142857143
Oecr5BfeS,0eCr5BEs,oecrushing,0,0.3157894736842105,0.5263157894736842
ihPZ6TU,ihR26Tu,i#R6TU,0,0.6153846153846154,0.6153846153846154
75SzrgYY,>s5srgyY,>531r8Y,0,0.4,0.4
TZbrbkds,TZbRbxs,TZBRXS,0,0.2857142857142857,0.7142857142857143
dENv,qEN2,QENW,0,0.5,0.5
lBorT,BorT,BORTR,0,0.4,0.8
3JaZL8l4e,3aZ8l4e,3aZ8l4e,0,0.875,0.875
tbAfM,tbfm,bf1n,0,0.4444444444444444,0.4444444444444444
ekH9,e7H9,e<tH9,0,0.6666666666666666,0.6666666666666666
zD8YHGiT,ZD8xVGIT,ZDG8YHGIT,0,0.7058823529411765,0.9411764705882353
nDIh,nDqh,nDph,0,0.75,0.75
MQsDbxdHL,MOSDbyctrl,MOSDbyDHL,0,0.5555555555555556,0.7777777777777778
YJ74,Y74X,Y74X,0,0.75,0.75
WI2HlKtzZb,W2HkTZ1b,W2HkT21b,0,0.4444444444444444,0.6666666666666666
o4BXO,OBKO,OBKO,0,0.4444444444444444,0.6666666666666666
TYQA,TQA,TQA,0,0.8571428571428571,0.8571428571428571
aWc483Jtw,aWC483jtW,awC483JtW,0,0.6666666666666666,1.0
9zzL,9VZ,9VZ,0,0.2857142857142857,0.5714285714285714
RzBl6Vix,pZBL6vIx,PZBL6VIX,0,0.375,0.875
XjlUssD,XjKUSSD,XKSDS,0,0.3333333333333333,0.5
WGn6,wGn6,WGn6,1,1.0,1.0
hybu,hyou,hyou,0,0.75,0.75
ZMkBM20,zMkBMr0,ZMKB>0,0,0.6153846153846154,0.7692307692307693
3u7e,3u^x,3u>e,0,0.75,0.75
qfww,qfwHzl,qfwHzl,0,0.6,0.6
ZlFkJ5m,zlFk/5m,Fk5m,0,0.7272727272727273,0.7272727272727273
bcKp3,BGC*P3,BCF+QP3,0,0.16666666666666666,0.6666666666666666
0vgGRZB,ONyGRB,ONGR7B,0,0.46153846153846156,0.46153846153846156
s597zC,S3971C,S3971C,0,0.5,0.6666666666666666
TBlNXcxk,TBIMActk,BLACK,0,0.15384615384615385,0.6153846153846154
1uSC,1uSc,1uSC,1,1.0,1.0
VWrguxc,KWRgUxC,KW1G4XC,0,0.14285714285714285,0.5714285714285714
Qhhosp,QnhOsp,QnhOsp,0,0.6666666666666666,0.8333333333333334
osjevtv,osjevrv,osjevtv,1,1.0,1.0
3npXrJt,3hpxXrt,3Hpxrt,0,0.6153846153846154,0.7692307692307693
fVkX,fvk+,fvk+k,0,0.4444444444444444,0.6666666666666666
y7D6AZJqN,J7D6AZqN,J7D6AZqN,0,0.8235294117647058,0.8235294117647058
eKLJx,eKLJx,eKLJx,1,1.0,1.0
88yQU,8SyqU,8yQU,0,0.8888888888888888,0.8888888888888888
awKJUj7ox,aWkJU7i7OX,WKJU70X,0,0.5,0.75
pHaa,P H A A,P H A A,0,0.18181818181818182,0.7272727272727273
NemBlK,NeMBK,NeMBK,0,0.7272727272727273,0.9090909090909091
AweT,AweT,AWT,0,0.5714285714285714,0.8571428571428571
jf4mSA2,jkmSA2,JkmSA2,0,0.6153846153846154,0.7692307692307693
ncJFVkno,nCKFVkno,MCJVkno,0,0.6666666666666666,0.8
ca7s5,ca7S5,cat5S7,0,0.5454545454545454,0.5454545454545454
Drtq,Dr7q,DrQ,0,0.5714285714285714,0.8571428571428571
kL368WEc,KL368WEC,KL368EC,0,0.6666666666666666,0.9333333333333333
fRtmmql2T,fRMnr912T,RMz912T,0,0.375,0.5
nMeorW,nmEorvw,newW,0,0.6,0.6
ccet,ccet,Cet,0,0.5714285714285714,0.8571428571428571
CMLb,cMLB,MLB,0,0.5714285714285714,0.8571428571428571
Ijkcc,INKCc,IJKCC,0,0.2,1.0
PAfbBZF,PaFbLF,P4b7LF,0,0.46153846153846156,0.3076923076923077
wI5ZdO,w\15z00,W5Z0,0,0.4,0.6
7csKI,7CsKi,7csI,0,0.8888888888888888,0.8888888888888888
eejA,eeiA,eeiA,0,0.75,0.75
SrP7,SR?7,SR?71,0,0.4444444444444444,0.6666666666666666
tOdarIL,todqrlL,odqrL,0,0.5,0.6666666666666666
u8t5c,u8t5c,u8t5C,0,0.8,1.0
7l3T,l3T,73T,0,0.8571428571428571,0.8571428571428571
Tjne,TVNE,TUNE,0,0.25,0.75
45Da,45Da,45Da,1,1.0,1.0
0vgGRZB,OV9GR7B,ONGR7B9G,0,0.4,0.4
NemBlK,NembBk,Ne mBk,0,0.6666666666666666,0.8333333333333334
6FVNu8,6FUNU8,6FUN8,0,0.7272727272727273,0.7272727272727273
fm0p1o,fm0p10,fmo10,0,0.5454545454545454,0.5454545454545454
5euEN,5euN,5euN,0,0.8888888888888888,0.8888888888888888
YKtFOLQY4,YkTFOk@YA,YKTFOK@YA,0,0.5555555555555556,0.6666666666666666
W2so,W2S0,W2SO,0,0.5,1.0
PjzDk,PjlDk,P1LDK,0,0.4,0.6
37UBR0J,37UBR0J,37UBROJ,0,0.8571428571428571,0.8571428571428571
vzDqIAvpe,vZDq1Avpe,VZq1AVNpE,0,0.3333333333333333,0.7777777777777778
uIkHn5ue,U*Hn5ue,UN5UleHN,0,0.125,0.625
uhQruYw,ruYW,horuYW,0,0.6153846153846154,0.7692307692307693
TBlNXcxk,TBlXcK,BLACK,0,0.15384615384615385,0.6153846153846154
hw7vVb,hw7vLb,hw7vlb,0,0.8333333333333334,0.8333333333333334
Eye66HW6HI,E6H6H,E66H6H,0,0.75,0.75
OTjrM,0jyRy,0JAVP,0,0.0,0.2
lSZj,lSzj,SZj,0,0.8571428571428571,0.8571428571428571
VKGgi,VXGGI,VGAGGI,0,0.36363636363636365,0.7272727272727273
ZOlE,lQE,10E,0,0.2857142857142857,0.2857142857142857
zvraLcRJI,ZvraLCRJI,ZVLCRJI,0,0.5,0.875
quUh4,aukhA,UK4A,0,0.4444444444444444,0.4444444444444444
CpVp,RVP,RVIP,0,0.25,0.25
KKpojbkW,KKpOibkW,KKPOjbkW,0,0.75,1.0
3gA2X,3gA2x,3gA2x,0,0.8,1.0
9iOuWKs,9iouwnks,9OUVKTS,0,0.42857142857142855,0.7142857142857143
OjzrO0,OjZroo,OJO,0,0.4444444444444444,0.6666666666666666
Ze9Mn,e9Mn,e9Mn,0,0.8888888888888888,0.8888888888888888
dpqdqxTt,d9XT,d9XTk,0,0.3076923076923077,0.46153846153846156
akfYEb,akfYEb,akfYEB,0,0.8333333333333334,1.0
rc8G3EZ,rc8G3EZ,RC8G3EZ,0,0.7142857142857143,1.0
fnKm,fkKm,1km,0,0.2857142857142857,0.5714285714285714
U5uH,USUH,USUHV,0,0.4444444444444444,0.6666666666666666
8aemX,genmx,glemx,0,0.4,0.6
6Wjv8da,6w4jV8da,6w3v8dq9,0,0.5333333333333333,0.6666666666666666
hyL1a,h<1a,h<1a,0,0.6666666666666666,0.6666666666666666
DgPMC5AED,DgpnC5AED,DgpMC5AED,0,0.8888888888888888,1.0
vzDqIAvpe,vZq1Aype,VZq1AVNpe,0,0.4444444444444444,0.7777777777777778
V0rD,V0xD,V0XD,0,0.75,0.75
wXzk4p,zXzK4p,ZLK4p,0,0.36363636363636365,0.7272727272727273
zfvyFP,Z1VYep,Z1YVP,0,0.18181818181818182,0.5454545454545454
1daMKcm,zdaqkcm,todaycm,0,0.5714285714285714,0.5714285714285714
L1Qd4X,LRdA4x,LOADAX,0,0.3333333333333333,0.5
lQlskUPy,QISKPY,QUSKPY,0,0.42857142857142855,0.7142857142857143
tnjbUU5Hq,tnjbw5H,tnjb5H,0,0.8,0.8
6VSjBcNL,VSiBCN<,6VSBCN<,0,0.6666666666666666,0.8
SnPKQ7p,snpk7qP,SNP7QP,0,0.46153846153846156,0.7692307692307693
bhbnX6w,mbN+w,bMn6w,0,0.6666666666666666,0.6666666666666666
Fcx3x7,FLX3X1,FL3X1,0,0.36363636363636365,0.5454545454545454
fZ1dZLC6r,fz1dKevc6r,fz1dKvC6r,0,0.6666666666666666,0.7777777777777778
P5LshzyT,P5lashzKT,PSHZT,0,0.3076923076923077,0.7692307692307693
j4jIYAb,j4jLYAb,J4JYAb,0,0.6153846153846154,0.9230769230769231
XbtM,XbtM,xbtM,0,0.75,1.0
exgs,ExgS,Exgs,0,0.75,1.0
AweT,AWET,AWT,0,0.5714285714285714,0.8571428571428571
PtfMm9,PtfMh29,ptfMh9,0,0.6666666666666666,0.8333333333333334
nMeorW,nMEorW,newW,0,0.6,0.6
rQFe,roFe,rOfE,0,0.25,0.75
eOclaH,ecloH,eClOH,0,0.5454545454545454,0.7272727272727273
pOmc44,pOmC44,p0mC44,0,0.6666666666666666,0.8333333333333334
SJTU,sTU,sTU,0,0.5714285714285714,0.8571428571428571
CqZ3,CQL3,CQZ3,0,0.75,1.0
XhKfUplot,xhKfUpOx,xhkfUOX,0,0.375,0.75
dKXJZXE,dfHJZxE,JZXE,0,0.7272727272727273,0.7272727272727273
RXNC5,R4NC5,R+C5,0,0.6666666666666666,0.6666666666666666
5euEN,5exEN,5euN,0,0.8888888888888888,0.8888888888888888
yzV9gF3dXC,vZVg8r3dXCh,yZv8z3dXc,0,0.5263157894736842,0.7368421052631579
5euEN,5eUN,5exN,0,0.6666666666666666,0.6666666666666666
uwjTi,uZjTi,UjTi,0,0.6666666666666666,0.8888888888888888
Lq5bS,La5bs,L5bs,0,0.6666666666666666,0.8888888888888888
yUO3dax,yUo3qax,YU03dx,0,0.6153846153846154,0.7692307692307693
dN1d,Dm>d,DM>d,0,0.25,0.5
L3gtuKi,38tWKiL,38tWKiL,0,0.5714285714285714,0.5714285714285714
CpvO,CPLO,CPLO,0,0.5,0.75
tbAfM,tbF7,tf1n,0,0.4444444444444444,0.4444444444444444
dN1d,Dna,DM>d,0,0.25,0.5
foWNL1JU,FOLLOWJU,FOLLOWJU,0,0.375,0.625
zVhqItoUA,Zv9ltauA,Zv91tauA,0,0.23529411764705882,0.5882352941176471
hf0qz,Hfo2Z,HfoZ,0,0.2222222222222222,0.6666666666666666
0dm50xW,odm50xW,odm50XW,0,0.7142857142857143,0.8571428571428571
3IuveJl,3IuVe^1,IuVe1,0,0.5,0.6666666666666666
45hn,45hn,45hn,1,1.0,1.0
92ADqO,92ADaO,92ADO,0,0.9090909090909091,0.9090909090909091
qfl4,JfV4,Df4,0,0.5714285714285714,0.5714285714285714
qiUH,qiUH,QIUH,0,0.5,1.0
uhQruYw,4b0ruw,uhoRuYW,0,0.5714285714285714,0.8571428571428571
ekH9,eH9,eH9t,0,0.75,0.75
pkL0VZ,pkLOv2,PKLOWZ,0,0.3333333333333333,0.6666666666666666
Is9O,ls9O,s90,0,0.5714285714285714,0.5714285714285714
UkaB1yj,ckabzyj,ckabzyj,0,0.5714285714285714,0.7142857142857143
3NVEpzp,3NVFZPZQ,3NVFZPQ,0,0.42857142857142855,0.7142857142857143
U5uH,USUHS,USUHU,0,0.4444444444444444,0.6666666666666666
zvraLcRJI,ZVCRJI,ZV1a1CRJI,0,0.4444444444444444,0.7777777777777778
Anqsdxb,Ahsxb,nsxb,0,0.7272727272727273,0.7272727272727273
eICrS1u,eCrSk1,eCrSkl,0,0.6153846153846154,0.6153846153846154
eUWIWD,eUwIWsd,eUWIDW,0,0.8333333333333334,0.8333333333333334
ydTNnI,jd7NM1,yd7NM1,0,0.5,0.5
eibgGJw,eivgGW,bigGFN,0,0.46153846153846156,0.46153846153846156
JKWeA3,kKw eA3,K^2eA3,0,0.6666666666666666,0.6666666666666666
Am49pc8,NA49pC8,AN9PC88,0,0.42857142857142855,0.7142857142857143
s05K7PoT3,S05K7POT3,S05K7POT3,0,0.7777777777777778,1.0
65exi,65ex1,65ex,0,0.8888888888888888,0.8888888888888888
hSzgGOpn,hrSZgGOrpn,hrS7g0pn,0,0.625,0.625
DfqsbPn,Dfqsvpn,dfqspdn,0,0.5714285714285714,0.8571428571428571
KuLisQ,KuliSq,KuLiSq,0,0.6666666666666666,1.0
2xBywz,2XByWZ,2XB_wZ,0,0.5,0.8333333333333334
xrnS1b247,xr^S1b241,xrmb41,0,0.4,0.4
ekH9,eKTH9,e7H9,0,0.75,0.75
U9vAc,u9zAC,U92AC,0,0.6,0.8
3Yb76mT,3Yb6m,3Yb6m1,0,0.7692307692307693,0.7692307692307693
ihPZ6TU,ihRe6TU,i#R6TU,0,0.6153846153846154,0.6153846153846154
P5WC,B5WC,B5WC,0,0.75,0.75
xU4U42g,XU4U429,XU4U429,0,0.7142857142857143,0.8571428571428571
cYy3ZeU8z,CyZeU81z,GY3Z8eU8l,0,0.6666666666666666,0.6666666666666666
Ze9Mn,ze9Mn,e9Mn,0,0.8888888888888888,0.8888888888888888
wjXi,WjX1,WJX1,0,0.25,0.75
rzhc,K2C,KC,0,0.0,0.3333333333333333
Uj5daSb8I,Uj5dasb8I,U5dsb8I,0,0.75,0.875
ZslK6,LS1k6,LSIK6,0,0.4,0.6
3u7e,3u>e,3u>e,0,0.75,0.75
enN5diE2i8,eNvsd'iE2i'8,enVsdiE2i8,0,0.8,0.8
MTYvJ9E,MTYL4J9E,MTYj9E,0,0.7692307692307693,0.9230769230769231
YHl9x,YHl9x,YH9X,0,0.6666666666666666,0.8888888888888888
kY53,ky53,KY53,0,0.75,1.0
etA3vV,etA3VL,etA3V,0,0.9090909090909091,0.9090909090909091
uaDd,UaDd,U'Dd,0,0.5,0.75
COiXqQ3,Coix9Q3,CoiX9Q3,0,0.7142857142857143,0.8571428571428571
kYJ6,kY6,KY6,0,0.5714285714285714,0.8571428571428571
DUNA,DUWA,DUWA,0,0.75,0.75
sFrU,SFSU,SFU,0,0.5714285714285714,0.8571428571428571
P5LshzyT,P5LShZkT,PSHZYT,0,0.2857142857142857,0.8571428571428571
rKWm,rtWm,RTWm,0,0.5,0.75
5stvfX,5stVFx,5STVFX,0,0.3333333333333333,1.0
gVM4,gVm4,gVmM4,0,0.8888888888888888,0.8888888888888888
e4FodmvK,e40dnVK,e4F0dnVK,0,0.625,0.75
uhQruYw,UhoYruYVW,uhoRuYW,0,0.5714285714285714,0.8571428571428571
0DxmJ1qB,oDtm1B,ODmJ1aB,0,0.6666666666666666,0.6666666666666666
WdbC,WdBC,WdBC,0,0.75,1.0
wX7Qffy5,WXOFFY,WXOFFY,0,0.14285714285714285,0.7142857142857143
YFg5,YFg5,y6g5,0,0.5,0.75
5H4XPv,5H4xPL,5H4PL,0,0.7272727272727273,0.7272727272727273
IZjiwONp,rziviwONR,IZWI0NR,0,0.4,0.5333333333333333
uaDd,u'Dd,u'Dd,0,0.75,0.75
RURbDMzl,U R b D M Z,URbDM,0,0.7692307692307693,0.7692307692307693
J4c0D2K,4COD2K,J4CO2DK,0,0.5714285714285714,0.7142857142857143
qiUH,aiUH,QUIDH,0,0.4444444444444444,0.6666666666666666
gviytL8Kk,gVbtZ8Kk,vbt28k,0,0.5333333333333333,0.5333333333333333
ym6c0v5,ymoca5,y=6a5,0,0.5,0.5
OY9VIw,O%VW,O%VW,0,0.4,0.6
rn6xPU,rn6xpU,n6xpU,0,0.7272727272727273,0.9090909090909091
3ZcnB9N3,3cn9N3,3>cn9N3,0,0.8,0.8
fyOvVoS,fyOVVas,fnoVOSS,0,0.42857142857142855,0.7142857142857143
wln1,w\n/,WIN,0,0.0,0.5714285714285714
SouXSyoPE,SouXsyORE,SO4XSY0PE,0,0.5555555555555556,0.7777777777777778
xU4U42g,xU4U42g,XU4U429,0,0.7142857142857143,0.8571428571428571
ZslK6,LSIk6,LS1k6,0,0.2,0.6
ay26,a26,a6,0,0.6666666666666666,0.6666666666666666
OsZEflkk,OSZK,OSZK,0,0.3333333333333333,0.6666666666666666
ITD4k07,ITD4K07,ITD4K07,0,0.8571428571428571,1.0
dKXJZXE,dfHjZxE,JZXE,0,0.7272727272727273,0.7272727272727273
mZLhMvV,m1LkWdV,mL<N VJ,0,0.42857142857142855,0.42857142857142855
AFZd,AF7q,AF7d,0,0.75,0.75
qqJRl,a2JR4,Q2JR4,0,0.4,0.6
C8Vz4QX,C8VZ4QX,C8VZ4QX,0,0.8571428571428571,1.0
bFTgA,BFTGA,BFTGA,0,0.6,1.0
GQ4eDrM6,G4edM6,G4edM6,0,0.7142857142857143,0.8571428571428571
ILqxLErt,LqXver,LQXVYR,0,0.14285714285714285,0.5714285714285714
hf0qz,hfoqz,HfoZ,0,0.2222222222222222,0.6666666666666666
o8ziqH,08iqH,08iqH,0,0.7272727272727273,0.7272727272727273
m7WcainRa,M7cavinRa,M7cavinRa,0,0.7777777777777778,0.8888888888888888
QRphJ6y,QRphl6y,QRph/6y,0,0.8571428571428571,0.8571428571428571
JIILSp,JIVSp,JIVSp,0,0.7272727272727273,0.7272727272727273
TBlNXcxk,BLACK,BLACKK,0,0.14285714285714285,0.5714285714285714
vbqIflgp,vbgfigp,bq>fgp,0,0.7142857142857143,0.7142857142857143
bhbnX6w,bNb76w,bW46w,0,0.5,0.5
tJRma,tjRma,TJRMca,0,0.5454545454545454,0.9090909090909091
6gwW,6GWw,6GWW,0,0.5,1.0
VKGgi,VGAGI,VGDG1,0,0.4,0.6
gMKwqry25,GMKW9rY25,GMKW9rY25,0,0.5555555555555556,0.8888888888888888
KPGKC,kPGKc,KPGKC,1,1.0,1.0
E2HSG,E2HSG,E2HsgG,0,0.7272727272727273,0.9090909090909091
eICrS1u,erCrS,eCrSkI,0,0.6153846153846154,0.6153846153846154
rSGjoOj,rSGjooj,rSG00j,0,0.6153846153846154,0.6153846153846154
cYy3ZeU8z,GyB3zeU8zL,GY3Z8U1,0,0.5,0.5
AduEkr,AduEkxr,AdkExr,0,0.6666666666666666,0.6666666666666666
vzDqIAvpe,VZq1AVNpe,VZq1AVNpe,0,0.4444444444444444,0.7777777777777778
Ppdc996b6,PpC906b6,Pp996b6,0,0.875,0.875
Jj1L1wE,JjVxwWE,JWVE,0,0.36363636363636365,0.5454545454545454
sbZpPNvhY,sbZppNVWY,sbZppNVWY,0,0.6666666666666666,0.8888888888888888
V005,v005,v05,0,0.5714285714285714,0.8571428571428571
ccet,Ceter,Cet,0,0.5714285714285714,0.8571428571428571
XOgzX,xOgzX,X0gZX,0,0.6,0.8
VavUb,aUb,aUb,0,0.75,0.75
XClafgfT,tClafrT,cafgT,0,0.6153846153846154,0.7692307692307693
nm5sttj,nm5Stj,nm5Stj,0,0.7692307692307693,0.9230769230769231
XbtM,XbtM,XbtM,1,1.0,1.0
IUwy9nd,Uwy9nd,1w9nd,0,0.6666666666666666,0.6666666666666666
sgUJ2P8,sgUJ2p8,SGJ2p8,0,0.46153846153846156,0.9230769230769231
htJ96ES,htJ96ES,htj06ES,0,0.7142857142857143,0.8571428571428571
6xMGb,6XMG3,6XMB3,0,0.4,0.8
DZ53IZX,D5311x,D>5311X,0,0.5714285714285714,0.5714285714285714
MsDp,MSDP,MSDP,0,0.5,1.0
m2oqs0kx,m2O9Sokx,m2O9S0kX,0,0.5,0.875
tm3GJ,TMBGJ,TM3GJ,0,0.6,1.0
dN1d,DM>d,DM>d,0,0.25,0.5
SouXSyoPE,SOuZXsYOPe,SO4XSY0PE,0,0.5555555555555556,0.7777777777777778
6f3hZ5pO,6f3hZL5pO,6f3hz5p0,0,0.75,0.875
mMNP1,mmMNp1,MNp1,0,0.6666666666666666,0.8888888888888888
2xBywz,2XBLwZ,2XB_wZ,0,0.5,0.8333333333333334
xcw8zcK,XSW8zck,XSW8ZK,0,0.3076923076923077,0.7692307692307693
jNdzNLqPw,jdxN19pw,j'dNl9pw,0,0.35294117647058826,0.7058823529411765
tkShLM4k,tkSzhLAk,t1kS4L4k,0,0.75,0.75
YhEXDP,vhEXDP,THEXDP,0,0.6666666666666666,0.8333333333333334
2oknR,20kNR,20kNR,0,0.6,0.8
8XoHBCAv,8x0HBCAN,8OHBCAV,0,0.6666666666666666,0.9333333333333333
9Q1J3IY7,gQl3->7,Q1J3>7,0,0.7142857142857143,0.7142857142857143
Sx0MH8jb,SxOMH8p,SXOMH8,0,0.5714285714285714,0.7142857142857143
HnWd9s4,HZnWq9S4,HW9S4,0,0.6666666666666666,0.8333333333333334
qiUH,aICU,QIUH,0,0.5,1.0
9I3tIxUx,g3t\xUx,q3tXU7,0,0.42857142857142855,0.5714285714285714
dFwm6y,dkWmy6y,dKwVm6Y,0,0.6153846153846154,0.7692307692307693
TZbrbkds,Tz6rbkes,TZBRXS,0,0.2857142857142857,0.7142857142857143
XcyoUA,xCyOUA,XCU0UA,0,0.5,0.6666666666666666
2oknR,2Ok nR,20kNR,0,0.6,0.8
foWNL1JU,fOwNlJU,FOLLOWJU,0,0.375,0.625
hK74,hK7A,K4h7,0,0.5,0.5
WkkMPZG,WKLMPGZ,WKLMPGZ,0,0.5714285714285714,0.7142857142857143
fPyQqodU,fPy09OdU,fPyo9odU,0,0.75,0.75
CxKIsu,cXKisu,CXSU1,0,0.18181818181818182,0.7272727272727273
ln1ICxF,lhlCXF,1h1CXF,0,0.46153846153846156,0.6153846153846154
Tnjub,TnjWb,Tnjwb,0,0.8,0.8
IlzqwQfG,I7ZqWQfG,IZaWQFG,0,0.4,0.8
ccet,Ccet,Cet,0,0.5714285714285714,0.8571428571428571
mvA5tHjI,mvA5tHAjiI,mvA5thH/I,0,0.8235294117647058,0.8235294117647058
WdbC,WdBC,Wdbc,0,0.75,1.0
ZjXGzfF9Oc,jxXGZf90c,JXG90C,0,0.375,0.625
lXdFGfqR,IXqFGfqR,XQFGqR,0,0.7142857142857143,0.7142857142857143
mMNP1,mMvpl,MNp1,0,0.6666666666666666,0.8888888888888888
230a5s,230a5S,230a5S,0,0.8333333333333334,1.0
iNKK6,iNK6K6,K6IK,0,0.4444444444444444,0.4444444444444444
PrUfqG,PrUf9G,PVR9G,0,0.36363636363636365,0.5454545454545454
kXlfSJJ6,kXfsJ6,kXFSJ6,0,0.7142857142857143,0.8571428571428571
GucMwYI5O,GuCMwyI50,GuCMW150,0,0.47058823529411764,0.7058823529411765
