Actual Solution,Predicted Solution,Cross Checked Solution,Result,Similarity,Similarity (Non Case-Sensitive)
rqj7z,zqjk,rqjK,0,0.6666666666666666,0.6666666666666666
rBZdVRWw,rBZqIRWWw,rBZdYRwW,0,0.75,0.875
0an92uZj,aKW92kj,aan92uzj,0,0.75,0.875
foWNL1JU,FOLLOWJU,fOWhLJU,0,0.6666666666666666,0.8
x1mo,x1m0,x1mO,0,0.75,1.0
Ad25YTCQ,Aq25yTCq,Ad25yTCQ,0,0.875,1.0
oBUACb4,OBUACb4,OBUAcb4,0,0.7142857142857143,1.0
XzTZ,X2Tz,X2>TZ,0,0.6666666666666666,0.6666666666666666
8bfR7wZi,8bfk7Zi,8bkWrZi,0,0.5333333333333333,0.6666666666666666
Oecr5BfeS,0eCr5BEs,0eCr5Bles,0,0.5555555555555556,0.7777777777777778
ihPZ6TU,ihR26Tu,ihR26TU,0,0.7142857142857143,0.7142857142857143
75SzrgYY,>s5srgyY,>5s7rgyY,0,0.5,0.75
TZbrbkds,TZbRbxs,Tz6rbkes,0,0.625,0.75
dENv,qEN2,HEN,0,0.5714285714285714,0.5714285714285714
lBorT,BorT,BortT,0,0.8,0.8
3JaZL8l4e,3aZ8l4e,aZl84e,0,0.6666666666666666,0.8
tbAfM,tbfm,tbfAm,0,0.6,0.8
ekH9,e7H9,eTH9,0,0.75,0.75
zD8YHGiT,ZD8xVGIT,ZD8\HYGIT,0,0.5882352941176471,0.8235294117647058
nDIh,nDqh,nDIh,1,1.0,1.0
MQsDbxdHL,MOSDbyctrl,MOSDbxdxx,0,0.5555555555555556,0.6666666666666666
YJ74,Y74X,YY74,0,0.75,0.75
WI2HlKtzZb,W2HkTZ1b,wN2HAktZ1b,0,0.5,0.7
o4BXO,OBKO,OBXO,0,0.6666666666666666,0.8888888888888888
TYQA,TQA,TQA,0,0.8571428571428571,0.8571428571428571
aWc483Jtw,aWC483jtW,awC483jtW,0,0.5555555555555556,1.0
9zzL,9VZ,9vZK,0,0.25,0.5
RzBl6Vix,pZBL6vIx,RZBL6V\x,0,0.625,0.875
XjlUssD,XjKUSSD,XjkUSsD,0,0.7142857142857143,0.8571428571428571
WGn6,wGn6,WGn6,1,1.0,1.0
hybu,hyou,hyou,0,0.75,0.75
ZMkBM20,zMkBMr0,zMkBM>0,0,0.7142857142857143,0.8571428571428571
3u7e,3u^x,3u^x,0,0.5,0.5
qfww,qfwHzl,afWz,0,0.25,0.5
ZlFkJ5m,zlFk/5m,zIFkJ5m,0,0.7142857142857143,0.8571428571428571
bcKp3,BGC*P3,BGC+P3,0,0.18181818181818182,0.7272727272727273
0vgGRZB,ONyGRB,ONgGR7B,0,0.5714285714285714,0.5714285714285714
s597zC,S3971C,S5977C,0,0.6666666666666666,0.8333333333333334
TBlNXcxk,TBIMActk,TBIMAcK,0,0.4,0.5333333333333333
1uSC,1uSc,1uSc,0,0.75,1.0
VWrguxc,KWRgUxC,KWrgUxc,0,0.7142857142857143,0.8571428571428571
Qhhosp,QnhOsp,Qn1hOsp,0,0.6153846153846154,0.7692307692307693
osjevtv,osjevrv,osjevrv,0,0.8571428571428571,0.8571428571428571
3npXrJt,3hpxXrt,3hXrt,0,0.6666666666666666,0.6666666666666666
fVkX,fvk+,fVk+,0,0.75,0.75
y7D6AZJqN,J7D6AZqN,Y7D6AZqN,0,0.8235294117647058,0.9411764705882353
eKLJx,eKLJx,eKLSx,0,0.8,0.8
88yQU,8SyqU,88yU,0,0.8888888888888888,0.8888888888888888
awKJUj7ox,aWkJU7i7OX,awWkJUi70x,0,0.631578947368421,0.7368421052631579
pHaa,P H A A,PHAA,0,0.25,1.0
NemBlK,NeMBK,NembBk,0,0.6666666666666666,0.8333333333333334
AweT,AweT,Awet,0,0.75,1.0
jf4mSA2,jkmSA2,kf4mSA2,0,0.8571428571428571,0.8571428571428571
ncJFVkno,nCKFVkno,nCKFVkno,0,0.75,0.875
ca7s5,ca7S5,ca7s5,1,1.0,1.0
Drtq,Dr7q,Drq,0,0.8571428571428571,0.8571428571428571
kL368WEc,KL368WEC,KL368wEC,0,0.625,1.0
fRtmmql2T,fRMnr912T,fAtMazzqkT,0,0.42105263157894735,0.5263157894736842
nMeorW,nmEorvw,nMEorW,0,0.8333333333333334,1.0
ccet,ccet,cCet,0,0.75,1.0
CMLb,cMLB,CMLB,0,0.75,1.0
Ijkcc,INKCc,INCc,0,0.4444444444444444,0.6666666666666666
PAfbBZF,PaFbLF,PAsfbBZF,0,0.9333333333333333,0.9333333333333333
wI5ZdO,w\15z00,w\15zd0,0,0.46153846153846156,0.6153846153846154
7csKI,7CsKi,7CsKi,0,0.6,1.0
eejA,eeiA,eeiA,0,0.75,0.75
SrP7,SR?7,SRP7,0,0.75,1.0
tOdarIL,todqrlL,todqrlL,0,0.5714285714285714,0.7142857142857143
u8t5c,u8t5c,48t5c,0,0.8,0.8
7l3T,l3T,73T,0,0.8571428571428571,0.8571428571428571
Tjne,TVNE,TvNE,0,0.25,0.75
45Da,45Da,45Da,1,1.0,1.0
0vgGRZB,OV9GR7B,ONyGR7B,0,0.42857142857142855,0.42857142857142855
NemBlK,NembBk,NemBk,0,0.7272727272727273,0.9090909090909091
6FVNu8,6FUNU8,6FvNU8,0,0.6666666666666666,1.0
fm0p1o,fm0p10,fm0p10,0,0.8333333333333334,0.8333333333333334
5euEN,5euN,5uEN,0,0.8888888888888888,0.8888888888888888
YKtFOLQY4,YkTFOk@YA,JkTFOK@qYA,0,0.3157894736842105,0.631578947368421
W2so,W2S0,W2S0,0,0.5,0.75
PjzDk,PjlDk,PJ1LDk,0,0.5454545454545454,0.7272727272727273
37UBR0J,37UBR0J,37UBROJ,0,0.8571428571428571,0.8571428571428571
vzDqIAvpe,vZDq1Avpe,vZDq1Ape,0,0.7058823529411765,0.8235294117647058
uIkHn5ue,U*Hn5ue,UWHn5ue,0,0.6666666666666666,0.8
uhQruYw,ruYW,4boqruyw,0,0.4,0.6666666666666666
TBlNXcxk,TBlXcK,TBIAXck,0,0.6666666666666666,0.6666666666666666
hw7vVb,hw7vLb,hw7vlb,0,0.8333333333333334,0.8333333333333334
Eye66HW6HI,E6H6H,Ee66HW6H1,0,0.8421052631578947,0.8421052631578947
OTjrM,0jyRy,OjRdy,0,0.4,0.6
lSZj,lSzj,lSzj,0,0.75,1.0
VKGgi,VXGGI,vXGGi,0,0.4,0.8
ZOlE,lQE,zQE,0,0.2857142857142857,0.5714285714285714
zvraLcRJI,ZvraLCRJI,ZvraLCRJI,0,0.7777777777777778,1.0
quUh4,aukhA,auKhA,0,0.4,0.4
CpVp,RVP,RVP,0,0.2857142857142857,0.5714285714285714
KKpojbkW,KKpOibkW,Kkpoibkw,0,0.625,0.875
3gA2X,3gA2x,3gA2x,0,0.8,1.0
9iOuWKs,9iouwnks,glowks,0,0.15384615384615385,0.6153846153846154
OjzrO0,OjZroo,OjJr,0,0.6,0.6
Ze9Mn,e9Mn,ze9Mn,0,0.8,1.0
dpqdqxTt,d9XT,dqdqXxt,0,0.8,0.8
akfYEb,akfYEb,akfYEb,1,1.0,1.0
rc8G3EZ,rc8G3EZ,rc8G3Ez,0,0.8571428571428571,1.0
fnKm,fkKm,fIkm,0,0.5,0.75
U5uH,USUH,USUH,0,0.5,0.75
8aemX,genmx,genmx,0,0.4,0.6
6Wjv8da,6w4jV8da,6w4jV8da,0,0.6666666666666666,0.9333333333333333
hyL1a,h<1a,hXL1a,0,0.8,0.8
DgPMC5AED,DgpnC5AED,DgpMC5AED,0,0.8888888888888888,1.0
vzDqIAvpe,vZq1Aype,vZDq1Avpe,0,0.7777777777777778,0.8888888888888888
V0rD,V0xD,V0rd,0,0.75,1.0
wXzk4p,zXzK4p,zxZk4p,0,0.6666666666666666,0.8333333333333334
zfvyFP,Z1VYep,ZfVyEP,0,0.5,0.8333333333333334
1daMKcm,zdaqkcm,damkcm,0,0.6153846153846154,0.9230769230769231
L1Qd4X,LRdA4x,LRdAx,0,0.36363636363636365,0.5454545454545454
lQlskUPy,QISKPY,lqlskcpy,0,0.625,0.875
tnjbUU5Hq,tnjbw5H,tnjbuwHa,0,0.5882352941176471,0.7058823529411765
6VSjBcNL,VSiBCN<,VSiBCN<,0,0.5333333333333333,0.6666666666666666
SnPKQ7p,snpk7qP,snPkQ7p,0,0.7142857142857143,1.0
bhbnX6w,mbN+w,bmbNtw,0,0.46153846153846156,0.6153846153846154
Fcx3x7,FLX3X1,FLx3x1,0,0.6666666666666666,0.6666666666666666
fZ1dZLC6r,fz1dKevc6r,fz1qkvc6r,0,0.4444444444444444,0.6666666666666666
P5LshzyT,P5lashzKT,p5LShzXT,0,0.625,0.875
j4jIYAb,j4jLYAb,j4jIYA6,0,0.8571428571428571,0.8571428571428571
XbtM,XbtM,XbtM,1,1.0,1.0
exgs,ExgS,exgs,1,1.0,1.0
AweT,AWET,Awet,0,0.75,1.0
PtfMm9,PtfMh29,PtfMm29,0,0.9230769230769231,0.9230769230769231
nMeorW,nMEorW,nMEdrW,0,0.6666666666666666,0.8333333333333334
rQFe,roFe,rOFe,0,0.75,0.75
eOclaH,ecloH,eoClOH,0,0.5,0.8333333333333334
pOmc44,pOmC44,pomC44,0,0.6666666666666666,1.0
SJTU,sTU,sU,0,0.3333333333333333,0.6666666666666666
CqZ3,CQL3,CQZ3,0,0.75,1.0
XhKfUplot,xhKfUpOx,xnkfUpor,0,0.47058823529411764,0.7058823529411765
dKXJZXE,dfHJZxE,dfHjZxE,0,0.42857142857142855,0.7142857142857143
RXNC5,R4NC5,RANC5,0,0.8,0.8
5euEN,5exEN,5uEN,0,0.8888888888888888,0.8888888888888888
yzV9gF3dXC,vZVg8r3dXCh,yZVg73dXC,0,0.7368421052631579,0.8421052631578947
5euEN,5eUN,5uEN,0,0.8888888888888888,0.8888888888888888
uwjTi,uZjTi,uwjTi,1,1.0,1.0
Lq5bS,La5bs,La5bs,0,0.6,0.8
yUO3dax,yUo3qax,yUo3qdx,0,0.7142857142857143,0.8571428571428571
dN1d,Dm>d,Dna,0,0.0,0.5714285714285714
L3gtuKi,38tWKiL,L38tuki,0,0.7142857142857143,0.8571428571428571
CpvO,CPLO,CPZo,0,0.25,0.75
tbAfM,tbF7,tbfm,0,0.6666666666666666,0.8888888888888888
dN1d,Dna,Dna,0,0.0,0.5714285714285714
foWNL1JU,FOLLOWJU,fOwNJU,0,0.5714285714285714,0.8571428571428571
zVhqItoUA,Zv9ltauA,ZWholtaA,0,0.35294117647058826,0.47058823529411764
hf0qz,Hfo2Z,hf0qz,1,1.0,1.0
0dm50xW,odm50xW,odm50xW,0,0.8571428571428571,0.8571428571428571
3IuveJl,3IuVe^1,3IuVe1,0,0.6153846153846154,0.7692307692307693
45hn,45hn,45hn,1,1.0,1.0
92ADqO,92ADaO,92ADO,0,0.9090909090909091,0.9090909090909091
qfl4,JfV4,dfA,0,0.2857142857142857,0.2857142857142857
qiUH,qiUH,qiUH,1,1.0,1.0
uhQruYw,4b0ruw,u4boqrUyw,0,0.375,0.75
ekH9,eH9,eKTH9,0,0.6666666666666666,0.8888888888888888
pkL0VZ,pkLOv2,pkLOvZ,0,0.6666666666666666,0.8333333333333334
Is9O,ls9O,ls90,0,0.5,0.5
UkaB1yj,ckabzyj,UkAByJ,0,0.6153846153846154,0.9230769230769231
3NVEpzp,3NVFZPZQ,3NVErZp,0,0.7142857142857143,0.8571428571428571
U5uH,USUHS,USUH,0,0.5,0.75
zvraLcRJI,ZVCRJI,Zvra<CRJI,0,0.6666666666666666,0.8888888888888888
Anqsdxb,Ahsxb,AnasaXb,0,0.5714285714285714,0.7142857142857143
eICrS1u,eCrSk1,erCrS,0,0.6666666666666666,0.6666666666666666
eUWIWD,eUwIWsd,eUwIWs,0,0.6666666666666666,0.8333333333333334
ydTNnI,jd7NM1,jdTNmI,0,0.6666666666666666,0.6666666666666666
eibgGJw,eivgGW,eingGW,0,0.6153846153846154,0.7692307692307693
JKWeA3,kKw eA3,kKwAeA3,0,0.6153846153846154,0.7692307692307693
Am49pc8,NA49pC8,MA9pC8,0,0.6153846153846154,0.7692307692307693
s05K7PoT3,S05K7POT3,S05K7POT3,0,0.7777777777777778,1.0
65exi,65ex1,65exi,1,1.0,1.0
hSzgGOpn,hrSZgGOrpn,hrSZgGOpn,0,0.8235294117647058,0.9411764705882353
DfqsbPn,Dfqsvpn,Dfqsopn,0,0.7142857142857143,0.8571428571428571
KuLisQ,KuliSq,ku1liSq,0,0.3076923076923077,0.9230769230769231
2xBywz,2XByWZ,2XByWZ,0,0.5,1.0
xrnS1b247,xr^S1b241,xr^nS1b<241,0,0.8,0.8
ekH9,eKTH9,eTH9,0,0.75,0.75
U9vAc,u9zAC,u92AC,0,0.4,0.8
3Yb76mT,3Yb6m,3Yb6m,0,0.8333333333333334,0.8333333333333334
ihPZ6TU,ihRe6TU,ihR26Tu,0,0.5714285714285714,0.7142857142857143
P5WC,B5WC,R5WVC,0,0.6666666666666666,0.6666666666666666
xU4U42g,XU4U429,xU4U42g,1,1.0,1.0
cYy3ZeU8z,CyZeU81z,CyZeU8z,0,0.75,0.875
Ze9Mn,ze9Mn,ze9Mn,0,0.8,1.0
wjXi,WjX1,WjXi1,0,0.6666666666666666,0.8888888888888888
rzhc,K2C,C,0,0.0,0.4
Uj5daSb8I,Uj5dasb8I,Ui5dasb8l,0,0.6666666666666666,0.7777777777777778
ZslK6,LS1k6,ZSlK6,0,0.8,1.0
3u7e,3u>e,3u^x,0,0.5,0.5
enN5diE2i8,eNvsd'iE2i'8,eNvsdIE2i8,0,0.7,0.8
MTYvJ9E,MTYL4J9E,MTYvJ9E,1,1.0,1.0
YHl9x,YHl9x,YH1l9x,0,0.9090909090909091,0.9090909090909091
kY53,ky53,kY53,1,1.0,1.0
etA3vV,etA3VL,etA3V,0,0.9090909090909091,0.9090909090909091
uaDd,UaDd,UaDd,0,0.75,1.0
COiXqQ3,Coix9Q3,Coix9Q3,0,0.5714285714285714,0.8571428571428571
kYJ6,kY6,kY6,0,0.8571428571428571,0.8571428571428571
DUNA,DUWA,DUVA,0,0.75,0.75
sFrU,SFSU,SFaU,0,0.5,0.75
P5LshzyT,P5LShZkT,p5LShzkt,0,0.5,0.875
rKWm,rtWm,rkwm,0,0.5,1.0
5stvfX,5stVFx,SsTvFx,0,0.3333333333333333,0.8333333333333334
gVM4,gVm4,gVm4,0,0.75,1.0
e4FodmvK,e40dnVK,e4F0dmvK,0,0.875,0.875
uhQruYw,UhoYruYVW,ubOruvw,0,0.5714285714285714,0.5714285714285714
0DxmJ1qB,oDtm1B,oDtm1aB,0,0.5333333333333333,0.5333333333333333
WdbC,WdBC,Wdbc,0,0.75,1.0
wX7Qffy5,WXOFFY,Wxaoffy5,0,0.5,0.75
YFg5,YFg5,YFg5,1,1.0,1.0
5H4XPv,5H4xPL,SH4xPL,0,0.5,0.6666666666666666
IZjiwONp,rziviwONR,rzivOnR,0,0.26666666666666666,0.4
uaDd,u'Dd,UaDd,0,0.75,1.0
RURbDMzl,U R b D M Z,pURbDMZ,0,0.6666666666666666,0.8
J4c0D2K,4COD2K,4COD2K,0,0.6153846153846154,0.7692307692307693
qiUH,aiUH,qiUH,1,1.0,1.0
gviytL8Kk,gVbtZ8Kk,gVitL8kk,0,0.7058823529411765,0.9411764705882353
ym6c0v5,ymoca5,ymca5,0,0.6666666666666666,0.6666666666666666
OY9VIw,O%VW,d6v/w,0,0.18181818181818182,0.36363636363636365
rn6xPU,rn6xpU,rn6xpU,0,0.8333333333333334,1.0
3ZcnB9N3,3cn9N3,3cnB9N3,0,0.9333333333333333,0.9333333333333333
fyOvVoS,fyOVVas,fyovvas,0,0.42857142857142855,0.8571428571428571
wln1,w\n/,w\n/,0,0.5,0.5
SouXSyoPE,SouXsyORE,S0uzXsyoRE,0,0.631578947368421,0.7368421052631579
xU4U42g,xU4U42g,xU4U42g,1,1.0,1.0
ZslK6,LSIk6,ZSIk6,0,0.4,0.8
ay26,a26,ay26,1,1.0,1.0
OsZEflkk,OSZK,OszeXlkK,0,0.5,0.875
ITD4k07,ITD4K07,ITD4KO7,0,0.7142857142857143,0.8571428571428571
dKXJZXE,dfHjZxE,dfJzxE,0,0.46153846153846156,0.7692307692307693
mZLhMvV,m1LkWdV,m1LKWV,0,0.46153846153846156,0.46153846153846156
AFZd,AF7q,AF7q,0,0.5,0.5
qqJRl,a2JR4,a2JRA,0,0.4,0.4
C8Vz4QX,C8VZ4QX,C8V74QX,0,0.8571428571428571,0.8571428571428571
bFTgA,BFTGA,BFTGA,0,0.6,1.0
GQ4eDrM6,G4edM6,"G4eD,M6",0,0.8,0.8
ILqxLErt,LqXver,LqxvVr,0,0.5714285714285714,0.5714285714285714
hf0qz,hfoqz,hf0gz,0,0.8,0.8
o8ziqH,08iqH,ziqH,0,0.8,0.8
m7WcainRa,M7cavinRa,m7WcavainRa,0,0.9,0.9
QRphJ6y,QRphl6y,QRphl6y,0,0.8571428571428571,0.8571428571428571
JIILSp,JIVSp,jIVSp,0,0.5454545454545454,0.7272727272727273
TBlNXcxk,BLACK,TBLMCk,0,0.42857142857142855,0.7142857142857143
vbqIflgp,vbgfigp,bqfngp,0,0.7142857142857143,0.7142857142857143
bhbnX6w,bNb76w,bmNfow,0,0.3076923076923077,0.46153846153846156
tJRma,tjRma,tvRma,0,0.8,0.8
6gwW,6GWw,6GWW,0,0.5,1.0
VKGgi,VGAGI,VXtGGi,0,0.5454545454545454,0.7272727272727273
gMKwqry25,GMKW9rY25,gMKWqry25,0,0.8888888888888888,1.0
KPGKC,kPGKc,KPGKc,0,0.8,1.0
E2HSG,E2HSG,E2HSG,1,1.0,1.0
eICrS1u,erCrS,"e,CrS",0,0.6666666666666666,0.6666666666666666
rSGjoOj,rSGjooj,rSGooOj,0,0.8571428571428571,0.8571428571428571
cYy3ZeU8z,GyB3zeU8zL,CyZeU81,0,0.625,0.75
AduEkr,AduEkxr,AduEKr,0,0.8333333333333334,1.0
vzDqIAvpe,VZq1AVNpe,vZDq1Avpe,0,0.7777777777777778,0.8888888888888888
Ppdc996b6,PpC906b6,ppdc996b6,0,0.8888888888888888,1.0
Jj1L1wE,JjVxwWE,jjVwWE,0,0.46153846153846156,0.6153846153846154
sbZpPNvhY,sbZppNVWY,sbZppNvY,0,0.8235294117647058,0.9411764705882353
V005,v005,v005,0,0.75,1.0
ccet,Ceter,Ccet,0,0.75,1.0
XOgzX,xOgzX,xOgZX,0,0.6,1.0
VavUb,aUb,a^Ub,0,0.6666666666666666,0.6666666666666666
XClafgfT,tClafrT,tC1agfrT,0,0.625,0.625
nm5sttj,nm5Stj,nm5Sttj,0,0.8571428571428571,1.0
XbtM,XbtM,XbtM,1,1.0,1.0
IUwy9nd,Uwy9nd,Uwy9nd,0,0.9230769230769231,0.9230769230769231
sgUJ2P8,sgUJ2p8,sgUJ2p8,0,0.8571428571428571,1.0
htJ96ES,htJ96ES,htJ96ES,1,1.0,1.0
6xMGb,6XMG3,6XMGB,0,0.6,1.0
DZ53IZX,D5311x,D5311x,0,0.46153846153846156,0.6153846153846154
MsDp,MSDP,MSDP,0,0.5,1.0
m2oqs0kx,m2O9Sokx,m2O9Sokx,0,0.625,0.75
tm3GJ,TMBGJ,TMBGJ,0,0.4,0.8
dN1d,DM>d,Dna,0,0.0,0.5714285714285714
SouXSyoPE,SOuZXsYOPe,So4XsyORE,0,0.5555555555555556,0.7777777777777778
6f3hZ5pO,6f3hZL5pO,6f3h7L5pO,0,0.8235294117647058,0.8235294117647058
mMNP1,mmMNp1,mM N P l,0,0.6153846153846154,0.6153846153846154
2xBywz,2XBLwZ,2XByWz,0,0.6666666666666666,1.0
xcw8zcK,XSW8zck,XSW8zck,0,0.42857142857142855,0.8571428571428571
jNdzNLqPw,jdxN19pw,jdNxeNLqpw,0,0.631578947368421,0.7368421052631579
tkShLM4k,tkSzhLAk,tKszLAk,0,0.26666666666666666,0.6666666666666666
YhEXDP,vhEXDP,vhEXDP,0,0.8333333333333334,0.8333333333333334
2oknR,20kNR,2Ok nR,0,0.7272727272727273,0.9090909090909091
8XoHBCAv,8x0HBCAN,8x0HBCAVN,0,0.5882352941176471,0.8235294117647058
9Q1J3IY7,gQl3->7,qQ1J3>V7,0,0.625,0.625
Sx0MH8jb,SxOMH8p,sXOmH8p,0,0.26666666666666666,0.6666666666666666
HnWd9s4,HZnWq9S4,HZw984,0,0.46153846153846156,0.6153846153846154
qiUH,aICU,qiUH,1,1.0,1.0
9I3tIxUx,g3t\xUx,d3t\Ux,0,0.5714285714285714,0.5714285714285714
dFwm6y,dkWmy6y,dEwM6y,0,0.6666666666666666,0.8333333333333334
TZbrbkds,Tz6rbkes,Tzorrbwes,0,0.47058823529411764,0.5882352941176471
XcyoUA,xCyOUA,xCOUA,0,0.36363636363636365,0.9090909090909091
2oknR,2Ok nR,2Ok nR,0,0.7272727272727273,0.9090909090909091
foWNL1JU,fOwNlJU,fOwNLDJU,0,0.625,0.875
hK74,hK7A,hK7A,0,0.75,0.75
WkkMPZG,WKLMPGZ,WKYMPZG,0,0.7142857142857143,0.8571428571428571
fPyQqodU,fPy09OdU,fPyq0dU,0,0.8,0.8
CxKIsu,cXKisu,cXKiSu,0,0.3333333333333333,1.0
ln1ICxF,lhlCXF,lbXCF,0,0.5,0.5
Tnjub,TnjWb,Thj\\b,0,0.5454545454545454,0.5454545454545454
IlzqwQfG,I7ZqWQfG,IzWQfG,0,0.7142857142857143,0.8571428571428571
ccet,Ccet,Ccet,0,0.75,1.0
mvA5tHjI,mvA5tHAjiI,mvA5tHjI,1,1.0,1.0
WdbC,WdBC,WdbC,1,1.0,1.0
ZjXGzfF9Oc,jxXGZf90c,jxGZfF90c,0,0.5263157894736842,0.8421052631578947
lXdFGfqR,IXqFGfqR,IXqFGfqR,0,0.75,0.75
mMNP1,mMvpl,mM N Pl,0,0.6666666666666666,0.6666666666666666
230a5s,230a5S,23Oa5S,0,0.6666666666666666,0.8333333333333334
iNKK6,iNK6K6,iNK6,0,0.8888888888888888,0.8888888888888888
PrUfqG,PrUf9G,PrUfqG,1,1.0,1.0
kXlfSJJ6,kXfsJ6,kXASJ6,0,0.7142857142857143,0.7142857142857143
GucMwYI5O,GuCMwyI50,GcMwyl5o,0,0.5882352941176471,0.8235294117647058
Ppdc996b6,ppdc996b6,ppdc996b6,0,0.8888888888888888,1.0
nVhtWY,ntwY,nhtwY,0,0.7272727272727273,0.9090909090909091
WCTKzRA00,WCTKzRA00,WCTKZRAP0,0,0.7777777777777778,0.8888888888888888
exgs,exgs,exgs,1,1.0,1.0
ITD4k07,ITD4K07,ITDA4KO7,0,0.6666666666666666,0.8
0eWWN,OezWN,OlzWN,0,0.4,0.4
