Actual Solution, Predicted Solution, Result
MH7z,"MH72
",0

5F4LW,5F4lW,0

IHsBxfYuD,IHSBxjKWo,0

mb4e,mB4e,0

Hv7ir,"HV7iK
",0

N4PK,NApK,0

EKJY,ExYj,0

ZL1O,Z10,0

doGWW,dOGww,0

vKJl,VIJk,0

qjNG,ajNG,0

uAsg,uASg,0

Pod0,p0da0,0

NyhzI,NyhZl,0

5hFi,5hFi,1

eBoFl,eBOA,0

JS4BO04,JS4BOo4,0

ll6Gc0,II6GcO,0

oULo,aULO,0

Nx0cgoFT,NoCgOFt,0

Fmyib,KmYib,0

hIFijOJAC,hIviFgAC,0

BVSW,BVSW,1

Po0fX,"POOfX
",0

SNYU,SNYU,1

cARqM9o,CARsM90,0

fhMAKGq,FHM4kGQ,0

PJmCUm,PuMcUwM,0

rljxIMo,rjXlMo,0

SUSF,S0uSFish,0

drO6,arcO6,0

Y3ct0H7jg,Y3CxO7jg,0

1wVT,lwVr,0

ZZtpptuKa,ZztpRtuKa,0

s9ji1m,s9;ilm,0

DiON51ylQ,DiON5lYlQ,0

Ep6JqS,Ep6Js9s,0

Fv2mjSjGs,Fv2mjSjGs,1

Rw4VW,"RwXVVW
",0

5RBB,ASB,0

npDyAlI,MrQTzAI,0

7EER,1EeR,0

sivEvO,S.NE10,0

EPNK,c3PAK,0

QVFV,CVvAT1x,0

kXlfSJJ6,"kXASj6
",0

CpVp,rVAP,0

C0vBfrP,c0vbfRP,0

IHO0k,/H00k,0

Ad25YTCQ,Ad25yTC0,0

8A8G,8A8G,1

Z5RzwChp,"Z5RzwChp
",0

mvA5tHjI,mvA5tHJjiI,0

lnD2gJ,inD2g,0

SO7U9PW,S07U9pW,0

fdPu8,"fdPu8
",0

H65Y,H65Y,1

6rAY,6rAv,0

cdJLxr,cdVLxr,0

OWhMrR3V,OWhMrR3V,1

5pxgJ3m,5pXg3m,0

JCT6,JCk6,0

fRtmmql2T,fRtms9kT2I,0

PZ3D,PZrD,0

alClAZYwl,a1CAZYw,0

Okibcnu,October22,0

JB2lvon2o,VB2VoO2o,0

Vs78H88gE,"VS2PH28gE
",0

aucl,"aUg9
",0

X8AC,XBAC,0

VEYD5,KEYD5,0

7WYIF,>WYIF,0

HBPC,HBC54,0

SWB6,SWB07,0

TUNR,TrUN,0

lQQAW,iQPAW,0

AfPBiHvKr,ArBihVKr,0

TYXTMG,TVXM2MG,0

EHC5,"FAo6
",0

hw7vVb,hk7V1b,0

TQJ6,TQJ6,1

7YKX,lambdaKt,0

Saeidw4,SaeAw4,0

XhA2UBj,xNA2UBj,0

jf4mSA2,jf4mSA2,1

cQQetxb,cQlxr6,0

B5X6,B5X6,1

HCMA,HCMA,1

tPTJLWD,tPTXLWND,0

23WG,23wG,0

5QVpQaRK,5Qp0aRk,0

Vl4PCAoS,V4rGCos,0

oDNG,ODNG,0

v8HF5fNh,V8HF5fNh,0

uuxNmO,"uuXNmO
",0

aXCYF,aXcYF,0

foWNL1JU,fOwNLJU,0

7Hvf,"7HVf
",0

oVOsf9B91,Osf9Bb1,0

RC6Jco3,"RC6xO3
",0

QROM,Cook2ROM,0

E6EtL,E6ErL,0

DWJ8,DW8,0

UdXD,"Udx4D
",0

cZkbh40TB4,cZkbhA07B4,0

XOgzX,xOgzX,0

DUXX,DUA125,0

gLkSdnCt,gLxSdnCt,0

2Ffbq0TD3,"2AfbqOTD3
",0

jraOh,NxOh,0

HYAX,HY'AX,0

6VSjBcNL,6VS1BCN4,0

TYURtD,TUrtdY,0

n70m,n70m,1

Njcw2DPNz,Njch2PNZ,0

T54R,T54R,1

n3mPcJ9,n3mpCy9,0

fUUXLC,FUU4LC,0

VzPaH,v2paH,0

PNFPfx,PNFAF X,0

x41UA7s,"xA1UA7S
",0

DtwKhwx,DtwYnWX,0

dg67X,d967X,0

Tasu0aQ,TASuOAQ.,0

oBUACb4,"oBUAcb4
",0

Flf1ih,FfIh,0

nWBa,hwBa,0

lPYk,/PVk,0

4Ds06,"4Ds06
",0

48uDf,48udf,0

HgQvSgP,"HgQVsgP
",0

gQ8wP,"ge8Wp
",0

QYH7,OK42MN,0

0oWtNMw,0owK2NM4z,0

Hvd8EpAMj,HVr8EpAMj,0

ydMz3CV2,ydM3CV,0

DqZ0lw,Dqz>Olw,0

SrP7,"SRp7
",0

sooWM,s00wM,0

6TYpAI1J4,6TYpAnJ4,0

kwgMdF3,kwgMdF3,1

UCQj,UbCQI,0

D0kZSizc,D0kzSizc,0

iAtjAnr9D,"iAtjANr9D
",0

qusvtEq1I,qUSVtEq1,0

TTPP6,KTPR6,0

5OU4,"5OU4
",0

4v4drW,4VAarW,0

wYLh98,"wYLh98
",0

Oecr5BfeS,"OeCr5BteS
",0

yKnc,"ykKnC
",0

KOkXN,KOkTN,0

WC5M,WC5M,1

xxbS,xxbS,1

1B6nXno,"IB6nXnO
",0

PjzDk,"P7LDKk
",0

WqMQ,W4MQ,0

xjORcRRF,xjORCRBF,0

nJGxW55Q,nJGxW5SQ,0

O5ZVPS,O5zVPs,0

bWDatLvOs,bwDatLVQs,0

a9ZMYMM,"a9ZMYMM
",0

S4f1GgIa,S4nGsIa,0

8o8e,808e,0

o9eZT,O9eZT,0

z49IdZv,Z9ldV,0

N10Bd,N0Bd,0

iTsk,itSk,0

9hsIbl3f0a,9hS7b13f0a,0

NSU8,NSU8,1

a36X8,a36X8,1

7nj8r7iNY,7nj8r7nY,0

t4u1MlPf,t4uIMPf,0

F5VX8F9VM,"F5vX8F9WM
",0

IW0PTOP,IwOpTOp,0

psHh8tSe,pSHh8tSe,0

RRGN,RRON,0

9e7C7,9e7c,0

uSFC,"USPFC
",0

aWXX,awX4,0

E8B3,E8B3,1

4gn57AvzN,4g57AVzN,0

P6MQ,PbMQ,0

RFvav,RFvav,1

oz87,Oz87,0

7D38fs,7D38Fs,0

7TXM,7TXM,1

EXVF,EXVF,1

PyNzjgDUf,"PyNZjgaXUf
",0

JGCM,"JaccM
",0

SQCF,SQCF,1

e9W4Q,e9w4Q,0

WhLH61bf,WhLH6bf,0

6gwW,6GwW,0

qwCOErnAc,qWC0ERnAc,0

FkWqSNAGC,"fkwasNAGcC
",0

mUjZ,mUi2,0

RUHB,RUHB,1

UNEW,UNEW,1

ZDNdg9E,zWdg9E,0

uyX8,UAX8,0

joaSvW9,ioasLW9,0

XBQS,XBD6,0

n0u5K,nOu5K,0

LcUvaGa,LCUWagGa,0

ZyUE,ZYuE,0

QIya,Qlya,0

TBXW,TBXW,1

27EZ,27eZ,0

ILqxLErt,LqXve7r,0

4DeP2eiiZ,4DePr2eiiz,0

7Z2Z4Il,F2ZAV,0

ksBfImN,ksBflm2N,0

WzOh,"w1Oh
",0

UBuQD263,UBuQs2o3,0

c2Gm,C2Gm,0

j0G9fIGlb,A0GofG\b,0

TMYak,"TmYAk
",0

BEP1W,B4PIW,0

lG65toH,LG6STOH,0

MYW7,MYW7,1

o0CSh,OOCsh,0

1R0Ayh3sV,1R0AYh3SV,0

B3MU6s,B3Mv6S,0

7hUfDo,7hUS00,0

modwVQf7,m0aRWQjf7,0

DywOia5,DYwoi25,0

IbGCJVH0l5,pGCJVHb5,0

my7bute,"My7BUTe
",0

w16U5VG,"Wl6U5VG
",0

Bvc6H94,BvC6H94,0

NPrV,"NprV
",0

NJDp6a6xj,NDb6a6.tj,0

53eP9uez,53ep9uez,0

1jx6,RMu6,0

2Tf1,"2xfl
",0

X93fv9r5,"xG3fV9r5
",0

xM2yeWIKYt,M2yeWKYt,0

6Ggf,bG4GF,0

Rh4PjX,Rh4PJ1X,0

ZLJPTxNNxP,zSpTXNNtP,0

dU36jX,dU36jx,0

GbpEV,GbpEV,1

2Vb5c,2Vb5C,0

tl3Ja5UKl,h3a5UK,0

s13PR2ja,s13PR2ja,1

evp4uRp,evp4uRp,1

H8BJ3c5y,"H8BJ3C5y
",0

kxp9xdbq,kxP9xdbq,0

rd7v,MyPuzzle,0

d4Ut,dAUt,0

sgUJ2P8,sgUJ2p8,0

E8RY,E8RY,1

4d1UUhaE,4dUUhqE,0

NETV,NETV,1

iV9oe4,Nv9OE4,0

RMQM,RMaM,0

WMXQ,WMkQ,0

N2lcvPbP,N2lcVp6P,0

VJUD,VxDDk8p,0

mbJV2c,"m6JV2C
",0

nqq8,n9018,0

TE964ypUz,TE964yUK,0

UNpF0ii,UvPF0ii,0

ncLFhs,nCLFhs,0

W5FCxmLO,W5FC+mL0,0

g11mQ4y,GA1MA4r,0

wqRG7,wqRG7,1

L6rI4kj,v6r4kj,0

Q57u1up7O,Q57UkP7O,0

aQJh,aqJh,0

fp5R,xP5R,0

piFdvw,PiFdVW,0

lkDM,"lkxM
",0

q2dw3FI,q2dw3FA,0

hAWAiWWIq,hAwAw\q,0

zaBlh5s,1QaBh5S,0

wOZYf,"wOZYf
",0

fyOvVoS,fyOVVas,0

zvraLcRJI,ZVraLCRJl,0

Bfb36t,Brb36x,0

iIJD0K,MUD0k,0

n81D,n87D,0

RjOSti,RiOS7i,0

xqKfIpU,Xq1fnpU,0

1UT49x,^UT49x,0

qF1ZHKarX,a7Hkart,0

JdAM,JU4M,0

Z19dYO,ZpdyO,0

6L9Maje,6L9MaJe,0

01AU,qAU,0

P6vBSrnt,Python3rnt,0

TLwoh,TwOh,0

map1t1,map1A,0

YhytE,YhyTE,0

dFVCRyL,"dAVCRVL
",0

ZZLE,Z4eE,0

oEtU,OEtU,0

u1KAT,UhKAT,0

dkygPe2Ba,dkyope2Ba,0

FfHB17F,FfHB^7F,0

XWPY,XWAy,0

jCufHpl,iCUfHp/,0

UVHQyb5,"UvHQy65
",0

VD6qzaaq,VD6aZaA9,0

EKQE,EKQE,1

cWfhs,CwfhsS,0

fVmh,fVm4h,0

jxzX,VX1x,0

As5WXg7x6,A5wXg7X6,0

VBVm,VbUMn1,0

XB7J,XBvW,0

SrghDpT,srghDPT,0

H2tkeL,HK2xlL,0

iOCgFN9,zOCsEN9,0

XybwC,"XybWNC
",0

Dytq1H,DyT9l1H,0

2xBywz,2XByWZ,0

Ec1b,Ec/B,0

vvFF,WPE,0

QmJHDI,QmJHDr,0

ynayFs,ynaYRs,0

rPGe01s,rPGlaqs,0

aAlW4,aAW4,0

SWm8,Swm8,0

JaTG0B,vaTG0B,0

dWFGq,dWVEGGq,0

2X3J,2X3J,1

FBDm,FBDm,1

VAFE,Cat5E,0

g0mY,s0my,0

WjeO,WjeO,1

WJnhAYfV,WJNHaYfV,0

lNCyF1,1NCyFL,0

xJCuG,xJCuG,1

2ZWbuFiW,2>WbUfiW,0

FBEJ,FEEJ,0

2VBMT,2VBM7,0

FHFy,FHAfY,0

su9tB67p,Su9TB6a2P,0

SVNB,SVNB,1

IGCH,t0GetIT,0

SN3URehc0,SN3URehc0,1

Ac48,"Ac48
",0

RYJvbTm,"RYVvTbTm
",0

Hqps6,"HqPS6
",0

XOLu,XOLu,1

ZSlw7,"zSyw7
",0

JT5bN,NObSTJ,0

8Hmv9m,8HmVO9m,0

QH3V,QH3V,1

N0QX,NOQX,0

LbIEX,CboKX,0

uhnneQ9,UhzneP9,0

RtqVM,RtqVM,1

5S4R3,SS4R3,0

sFMy,SFmY,0

EFVZm,EFVZm,1

MNUE,AAhCE,0

pktjJrR,PNxtjjR,0

Ti8u6,TisU6,0

NeKnGc,VeknGC,0

Y9XrqlF,YgtRglF,0

FBYC,FB3YC,0

ZTZY,eBAY,0

StC9,"StCg9
",0

uEim0Z,uEim0Z,1

0mDhtEKTMS,0mDhEKTMs,0

5M4E,5M4E,1

zERP,ZERP,0

7XWpeO,ZwpEOO,0

GOtSkT1Z,GOtST1Z,0

YOZD,Youth1D,0

lh1R50wk21,MRSQNWt21,0

1daMKcm,rdaKcm,0

Eye66HW6HI,Ee6H6HW6H,0

srbi6,sKbi6,0

ZG2Rz6P9Cf,zG2Rz6p9cf,0

FXuEie9,FXuEie9,1

YN5oz,yN5Oz,0

5XpiW,"5xpiW
",0

jvD25P,jVD25P,0

9Fi6,9Fz6,0

wPRv1,uPRV1,0

56NX,5aNX,0

dGGW,"dGGW
",0

zZcqji,z7cq)i,0

5r4LLAs,5r4KLAS,0

UhAy,Uh4y,0

88wS,"88wS
",0

YUWK,YUVVK,0

N6YX,NbyX,0

yUO3dax,yUo3qax,0

USPI,USqrt8,0

CPXr,dPxc,0

EH4H,E1AH,0

XB90,XB90,1

faBf,aB,0

45F6,45f6,0

1l5VQS78F6,1I5VQoS7o8F6,0

X474,XA4,0

sbZpPNvhY,"sbZppNvhY
",0

hXoi,hotA,0

VZpSs0BVJ,vnpSs0BvJ,0

avPyrnPO7,avryrP07,0

RX4E,RX4E,1

5dH4,5dH4,1

MsDp,MsOp,0

C9z8nhS8,C9a8nMs8,0

6kp76eOD,Kp76eUD,0

klrGPL,KLrGPL,0

BNBN,BVBN,0

iaEXFMD,iAExFMD,0

8VsAq,zlsAa,0

GyjsG4vp,GyisG4r,0

OQNR,OCNZ,0

HS9VlRw,HS9lRW,0

FQ8T,FQ8T,1

24csJlq7,"2AcslI9q7
",0

gYSTMt,gySKMt,0

A8EgG,A8EGG,0

9FcAgK,"9FCAgK
",0

FGCZ,FaCZ7,0

OlX3bGK,0Ar3bGK,0

Gcis,GCS98,0

Nndl0c,"Nna10C
",0

B1xt,BacktoX,0

RFBH,RFBH,1

CNt9h,CN19h,0

LLPF,V2ypePIE,0

bTvmEl,bTvmeI,0

PXMGdzlGt,PxMGdZlGj,0

EB2g,EB29,0

8oem,8OFM,0

z9DU2V,z9DU2W,0

NYd5PX5Ed,Na5Px5Eq,0

mRNsiEf,mRvsiEf,0

AXSS,Axes2Dot5,0
WfJM4II,WfjM4N,0
GSjxUi9Q,GSrxUz9R,0
RxNMKi8Kjr,RxNiki8kjr,0
UAT5,"UAT5
",0
NB84,NB84,1
07DFyMXs6,O7DyMXs6,0
SodsRoBI,S0aSROBI,0
qCXy,qCtY,0
oNyh,Over4h,0
LWlpjRIEv,lwip71EN,0
SkZi2,Sk1R2,0
oYCFM43J,0YCF43J,0
HYHR,Hy3R,0
PGM8o,PGM8O,0
xqW1,XqWV,0
F5Y6,F5y6,0
Y87D,YB1D,0
DWZH,DW3H,0
7AsHvDcE,A$HNDcE,0
4E1Yx,4EYYX,0
Ua303,"uABoB03
",0
F4DdkV,F4DdkV,1
F1YBb,F1WB3b,0
A3YI2BE,A3YN2BE,0
bK3j37,bK3j37,1
08AH,08AH,1
HUUX,4t66X,0
5OVVdo,5OVdo,0
BRZ2,BR22,0
j1tHvrmED,J1THVRMED,0
ia5bsqdc,iA5bsaC,0
LHIWRQ,LHW\RQ,0
w36EI,W36El,0
rEp3fIY6,rEp3f1Y6,0
Hy3jXAT7,Hy3ixAT,0
gLtkxu,gLtktu,0
UXK28V8Nd,UAK28v8Nd,0
AYSH,"AySH
",0
vc3o,kC3O,0
neHAtMFSV,neHAMFsLV,0
0Feq2P1mH,qFeQp1mH,0
kMBi0plAB3,KMBi0PlAB3,0
OTNt,"OtNT
",0
XEmZWsq,XEm1WSQ,0
OcbR,October,0
lAD8,lAD8,1
CfH9la,eH9\a,0
2oknR,2OknR,0
MrmgO,Mrmg0,0
szygosSes,S<ygOsses,0
KKDX,KKDx,0
hfZXW,hfzXw,0
dN6vJi11,dN6VJl1,0
06HFRd5E,06HFRd5E,1
lQI60,IQ60,0
EELS,EqualsC00l?,0
gLnkR,GLnKR,0
W02TKH,W02TkH,0
bHedc,bHEdc,0
nPWzvPxyVV,nPWzLPXJV,0
aZJX04jd,a1JX04jd,0
jCSTv5,"icStV5
",0
EU8S,EV8s,0
uhQruYw,UbQrUvW,0
8U5M,8L5M,0
NSWC5,"NsVC5
",0
vyq76fk94,vya>6rK94,0
MQUA,MQnA,0
XrsUl5s8h,xrsUk5s8h,0
8soiy5h,"8SOLYSH
",0
KOBKOgP,KO8kO8p,0
lXwt7RV5,"IXwt7Rv5
",0
iqqJs,A9S,0
cDLXB,"CDLXB
",0
BmhsRwPEh,BmhsRWPEh,0
A2Gv,A2Gv,1
z7E6wA1qd,>>E6wA1qd,0
ttzyMlHJE,t7M1HJE,0
