Actual Solution,Predicted Solution
JxR15USt9,4RI3sst9
y0TQJM,yOT@J^M
4h95,4h95
NhuE,Nh4E
nIM1qQGYw,nM9qQGYW
2zWHjW,2zWHjw
O2Q4,0204
AmA5,AmA45
zJErDm,7jErDm
GyN0,Gsv0
7Evf,T9k
iFArJ,iFArJ
sX8YZ,SxδYZ
udHZV3O,UqHZv3O
Coap1k6,c0aplπ6
XtdFeef0,7dFeep8
q36T3z,q36T3Z
qK5eU1St,qK5eUlst
2iDJui,4Dmui
7PNb,7PNb
xL8wLLY,xL8wLLY
kE0K,kEOK
jwqsuY,/WqSuY
yPsJPgJA,yPSJPgaJA
zg3qbz,zg3qbL
C6dFbQR,C6AFBQR
asjYtO42,ASvTO42
vCAFgrMN,vCAfgVMN
xpNVsXW,+PNVsxW
23B9,23B9
BIgQa,BlgQa
zhCFsJSXQ,ZhCEFSjstQ
pbWbSZw,pbwgszW
JyUR,JyUR
liXrd1KT,l1rdKT
PB0h4T,PB0h4T
5IrOQqj8J,51rOQq38J
yc8F4sUJo,xC8FzSU0
74QuJZfyd,Auwzfyd
N6pK,N6pK
nDnC,nDnC
1tYLZn8,lrYL>n8
zUNIn7W,ZuN1m7w
92X4SHyk,92t4SHVk
M2VmbCeU,M2VmbxeU
obLAWMZI4,ObLAWZl4
fkF4kpT,rKF4kpT
4izTfF,4i2Tff
4izTfF,4izTrF
kE0K,kEOK
QRBVM7g,qRBLM7g
uFemPlut,uFemPlVt
kDKuhc5,kOkWhC5
W1fC67,W1fC6>
dS9Bcz7Q,ds9BCzR
BDcSJPgl,BDCSJpgl
PaBJ,P4BV
dod7T,dαd7T
vCAFgrMN,vCAfgvMN
Fe7iBM,F@7iBM
XZuyOhzS,Xzuyohzs
xh6Rrl7,xh6Rr17
U8I2dz9U,u8i2dZgU
we36D,We36D
dS9Bcz7Q,ds9BCz7Q
1tYLZn8,lrYLa2n8
XgPk,XgPk
CXtu4v,Cxtu4B
4Rm3S,4Rm3S
r9aq86f,r9a86f
ucs5Czr5q1,ucS5cX5q1
ofxaY,ofxaY
QfcX226NZ,QcX26Nz
ZHpEl,zHpEI1
pjR2i6,pJpR2i6
V2aQG,L2a2G
OinJ5bmK8t,oiBbn8t
XYieXV,YheXV
frDpC,frDpC
sWFh,SwFh
rPnQmX,rpnQmx
O833RXnR,o833RnR
bqaiG,bqaJG
TOTfULLo,τOτųλO
WeY1c,WEy1c
Yfdqj,xfdqj
TyRf5NGd,TYxf5VGd
u9O4L,uO4L
FYpfR8kY,fNpfrS8kY
EvIRj,EVIRj
VfCbycCQ,VACBYLcQ
kRGGaL2,kRGGaL2
qOSp7,qOsps7
pvObnobZ,p2o6nObz
liXrd1KT,lfXdyKT
MHOsMN6v,MHOsMN6v
3VFky0rnm,3VFKyQAm
wCS1,wCs1
0hA4S,06A4s
qK5eU1St,qk5eukst
6IQvxSC,6IQXSC
2AHG5Bkq,2AxG5Bkq
4mugcJQ6i,4mu8Cxq6i
SOgsRU,sOgSrU
sbTYRuB,sbYRRuB
we36D,We36D
n5QtGc,n5QtGC
IITOYo,lTOYo
R0RVsoI,RORVSOI
5IrOQqj8J,5rOQq8J
norJ,norJ
JdZ9NK8,Jd>9VK8
3eCO,3eCO
8xvikjs,8xVkS
0bStyJ,0bSyJ
X67XW09H,X6rW09H
oAxRGkU,oAXRGku
LQu1ke,vqike
lTIMVqAk,1KKMUVQAVK
ES43bZzLG,E$43bZ>LG
pPyUmOKa9k,pRyUmOta9k
I40D,I40D
G81VM,G81vM
5LLdA,5VLdqA
0zWI,OZIW
mreNFH,mreN^H
9DuSHX,9DU$HX
sMtm76Iy,sMxtm67y
Qx2Zs,qX2Zs
3YYWj,3Y'Wj
rmqBEx7,rmqBEX7
dhvKcyq8,dhvKcqs8
zOFPmNM,z0FPMNM
FXZPRq1o,FxZPRa1O
6HLcB5H,6HLCB5H
ECAF,EGAF
0hDo,0xD0
qcH5A5c,qCH5A5c
obLAWMZI4,ObLAWZ14
Of3ERv9P,OBERV9p
1KUrI,lKuH
IHUW,1HUW
5oSALGfG,50SALGfG
1CBBjTA912,kBBiTAG912
NlZJbtTC,NlZbTrC
Myn4oMVt,MyN4qwKt
r8wjiXal,rsWjXa
HyXES5P,4YXES5P
PgMJO0mxI,PsMJO0xXI
i3v6Q98t,i3N6Q98t
WHXlb,WxHLB
k5cn,k5Cn
6HLcB5H,6HLCB5H
evmo,elmo
AeUOlfBg,AeUoUfBg
0gHw,0gHM
FsUCjeB,FsUCleB
cDoiJNi,CDOiJNi
rUveCpJfv,rveQyfN
eAsGR,e4SGR
lKgh8XT,lKg8xT
Ev7it,EV>it
n79bY,n79bY
gMt0f,gM6f
XYieXV,AhexV
UNw2L,UNW2L
FknWp,FknWp
WXFFk,WXFFk
J1BfYMjS,yBfvMjS
zvEYQz68Ri,zVENQz68R
ihYrhP,i5YrnP
X1AXzCp,fAxZcp
PB0h4T,PB0h4T
EwvMve2,EwvMve2
8LcnvtEhT,8cLNVtEnT
4mugcJQ6i,4mus8CQq61
OdYXNc,OдXNC
o01YtGHH8f,Oo1ytGHH8f
9Qipbbqd0,9Qipbb9qd0
3VFky0rnm,3VFkJOOm
GyN0,Gv0
4wPd4G,AWPdAG
7ArrxDt,7ArrxDt
81aj,81aj
OeC09hON,oeco960z
hsB1j,hSB:
l450HSSpz,/45OHSspt
Fe7iBM,F@7lBM
J2qrX,J2qrx
3cvLMS,3CvLMS
fYSNd6MB,fYsnd6wB
nIM1qQGYw,nM9qOGyW
w98Lg,w98Lg
goVmlcPw,OVmcw
GG4oU1,GG4OU1
mytOcsEY,mytOCSEY
XgPk,XgPk
oAswXua,O7SWXua
pvObnobZ,pZObnObZ
nizc,ni>c
uf9Nh,wf9Nh
5Dmi,5Dzi
hL21Yuk76,h<2/Yuk>6
SOgsRU,sOgSRU
r5ORx9w,r5oRXw
HI4KmY,Hy4Tmy
piX5F,pix5F
r5ORx9w,r5oRXow
81aj,81aj
kDKuhc5,kDKWhC5
NdZK,NdZK
RkDzKkc,RkDZkKc
OSS5,oSS5
qRopD,qROpD
1t7nU5hmL,t>nUsZmIL
qOSp7,qOsp7
dod7T,docl7T
jiw3,jzw3
iWsZ8,iwsZ8
uf9Nh,wf9Nh
Esw5D,Esvw5D
9Vv9p,qLV9b
U2BrDi1a3,U2Briha3
oGXXCDpx,OGXXCcpX
X1AXzCp,+A+Zcp
WeY1c,WEy1c
xpNVsXW,xPNVsxW
udHZV3O,UaHZv3O
Zj15v,ZJλ5V
N6pK,N6pK
HyXES5P,FYXESSP
rmqBEx7,rmqBEX7
7PNb,7PNb
mnyxzNmB,MNYXZNMB
eZroHrLHT,ezroHrlLT
dNabH9E5,aNqHb9E5
ojBECsL67,0\JBECsL67
btj53,btj53
DZ7bZ,D7b
TeQc,TeQc
TvIKTt,TVIKTR
wTJ8u2,WZ8u2
zAsXBe,zAsxBe
dZ6r5j,dZ6r5j
f8I20,f8l2O
M6UYyO,M6UKYO
OeC09hON,oeco950N
WTEXCj5,WTEXCJS
doMsp,dOMsp
WI8kBz50K,wJSPkB>50K
xxjR2,xxj̇R2
c8t2SeOe,c8kseoe
GFA8L,GFA8L
l5nnOI,15nno0l
RyJBcAJqF,RyBCAqF
A32UbDH,A32UbDH
ivl17vEAhr,iWVVEArh
jAXmg0C8,jAxm8Oc8
Ev7it,Evit
Gj9fY,Gj9fY
TtnY,TtnyY
JuYZ2,MyZ2
mJGgeOc,mJGgeOc
AQXF,aQF
gBPC,gaBPC
K7Qq,k7Qq
ca7qi,ca7ai
jwqsuY,/WaSuY
ofxaY,ofxav
TeQc,TeQC
fvAEl,fVel
1t7nU5hmL,t>hU5hml
qDC1e4q,aDCeA9
AmA5,AmA45
7fKsO,fTSo
lKgh8XT,1KgH8xT
uFemPlut,uFemPlwt
NdZK,NdZK
M5qbW,M5qbwW
mJGgeOc,mJGgeoc
5yv6uG,52V6WG
GyN0,GvO
E8ggyEOm,E8ggyEOm
9FPbO,9FPbo
Avlu,AVlU
HxaxN0T,HxaxNb7
dhvKcyq8,dhvKCq8
QfU8,QfU8
E8ggyEOm,ESggyEOm
Th3cosd,Th3COsd
NXbuJ95fX,NxbUs95fA
ImwY,ImW4
SinrJ,sizrJ
TAtDCJ,tAtdGy
DXHaLfFwA,DXHaLfFWA
mqWnnb,qwbnb
i3v6Q98t,i3N6Q98t
MycA,MyCA
C6dFbQR,C6DFBQR
f9LvQF5jo,f9LQF5j0
pjR2i6,pJr2i6
Gj9fY,GjfY
bK7M09o0j,bK7M09o0j
Ev7it,Ev>it
rQ9P,rQ9P
mnyxzNmB,MNYXzNMB
B7WrzbU,B>WrvbU
qRopD,qROPD
Of2kfm,α2kfm
HXgehTZK,HxgEhzK
ay0PA,ay0PA
3eCO,3eCO
EtWr,Etwr
