Actual Solution,Predicted Solution,Result
kLtnR5,KLtnRs5,0

BpxP,BpXp,0

3hCa,3hCa,1

ryCZR,yC2>R,0

vjN87id,VJnM87iD,0

osaMx5nL,"0saMX5nL
",0

I0etp,I0etp,1

buY66,bUy66,0

7qQpjZ6A,7qppjN6A,0

PlhVZn,P\hzZn,0

hE5w0XYVfo,hE5w0xYVfO,0

W1I7,WV7,0

SJQG,I062,0

KJ6S,KV68,0

3r4h,3r4n,0

VjC4,vJC4,0

LMo1Lar,4Mo7Lar,0

fGR1ZNpj,fgR1ZNPj,0

BfKsad77P3,Bfksad7p3,0

Tj3wX,Tj3wtx,0

rUwc,rUwC,0

FPtUZxMjc,FP7U1KfXc,0

A8CP6,A&P6,0

tYYH,tY7H,0

HQc9YUS,HQCc9YUs,0

yrr4GS,yrr4GS,1

wW2u,wW2u,1

2vXFY,2vxFv,0

pJjPmqXJ,psi.mX/,0

I25XAmrrG,A5xAmrG,0

2gJbD,29rAD,0

B3W8,B3Aw8,0

AAQN,AAeN,0

XPuM,XPMJ4,0

6Did,6DZrd,0

DKSCP1Mq6m,D'SCPyMq6m,0

MIZHR9,M1vHR9,0

9P8A,9P8A,1

rQTf,rQfTf,0

GA2W,GA2W,1

JQccE7z5Sq,JQcCEZ5S9,0

ZKTP,7KTP,0

QQgeubN,QQ8euVN,0

WP6PMDOQ,Wp6RMDOoO,0

uaDd,uaDd,1

WwRuyN,WWRUUVN,0

ffx4,ffx4A,0

ygmcU4X0i,ygmCU4Xoi,0

J4o2e,j4Q2e,0

CKFFNKu,CKFEku,0

I0h7v,10h>v,0

ihPZ6TU,ihR26TU,0

uvkVGZke,UvKvGke,0

xr9nFQ,xr9nFQ,1

dXqnR,dXqnR,1

wMr8uYw,wMr8uAW,0

AuFd6Y,AUFd6Y,0

rfTw,rfPIz,0

Ya8WGFo,ya8wCFOo,0

HE7SCaG,HE7SCaG,1

cqfOf,c9fOf,0

DQXD8,DOX4D8,0

MB6B,Mb6EB,0

VavUb,vavUb,0

XM3C,XM:3C,0

HDWX,kDUx**?,0

9j9SbDtVN,9-9SbDtlzN,0

b99A,b99A,1

6s42zp,6SAx2zp,0

WTMB,WTMB,1

DwXAF,DwXAF,1

AuWW2V,AVkNwW2V,0

v5TSaZx,V5tsAZX,0

YuxQLJNt,kUxQRyNt,0

QDNX,G9nAx,0

NJN9,N9,0

kWGtZ,kWGr1z,0

g1Nkmw,g7NkmW,0

T5sc7,T5Sc7,0

FNRE,IA2E?0(,0

6TBR,6TBR.,0

HbOF,HbOF,1

uIkHn5ue,uXhn5ue,0

ty5ok,tY5OK,0

Ebo0,Ev000,0

kHSFwWblb,KHsfWw616,0

39WoXNb,39wVoTNvb,0

sPEf,sPEf,1

qSOFZd,aS0FZd,0

ZMkBM20,zMkBu20,0

TDH4,TDH4,1

VXHKH7ZM,VXHK2LM,0

9PCh2JuF,9PCa2Vda,0

T6j3vNvuH,t6VBVnvVH,0

cEDRpjpqb,cEDRpjqpb,0

UNB5B,UNsBB,0

Un3ClktRW,Un3dlkRW,0

YSXR,Y'SXR.,0

ilB3BC,i\1B3BC,0

uyRZQl,uYRZaA,0

KHnZn6Cu,kHn4n6Cu,0

mBI5OC,mBI5OC,1

7Q8fI,>Q8&I,0

cDEx,cDeX,0

gYqRbA,gYqRbA,1

6xMGb,6XMGGB,0

HOz7ZN,HOz>1Zn,0

YRYFwfMv,YR2YFwfMmV,0

49TcQD,497CQD,0

WKfAjYtoD,wK7AiYtoD,0

kX5Y,kX5Y,1

V8OwJ,V8owJ,0

iP2I,zP2I,0

V4tOWrn,V4TOwRn,0

SPGP,SP2S,0

gqAOaKvF,gqA0aVF,0

EBUN,EBUN,1

oZ88hdyM,0l88hdYM,0

JhcnUL,JHCNUL,0

7rWTw,7rWTw,1

xrh2LJujI,Xh2yujiI,0

UgTS8muQ6,uGTs8MU@6,0

YXDLF,yXDLF,0

I0oJK9OV,100J490V,0

W465C,vA465C,0

ucVc9XIfL,UtLV6x1FL,0

IimcN5qb,IimcN5qb,1

DrtsAnH,Drts$AnH,0

AweT,AWeT,0

5F8M,5z8M,0

xjxCYxjsB7,zthCXjSAB,0

LQOcBLF9,LQOcBLF9,1

bZMUM,b2NUM,0

s45B,Sa45B,0

NS1kKS,Ns1Ks,0

CSsvm,CsSVm,0

CCVS,CcVS,0

XpEeODG52,tpe0DG52,0

EIQVPj,E6QVPj,0

rl2bDn,rV2bDn,0

EiRnRa7llC,EipnRa14C,0

Nzy3l2D2,Nzy3pD2,0

ftAD2xWK,ftAD2tWK,0

fVkX,fVk4,0

jVjnnpORB,jvjnpORB,0

TdBnPHcuN8,TaBnpHcVN8,0

RRYC,ARyX,0

QwDZilVG3,QwDZli1VG3,0

78z5Dc,78z5DC,0

efhDrfM,EFhDRFM,0

q21l,a21V,0

6W5XY,6w5xY,0

YfAgxv6Tn,VAgxu6λn,0

CXjmH,cxkraH,0

RXTM,RXTM,1

qTmfC2,q7mFC2,0

Z3EeMDGa,v3EeMDca,0

o4BXO,0xBOXO,0

xFBApV0rS,xFBAno7rs,0

WQqg6,wQq9g6,0

e5HEL,e5HEL,1

MFE6,MFE6,1

YsbYNbDW,YSbyNbDw,0

k5ks,k5vKS,0

ABNR,ABNR,1

PjwRIgdF9S,PjzR18dF9S,0

3P4G,AG,0

M5uP,M5zp,0

nDIh,nD1h,0

7hte,7hte,1

aAPX,a4Px,0

5Dlj,5aDj,0

QGNG,Q3AGA,0

uvCblU1GL8,uvCbU1Gl8,0

B2iI1N,B2VV1N,0

k7hv7VaKQ,k7hVNaKQ,0

snHyDtNd,SnHYDXNd,0

vBdmtM5Kh,vBemtz45Kh,0

ibRbg,i8Rb9g,0

2QMZ,2QmZ,0

Lm3z,Lm3Z,0

1OFlrv1SvT,10fF/rVA1ssNT,0

RPqJVe,RpAZLe,0

2sPnSjKS5,2spnSiKs5,0

Bw1c,BW7C,0

FVJL,FVJL,1

Hiv3fo,HiV3fo,0

23kw,23kW,0

M5KASpHUf,M5KASpHUf,1

aXBKePQI4,xtBkePQ14,0

MtQeM,MtQeM,1

81GuCE,8\GUCE,0

4WNo1M,4WNoIM,0

DGTv1h,DgTN1H,0

4e88y,4688y,0

H4SQ,HASO,0

bYKJjrs,BYkJjRs,0

IMoAwF,M0AwF,0

KPGKC,kPGKc,0

aogLjPT,aOgfiPT,0

9FygOwDa,9Fy8O2Da,0

BWTF,BwATFF,0

2f8KU,"2r6kU
",0

WKQ6,WKqa6,0

9S3xL,gS3xL/,0

26aCq5C,26AC@5C,0

VF8C,VF8C,1

gVSf,gVs4f,0

JGGnKPt6Va,xGGnkPt6Va,0

y8BmhMB,y8BmhmB,0

yGFBRMqk,yCfBRM9k,0

iuMN2IFim,iuMN2lFm,0

H5dBt2b,H5aB<2b,0

xwks,XwkS,0

sJ3G,SJ3G,0

5OvRlvyN,5OvRWyN,0

ySCu,Y5au,0

PqO6kK2p,pqO6kK2p,0

kmjio,Knji.O,0

DNntK,D2ntK,0

vCfND,VCfND,0

45hn,45hn,1

N6nOM,N6N0M,0

yRcJyn,yRCJyn,0

EXuos,Exuos,0

AL3E,AL3E,1

IRpM2r1r,1RpM2rr,0

cbpfz5,CBPFZ7S,0

gyTaw,g8aHkVAll,0

VSX8,VSX8,1

MHQH,MHDA,0

gbzbRQy,gbZbRqv,0

h1nr29Y2,hlhr29Y2,0

66eVZ,σ6eVz,0

8UuM2AZ,8uUM2A<,0

Zbb1fkY,z\bb1fky,0

8L9lOzl3Ja,8<9OzI3/u,0

KPliO1rG,KPiO71rG,0

ozQyfL9,OZqYfL9,0

Yjf31lhZ6q,Vjf3KhZ6q,0

1aXNt,/aXNt,0

UBDo19,UBD0/9,0

OJOJ,Q2j0y2q,0

M5FeOm,M5Feom,0

YhUP,YhUp,0

EERT8NV,EERT8NVV,0

JG63C,A63C,0

6BC5,6BC5,1

wWa3Z,wwa3Z,0

TGWR9x,tG4R9x,0

NAUmBiQ1,NAUmBiQ1,1

k4DizF4yxI,k4DzFXjHA,0

ISOkDw,1sOvKDw,0

hunkAar,huXAar2r,0

wg1ltynjX,wgltynX,0

iZf0,iZr0,0

hGNVWM,HGNVWM,0

AkYi5N,Akyi5N,0

uE2w7K,UE2w7k,0

N4nT3,N4nT3,1

74AK,7AAK,0

ra2X,ra2x,0

byFyPF0r,byFypFOr,0

BLfva3,bLfNa3,0

F8H4,F8H4,1

lT3AI,lT3Ai,0

512M,5t2M,0

0r0M,0r6M,0

KfoN,kfON,0

ts8X89ASPX,ts8X89ASPX,1

U5kuF,u5k4F,0

qAQgYknN,qAq8VknN,0

JUbTVd,JubTVd,0

fyNFuz,fLNFuZ,0

nhl2xc7,nW12xC,0

GQ8M,aCBN,0

zCoU,ZCOv,0

uvIXVelO,uViXvEl0,0

23evu7hN,23eVu4^hN,0

vk8c4hVy,Vk8C4hVy,0

b3Jc,B2jC,0

9SRT,9aRT,0

hzHA,hZHA,0

DDvFClu,DDvFQu,0

NRow,NROW,0

4Y8Sw1,4Ys8wl,0

5AvS,5A>VS,0

T5X8,T5x8,0

FdKH,FdKH,1

C8yJm,C8y\^m,0

MRt2,MRT2,0

sJy7QLSs,SJYX7oLss,0

W1NC,W1nC,0

XQK6,X0aS6,0

ZEg47,zEgA7,0

Q34H,OB4H,0

NQ87,Nb81,0

Saug,Saug7,0

NHmGv1,xHmGv1,0

r9rIbMjT,r9rI6yT,0

rFUoTbnP,rFU0Tbnp,0

mT0ebHQ,mT0ebHQ,1

CW22,CW22,1

4UVY,4UVY,1

xAfySHYWT,XAfYSHYWT,0

tWtwP,tWtWP,0

FV87Gag,Fv87GAg,0

HBWItyGC,HBWtyGC,0

uzoH,u2OH,0

Y2uSbKFx,r2us6kFX,0

sKptE,SκρtE,0

n8WYV,h8WvYv,0

tm3GJ,TM3BGJ,0

o14P,Q4P,0

TWzG,TWZG,0

gUd89Nd,gUd89vd,0

32JSKMs,32eSKMS,0

x8lsa,x8/Sa,0

mDRR,mDRR,1

90rEfaF,90kEr2F,0

n9Kxe6Tk,n9KxXe6oTk,0

ItMy93JP,"ItMy93vP
",0

PT4v,PtA2,0

tza7mMT,tZa7mMt,0

atVSw,axLSw,0

kvoJV0V,kV0Jv0v,0

xC91TL,xC9/VL,0

wTSQ,uTSQ,0

SjIHd,sjVHd,0

Spjt8h7M,sDt8h7M,0

psNxw,psNxw,1

mu7zO9u,m2y7zoqu,0

WqPf,WqrfL,0

wBWWQUC,zB4WqUC,0

2N7M,2AV1M,0

rHYQ,rXHqQ,0

MWHMH,MWHAA,0

RVZX,RN3X,0

A1hKQd,A7h4Qd,0

k6uij0,k6uj0,0

VCAB6,VCA4B6,0

c1YK4G,cYK4G,0

M4SH,MA9H,0

vhKS2lEhD,VkS2EhD,0

O0SBoxt,∞0SBOXV,0

6YJP,6Y7p,0

bEByxipE2,6efBYriqeE2,0

Y4HU,Y4HU,1

O6fzfv2f,o6fZjV2f,0

MkrZ,MxRz,0

gR659D7r7h,gR659D7Xn,0

BNPS,BNPs,0

bn3UG,bn3UG,1

G6EHC,G64Hc,0

2nADZ1,2nAoz1,0

aWc483Jtw,aWC483jtW,0

kL368WEc,KL368WEC,0

dEQq2p8,DEQQ2P8,0

YS3A1,Y§8A1,0

9CJ2,qCJ2,0

VAoNA,LA06A,0

iHYE9JSU,iHxE9vSU,0

VEJA,NEA4,0

VSOX,L5qX,0

90hPiltH,9ohPi1H,0
