Actual Solution,Predicted Solution,Result
Tnjub,7hjVb,0
EKBN,EKBN,1
RSSU9pGjb,RSSGQGb,0
uzoH,uOH,0
Dd9hwP,da9mWR,0
3Q5AV,3Q5AV,1
8FVT,8FVI1,0
75NCWXg9,15NCwXg9,0
nakmWlO,N4PMWLO,0
8ANU,84MC,0
YHl9x,YH19x,0
4RP8,ApF8,0
8jVp8D,8jVp8D,1
RPZh,RPZ4n,0
VNSY,VNSY,1
1GaIQBj,7CaQqRj,0
SHEfq1wSC,sHEn5CSC,0
k0HlW9oGKL,XQHW9WGKL1,0
0eSv,oeSv,0
Dqycfdf,D9Acfd7,0
R5UV,R5JM,0
JPNM,JPNM,1
7csKI,7Cs7,0
moe2V,m0e2vJ,0
3Z7j,3zHj,0
mwwn0dc,mwmwOxc,0
tkShLM4k,tvS4LAc,0
7GXW8ZM,1Qxw8ZM,0
6PFzW2,6PFzW2,1
nYaujLh,nxAuJk,0
5S6FXsf,5Sa6XSf,0
HZQZ,H4QE,0
bnexevl,bneXeVI1,0
PXFT,PAF3c,0
T7dT,T7dT,1
GGItHl,GGkWH,0
BH2KZV,BH2*^V,0
Vbpi,VbPi,0
ZPEJ,ZPRJ,0
d8PQx6B,dPQx6B,0
HEpXQLV,3EpXqV,0
eCT4,LcT4,0
wtfyRpeF,wYfRpCEK,0
QRphJ6y,QRph16y,0
TgyORLk,T8Y0RLk,0
qhGyX,qhCXx,0
2NEylHff,2wEvJHff,0
I1idrEb8W,VidzEb8W,0
cSr2SSU9,cS12S8S9,0
NkZ49,NkC49,0
x2IW,X2Wv,0
y135hj,Y3shj,0
XRFA,XE7ApA,0
UkD9ZFX,ukQ91aX,0
Ztps6,V1pS6,0
NBqLZF,N8q1ZF,0
bHE8,bHvE8,0
0qBw0,oq8w0,0
xZdA,XZdA,0
CmrcOR,SMbCQR,0
4FSN,4FSN,1
uNOmT,uOmT,0
sQGxrU8,SQQr78,0
G4fmKz,G4fmk7,0
7ai45Wj6W,pq45joW,0
EXTF,E2s4q,0
wqNC,wqNC,1
WwOdqj,wvOd9q,0
U6yz,u6Zz,0
PM67,PvN67,0
K4YG,K4G7,0
SGxCd4C6Lv,SGxCa4Cb1n,0
WG7M,wG7M,0
FhFEE1rBM,NhFVE1~BM,0
pHIgS,pHg8S,0
K46B,K46B,1
TzY88TEZ,T2N8sEZ,0
IbY3K2,1bY32,0
UF8CQo,U78CCQO,0
8LieUY,8LiEuY,0
IsdiF2,1SaiF2,0
bW4Uj9,6WXdj9,0
M4gDMW,4gDMW,0
FUBcY,FUBCY,0
1il6PpSUe,Liv6PpSue,0
795OO,7%oO,0
tyt3Ox,tyx3Qz,0
wlmCS,wVmS8,0
XLEN,HL6A4,0
37UBR0J,3TU8RO7,0
MzYM5q5,MzYm95,0
7FDRZ,7DRZ,0
eNKc,eN4C,0
vTn9,YXng9,0
fxyp7LKjC,fXJp7NkC,0
97uPNu,97vPUy,0
AdXh,XMHh,0
GCtwp,GCtwp,1
WjMe,WvMe,0
B7qJ,B7qf,0
nMeorW,nmEorW,0
vKqOuRIz,wVOuPLz,0
YBBS,YbBS,0
65jGvO87,6jQb8,0
Hb0a2fu,HBOA2FU,0
tfyJ5FxliS,tfYsFXlis,0
US23C,lg23c,0
H0SBTZn,HoSB7In,0
VVD5B,WD5B,0
ewarel,eware1,0
sRGqUx5Ni,5RG9UXM1,0
mIA8,mIA8,1
L95zm,pq5Mn,0
WIjWCT8m,Wj7wcT8m,0
sozbxJY2h6,s0zbdY2h6,0
KEZT,KEE7,0
1jnDg,iNn8g,0
3u7e,buXe,0
8xKXFhyFW,8Xz3yFW,0
AK84,AK84,1
3cOg1nRB,3cog1nRB,0
IeIpZqJIf,2EpLJv3,0
2WpjIoC1,2WP>10CI,0
akYb,aKwYo,0
XBLHFghgh,BLFgGh,0
BSJqnVW,bSJ9hNW,0
2zgjm,21v8hm,0
qq4em6iN,ag4em6iN,0
wwf3P,wWF38R,0
wwQj9,wWQj9,0
M3CX,M3CX,1
vcdHBeF7,vCdHBec7,0
frgFZ,fY8FZ,0
3B3D,3B7D,0
d9d1iQvt,d9d7Qvt,0
umiY,wq7Nkap,0
dpqdqxTt,dbqd9XX,0
uwjTi,uZjTj,0
MWPE,Mq4fC007,0
XXRC,Fx7AC,0
not4,not4,1
gVM4,8VM4,0
ShcJw6K,SwCJw6K,0
8UUdtEkDe4,8udzkdeX,0
I8iA4h,I8jAn,0
Xfdjjv,HfjXjN,0
4a3MWP,493vz4P,0
a0Y7rYtxK,A07RYTXK,0
d99aeHmi,99aE7mi,0
P5bx2DS,P5Bx2dS,0
xItbL59o,xtV59O,0
2P7DSiXU,2P7DSXU,0
zHlzQ0,zYzQ0,0
C8JK,CgKk,0
1WSR1,1WSR1,1
U6pjh1z5k,U6piAZ5x,0
KHdar,KHda4,0
Qvj6,QLjb,0
IYhNWIs,IVANW1O,0
4iO9v,4jO9V,0
zDqC,1oqC,0
LQBIulFCy,QBWLFcY,0
uhS057I1,uS0571,0
fqgYZxL,wBYzX,0
e5wfz,e5wfz,1
3UBS,3LJBS,0
CS2b,C82o,0
cYy3ZeU8z,GyBzeU81,0
iSZU6alii,SzV6avi,0
EPWU,E2WtJ,0
eK1xOR,ek1XoR,0
1tBc7UGF,f8GU6E,0
co0eSs,COeSs,0
RsxLFXs,RsXFkS,0
5HfsSIqJ,5aF5SvqU,0
0vgGRZB,ov9GRbB,0
VLTY,Y3tXfK,0
qWGAna,qWGMndA,0
FES3,FES3,1
RMHK,RMK4X,0
ICSF,KGFp7j25,0
ZjXGzfF9Oc,7jXGZf90c,0
ZgbZU,zg8zDj,0
dvF1LEfQi,dx11CEf6i,0
Kpe5vR,ApE54R,0
R8kUaPl,r8Kv4,0
8J3C,8JcC,0
WSXR,W5XER,0
5QQM,5QamL,0
To3AFQzN,T03AFQZN,0
zhx3,zHrC3,0
2KEN,2KEN,1
Cdqq,Ctdqg,0
tqYZzxPnO,tqYZZxrno,0
MnjV99,mNjy90,0
THSM,H5G4,0
0Djax,0dj4X,0
plwL4,RLW7A,0
mj6K4,mjK4A,0
K9lbp,k9l6Q,0
OyxmI,0x4M1,0
WdJgMkZH,wdJg0mkZH,0
KsNju04,KSNju0x,0
CRI7tFHRD,CR7fD4D,0
COiXqQ3,CoiX9Q3,0
c9SvC,c9SzC,0
xMRa9,XMRR09,0
tUascgT,twasc9T,0
JLzd,JKVd,0
s597zC,S3q714C,0
7unMMJqV,7uMmDqV,0
vIzyaNJ,wZv9Nj,0
sHuPWt,SHvPWT,0
mMNP1,nMZXd1,0
9BRqXQ17,9BRqxQ7,0
7dPHu,7dPHrH,0
ALqx,P4GVTq,0
VQ5Nf,VQ6Nf,0
joQU3hB,j0pU8z,0
aNPd3VP,aNd3VP,0
4H7MZ,4HMZ,0
WuOtlbL,zUOtvb,0
6U4E,6U4E,1
031j,03fJ,0
hW53Z9H,hW537LH,0
rkW3kqDpIK,rkW3k9DRk,0
NT8KZiz,NToPKLi,0
Z7XV8f,z7XV8f,0
4DTio,4DTT0,0
VvSt,WVSt,0
rsW2Yx,ISW2YX,0
ZgePNe9u,Z8ePNeg4,0
EQV1,EQV1,1
JQ8Q,b8Q,0
y6Hl1,Y6x1Y,0
XPlH06,XPH406,0
2D4GZ,2D4G7,0
zxWcW,zXwCW,0
8Vd2G,8Vd2G,1
rAL5Atb,1A54Ab,0
GgWExsn,G4EXSn,0
IUEN,UcF4X,0
8jSoqxA,8JSOQXA,0
k4uD,k4UD,0
pHaa,phAA,0
BT68,BT68,1
b82z0I57,b802Q57,0
YUa3,XuA3,0
6Y8H,6YcH,0
84vaZ,8wNA4b,0
JLmT3BL,JYm7bBL,0
S1QZR,S1Q4R,0
yxDio,YDio,0
7doT,7doT,1
da3Hp,dW3HP,0
wlyM,lvwM,0
iZiH,i2iH,0
F5qpjc,F5qPxC,0
v4Ae5cn,v4Ac5Cn,0
UxnNTuL7,UXoNTUL1,0
IOAwP,bOAN8,0
E6JxO,E9k40,0
Mrn9bI,Mm9b7,0
lNImrx,WmY7Xx,0
QA0HbeDum,9AQ7bEDVn,0
H4fghMZ7,4A9m71,0
rpjfcgMx,1KxC8M7,0
6VijO,bVzjO,0
PcrSIAon,PcSsIAOM,0
EFUW,tF0Ww,0
XWYVC,XMWVC,0
iPRjIP,iPiPp,0
BN86,BN86,1
Ib9bBP,b9bBR,0
6TW3,6TW3,1
bdIc1XB,6dMCX4B,0
RWJYB,RYJB,0
8PUT,8PVk,0
eeT3H9PMyW,eeCHOPiZyA,0
R71eAqeji,R71eA9Ey,0
5JWMMK,5JWNzK,0
xbTrlsf9,BTRsFN9,0
09y5e,Ogy5E,0
ZFWbS,ZFw6S,0
AykSDK,AYkSDkK,0
H6UzDQcx,Hd7LQcC,0
xVotAE,4V0F3E,0
ukI3zN,UkW3ZN,0
lGasJ,1GasJ,0
ndoXa,nqXa9,0
NTY6,NTY5,0
EL24H,F24A,0
MdN76,MdJNV6,0
4Q5v,bQ5V,0
WNTF,WNIF,0
B8LF,B8LF,1
WNpd7uy5,WNPd77y5,0
vJkGByb76,VJAGBY6,0
Tc9wX8,XC9w8S,0
JQQX,S9xt,0
7mcU,mCU,0
3ticR1,3tiCR7,0
lr4yhx,vR4YHx,0
1J5iAGzbi,W5iAG2bi,0
Gp3G2lcg,Cp3Q2Cg8,0
fdijQMpH,fNjQMH7,0
ON01iYM,ONQyMm,0
